model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,male,equalize,4198,0.6557770371437073,0.06288708909004288,0.0421629347308242,True
baseline,female,equalize,5065,0.5860491394996643,0.05508390918065153,0.0420533070088845,True
baseline,transgender,equalize,232,0.6745866537094116,0.08189655172413793,0.03879310344827586,True
baseline,other_gender,equalize,1,,,,False
baseline,heterosexual,equalize,117,0.668555736541748,0.08547008547008547,0.03418803418803419,True
baseline,homosexual_gay_or_lesbian,equalize,906,0.753829300403595,0.12362030905077263,0.04194260485651214,True
baseline,bisexual,equalize,18,,,,False
baseline,other_sexual_orientation,equalize,1,,,,False
baseline,christian,equalize,4034,0.4648104906082153,0.03767972235994051,0.0421417947446703,True
baseline,jewish,equalize,701,0.5904250144958496,0.052781740370898715,0.04136947218259629,True
baseline,muslim,equalize,1696,0.7416740655899048,0.0972877358490566,0.04186320754716981,True
baseline,hindu,equalize,52,,,,False
baseline,buddhist,equalize,60,,,,False
baseline,atheist,equalize,141,0.7120319604873657,0.06382978723404255,0.03546099290780142,True
baseline,other_religion,equalize,20,,,,False
baseline,black,equalize,1108,0.837619960308075,0.14350180505415164,0.04151624548736462,True
baseline,white,equalize,2012,0.7991290092468262,0.1312127236580517,0.041749502982107355,True
baseline,asian,equalize,436,0.5550734996795654,0.0481651376146789,0.04128440366972477,True
baseline,latino,equalize,183,0.6598436236381531,0.07103825136612021,0.03825136612021858,True
baseline,other_race_or_ethnicity,equalize,39,,,,False
baseline,physical_disability,equalize,7,,,,False
baseline,intellectual_or_learning_disability,equalize,10,,,,False
baseline,psychiatric_or_mental_illness,equalize,450,0.6786465048789978,0.07333333333333333,0.042222222222222223,True
baseline,other_disability,equalize,0,,,,False
baseline,male,cap,4198,0.6557770371437073,0.06288708909004288,0.0421629347308242,True
baseline,female,cap,5065,0.5860491394996643,0.05508390918065153,0.0420533070088845,True
baseline,transgender,cap,232,0.6745866537094116,0.08189655172413793,0.03879310344827586,True
baseline,other_gender,cap,1,,,,False
baseline,heterosexual,cap,117,0.668555736541748,0.08547008547008547,0.03418803418803419,True
baseline,homosexual_gay_or_lesbian,cap,906,0.753829300403595,0.12362030905077263,0.04194260485651214,True
baseline,bisexual,cap,18,,,,False
baseline,other_sexual_orientation,cap,1,,,,False
baseline,christian,cap,4034,0.5,0.03767972235994051,0.03767972235994051,True
baseline,jewish,cap,701,0.5904250144958496,0.052781740370898715,0.04136947218259629,True
baseline,muslim,cap,1696,0.7416740655899048,0.0972877358490566,0.04186320754716981,True
baseline,hindu,cap,52,,,,False
baseline,buddhist,cap,60,,,,False
baseline,atheist,cap,141,0.7120319604873657,0.06382978723404255,0.03546099290780142,True
baseline,other_religion,cap,20,,,,False
baseline,black,cap,1108,0.837619960308075,0.14350180505415164,0.04151624548736462,True
baseline,white,cap,2012,0.7991290092468262,0.1312127236580517,0.041749502982107355,True
baseline,asian,cap,436,0.5550734996795654,0.0481651376146789,0.04128440366972477,True
baseline,latino,cap,183,0.6598436236381531,0.07103825136612021,0.03825136612021858,True
baseline,other_race_or_ethnicity,cap,39,,,,False
baseline,physical_disability,cap,7,,,,False
baseline,intellectual_or_learning_disability,cap,10,,,,False
baseline,psychiatric_or_mental_illness,cap,450,0.6786465048789978,0.07333333333333333,0.042222222222222223,True
baseline,other_disability,cap,0,,,,False
mitigated,male,equalize,4198,0.5737978219985962,0.030967127203430204,0.027155788470700333,True
mitigated,female,equalize,5065,0.4670886695384979,0.025271470878578478,0.027245804540967422,True
mitigated,transgender,equalize,232,0.7115311622619629,0.03879310344827586,0.02586206896551724,True
mitigated,other_gender,equalize,1,,,,False
mitigated,heterosexual,equalize,117,0.4903500080108642,0.017094017094017096,0.02564102564102564,True
mitigated,homosexual_gay_or_lesbian,equalize,906,0.6807724833488464,0.04746136865342163,0.026490066225165563,True
mitigated,bisexual,equalize,18,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4034,0.2656899094581604,0.015865146256817054,0.027268220128904314,True
mitigated,jewish,equalize,701,0.3836413025856018,0.021398002853067047,0.02710413694721826,True
mitigated,muslim,equalize,1696,0.7718434929847717,0.054245283018867926,0.027122641509433963,True
mitigated,hindu,equalize,52,,,,False
mitigated,buddhist,equalize,60,,,,False
mitigated,atheist,equalize,141,0.5485827922821045,0.028368794326241134,0.02127659574468085,True
mitigated,other_religion,equalize,20,,,,False
mitigated,black,equalize,1108,0.8413047790527344,0.06046931407942238,0.02707581227436823,True
mitigated,white,equalize,2012,0.7789857983589172,0.053180914512922464,0.027335984095427434,True
mitigated,asian,equalize,436,0.5179061889648438,0.02522935779816514,0.02522935779816514,True
mitigated,latino,equalize,183,0.774071455001831,0.03825136612021858,0.0273224043715847,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,450,0.6141626238822937,0.035555555555555556,0.02666666666666667,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4198,0.5737978219985962,0.030967127203430204,0.027155788470700333,True
mitigated,female,cap,5065,0.5,0.025271470878578478,0.025271470878578478,True
mitigated,transgender,cap,232,0.7115311622619629,0.03879310344827586,0.02586206896551724,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,117,0.5,0.017094017094017096,0.017094017094017096,True
mitigated,homosexual_gay_or_lesbian,cap,906,0.6807724833488464,0.04746136865342163,0.026490066225165563,True
mitigated,bisexual,cap,18,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4034,0.5,0.015865146256817054,0.015865146256817054,True
mitigated,jewish,cap,701,0.5,0.021398002853067047,0.021398002853067047,True
mitigated,muslim,cap,1696,0.7718434929847717,0.054245283018867926,0.027122641509433963,True
mitigated,hindu,cap,52,,,,False
mitigated,buddhist,cap,60,,,,False
mitigated,atheist,cap,141,0.5485827922821045,0.028368794326241134,0.02127659574468085,True
mitigated,other_religion,cap,20,,,,False
mitigated,black,cap,1108,0.8413047790527344,0.06046931407942238,0.02707581227436823,True
mitigated,white,cap,2012,0.7789857983589172,0.053180914512922464,0.027335984095427434,True
mitigated,asian,cap,436,0.5179061889648438,0.02522935779816514,0.02522935779816514,True
mitigated,latino,cap,183,0.774071455001831,0.03825136612021858,0.0273224043715847,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,450,0.6141626238822937,0.035555555555555556,0.02666666666666667,True
mitigated,other_disability,cap,0,,,,False
