subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8765,7565,1200,968,1212,6353,232,0.16021150033046927,0.15211863379107848,0.16864927659913037,0.19333333333333333,0.17198228800325574,0.216641525699755,0.44403669724770645,0.8066666666666666,0.5727810650887575,True,True
male,7296,6187,1109,926,1147,5040,183,0.18538871828026507,0.1759016396114352,0.1952662337875413,0.16501352569882777,0.14433048514712846,0.18800927078955668,0.44669561022672455,0.8349864743011722,0.5820238843494658,True,True
christian,6738,6130,608,474,749,5381,134,0.12218597063621534,0.11422332528178152,0.13062184538381982,0.22039473684210525,0.18925856216916573,0.2550419259747079,0.3875715453802126,0.7796052631578947,0.5177498634625887,True,True
white,4146,2986,1160,1037,1300,1686,123,0.43536503683858,0.41767595512857175,0.4532202093281706,0.1060344827586207,0.08959884006367308,0.1250708272927857,0.44373127941805734,0.8939655172413793,0.5930797826708608,True,True
muslim,3480,2676,804,686,838,1838,118,0.3131539611360239,0.2958606581337181,0.330982938636344,0.14676616915422885,0.12398575835973376,0.1729059846944297,0.45013123359580054,0.8532338308457711,0.5893470790378007,True,True
black,2427,1669,758,678,788,881,80,0.4721390053924506,0.44827991074609336,0.4961260582059421,0.10554089709762533,0.08562184364576622,0.12943793936251924,0.46248294679399726,0.8944591029023746,0.6097122302158272,True,True
homosexual_gay_or_lesbian,1759,1274,485,426,551,723,59,0.4324960753532182,0.40553478603861814,0.45986322651394296,0.12164948453608247,0.09549355893896783,0.15375178762928485,0.436028659160696,0.8783505154639175,0.5827633378932968,True,True
jewish,1290,1091,199,165,241,850,34,0.22089825847846012,0.19728460893711136,0.24647047076549417,0.1708542713567839,0.12491775341815375,0.22925766633269634,0.4064039408866995,0.8291457286432161,0.5454545454545454,True,True
psychiatric_or_mental_illness,785,643,142,125,132,511,17,0.2052877138413686,0.17586190013132172,0.23821399925369344,0.11971830985915492,0.07610477931225695,0.1833650527004534,0.48638132295719844,0.8802816901408451,0.6265664160401003,True,True
asian,750,647,103,80,96,551,23,0.14837712519319937,0.12306401891972626,0.17784099591376815,0.22330097087378642,0.15365763149685507,0.3128416036393872,0.45454545454545453,0.7766990291262136,0.5734767025089605,True,True
transgender,413,330,83,65,90,240,18,0.2727272727272727,0.22749701567117347,0.32318790965272154,0.21686746987951808,0.14181562277368154,0.31696822726454466,0.41935483870967744,0.7831325301204819,0.5462184873949579,True,False
latino,325,257,68,55,49,208,13,0.19066147859922178,0.1473287451460475,0.24310557952433126,0.19117647058823528,0.1152729403092493,0.30010641460020604,0.5288461538461539,0.8088235294117647,0.6395348837209303,True,False
atheist,258,216,42,33,37,179,9,0.1712962962962963,0.12690557751191778,0.22717440011497175,0.21428571428571427,0.1170579987600303,0.35939845316322894,0.4714285714285714,0.7857142857142857,0.5892857142857143,True,False
heterosexual,219,171,48,40,48,123,8,0.2807017543859649,0.218741524033208,0.35229843121610693,0.16666666666666666,0.08695513576485567,0.2957782840125559,0.45454545454545453,0.8333333333333334,0.5882352941176471,True,False
buddhist,131,117,14,13,20,97,1,0.17094017094017094,0.11347000899851464,0.24933146036926715,0.07142857142857142,0.012722215247890911,0.31468704424151117,0.3939393939393939,0.9285714285714286,0.5531914893617021,True,False
hindu,111,99,12,11,20,79,1,0.20202020202020202,0.13475729804135694,0.2915441111707826,0.08333333333333333,0.014865094404917123,0.3538799111411169,0.3548387096774194,0.9166666666666666,0.5116279069767442,False,False
other_race_or_ethnicity,74,60,14,13,19,41,1,0.31666666666666665,0.2130586755236652,0.4423376702617676,0.07142857142857142,0.012722215247890911,0.31468704424151117,0.40625,0.9285714285714286,0.5652173913043478,False,False
other_religion,45,40,5,5,4,36,0,0.1,0.03957952868260638,0.23051775227522292,0.0,0.0,0.43448246478317465,0.5555555555555556,1.0,0.7142857142857143,False,False
bisexual,40,35,5,5,9,26,0,0.2571428571428571,0.1416302706906045,0.4206930684383917,0.0,0.0,0.43448246478317465,0.35714285714285715,1.0,0.5263157894736842,False,False
physical_disability,18,18,0,0,1,17,0,0.05555555555555555,0.00987519097830307,0.25757300781872583,,,,0.0,,,False,False
intellectual_or_learning_disability,10,10,0,0,1,9,0,0.1,0.017876213095072924,0.40415002679523837,,,,0.0,,,False,False
other_gender,2,1,1,1,0,1,0,0.0,0.0,0.7934506856227626,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
other_sexual_orientation,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
other_disability,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
