model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7978226069227097,0.06918312884980111,0.26158288489303055,0.20679766275931644,0.13222236431424145,0.2865223839724424,False
baseline,0.4,0.8049693123270923,0.0529363387657139,0.30909568184801156,0.14889331119141197,0.09880057369928143,0.33752170357843714,False
baseline,0.5,0.8059285990034609,0.04107013980967087,0.3564772279826749,0.12834339616844112,0.07284478052774963,0.3882097229098892,False
baseline,0.6,0.8027671105799566,0.03143619610278445,0.404646279039244,0.10289696988318918,0.052765812141392684,0.4520977412332911,False
baseline,0.7,0.7930887402364144,0.023631694667763214,0.4593778711116944,0.07623712767038426,0.03706857034450592,0.5122482576259684,False
mitigated,0.3,0.796318939754421,0.03919034591564425,0.3895524347027169,0.08612045700122394,0.04509351487526767,0.4818686660122348,False
mitigated,0.4,0.7939828570023909,0.031184437991977308,0.4274839217745111,0.06455065472441147,0.03468072192201384,0.5189073608556384,False
mitigated,0.5,0.7881352967482433,0.02539400144341317,0.46410290064312903,0.05076994771422573,0.027181075372004964,0.5546873774605516,False
mitigated,0.6,0.7808034098700807,0.020929490945099948,0.4977031106444415,0.043283263080809674,0.021540417148752624,0.593327326523193,False
mitigated,0.7,0.7729391638814131,0.016767090179755292,0.5299908124425777,0.036692490162894754,0.017659568445464735,0.620856133287905,False
