subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8709,7555,1154,0.899541490651456,0.9369965343091113,0.9014484808655532,True
male,7282,6173,1109,0.9023675925453891,0.9301871437056922,0.911083387675649,True
christian,6671,6068,603,0.9110240109057,0.9489046695414719,0.8873059130809305,True
white,4216,3037,1179,0.840602180123403,0.8106278006041431,0.9528824453041409,True
muslim,3556,2724,832,0.8523306894555518,0.8871959966222026,0.9181352809376019,True
black,2470,1692,778,0.8285581019404791,0.7843526964903241,0.955426718388143,True
homosexual_gay_or_lesbian,1851,1333,518,0.8174893626881623,0.8150077760251216,0.942673226820322,True
jewish,1214,1029,185,0.8475717700207497,0.9112350001686366,0.8875839170910219,True
psychiatric_or_mental_illness,792,628,164,0.9099735901817616,0.8659578490048572,0.9563257915669076,True
asian,772,674,98,0.8944240901108217,0.9069831968016753,0.9224879895428387,False
transgender,390,317,73,0.8435028736873946,0.8855685131195336,0.9082884756205805,False
latino,360,296,64,0.869167018581081,0.8736953780385283,0.9333394830058193,False
atheist,255,220,35,0.9182467532467532,0.9455992879746836,0.9011686364544301,False
heterosexual,207,155,52,0.7857940446650123,0.8362226475741441,0.9197277350758151,False
buddhist,100,91,9,0.8901098901098901,0.9352919091421062,0.8886825049961711,False
hindu,81,76,5,0.8921052631578947,0.9268081304522142,0.9138744643307286,False
other_race_or_ethnicity,77,59,18,0.8370998116760828,0.8772808662553322,0.917930905099515,False
other_religion,65,57,8,0.8486842105263158,0.894019966484336,0.898634374370002,False
bisexual,52,42,10,0.842857142857143,0.8253352859082915,0.9540402089386788,False
intellectual_or_learning_disability,24,21,3,1.0,0.9644170168067225,0.9564025072755766,False
physical_disability,14,14,0,,0.9326073912961956,,False
other_sexual_orientation,4,2,2,1.0,0.7806551135617698,0.9837316839826113,False
other_gender,2,2,0,,0.8796101850636566,,False
other_disability,1,0,1,,,0.9982964367835383,False
