model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7985923758153057,0.06116043705208036,0.29295183094894345,0.17285622179239202,0.12182224652702874,0.31776379437133023,False
baseline,0.4,0.801922350847285,0.0481361507863245,0.33783961149757186,0.1323017408123791,0.09288680078469366,0.3722649894235564,False
baseline,0.5,0.8025682122040186,0.038703613568083786,0.37524609528809555,0.10480461024346996,0.07336901852470049,0.4234362493297318,False
baseline,0.6,0.7978329197375886,0.03133549285846159,0.4173776086100538,0.0883891427402305,0.0576244860553204,0.4736952840738926,False
baseline,0.7,0.7920484279099421,0.023749181786139877,0.4613466334164589,0.0665592091124006,0.03985142097393714,0.5255129036004036,False
mitigated,0.3,0.7989646390064925,0.046289924640405496,0.3535897099356871,0.15716741886954652,0.07522418969553704,0.42918470510857537,False
mitigated,0.4,0.799400104895624,0.03722663265134858,0.3895524347027169,0.12034171502256608,0.05970541527748739,0.4711228066980435,False
mitigated,0.5,0.7960295893817719,0.03058021852604018,0.42485890536815857,0.09788308618095852,0.04853655051844082,0.512691528227107,False
mitigated,0.6,0.7916022692061386,0.02438696900018462,0.45990287439296496,0.07424242424242423,0.037785529919018526,0.5486613031075361,False
mitigated,0.7,0.7828906069626365,0.018948993806750473,0.5004593778711117,0.04941972920696325,0.028879454879044236,0.5832076793512017,False
