model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7988156276891383,0.06116043705208036,0.2922955768473553,0.1750376101439931,0.12124787178730005,0.31547164129883565,False
baseline,0.4,0.8025890833379719,0.04835434114902402,0.3350833442709017,0.13348377390930583,0.09391406986511104,0.3701729563230675,False
baseline,0.5,0.801273774592212,0.0389218039307833,0.3777398608741305,0.10493230174081236,0.0749490798957645,0.42450649881852154,False
baseline,0.6,0.797680201005253,0.031201221866031116,0.4182963643522772,0.08613858009957034,0.055617255774941685,0.473857738260046,False
baseline,0.7,0.7923290557151461,0.02351420754938655,0.4616091350570941,0.06537717601547388,0.039713619427609266,0.5259044671226221,False
mitigated,0.3,0.8012425322246401,0.0477669055571407,0.34125213282583017,0.10250971833867557,0.07833422574383767,0.3999878363516008,False
mitigated,0.4,0.8018548613982646,0.03823366509457713,0.3790523690773067,0.08642811089619601,0.06124205035744307,0.44555118090869683,False
mitigated,0.5,0.7993838750569286,0.031452979976838255,0.4130463315395721,0.07206103589082312,0.051061461461034144,0.4830197745093471,False
mitigated,0.6,0.7942387826052484,0.026048572531511723,0.44717154482215515,0.055512572533849135,0.04060438076409271,0.5184110597760775,False
mitigated,0.7,0.7870998614064149,0.020425974723485674,0.48549678435490223,0.04882871265849989,0.03200732335714352,0.5596254031034487,False
