subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8709,7555,1154,559,235,7320,595,0.031105228325612178,0.02742268462657661,0.0352643635675287,0.5155979202772963,0.4867600703384412,0.544332269399218,0.7040302267002518,0.48440207972270366,0.5739219712525667,True,True
male,7282,6173,1109,546,209,5964,563,0.03385711971488741,0.02962735995691939,0.03866668023060935,0.5076645626690712,0.47826495046237744,0.5370112596978868,0.7231788079470198,0.49233543733092877,0.5858369098712447,True,True
christian,6671,6068,603,253,124,5944,350,0.02043506921555702,0.017166854609074543,0.024310094439856676,0.5804311774461028,0.5406553688333565,0.6191886869575992,0.6710875331564987,0.41956882255389716,0.5163265306122449,True,True
white,4216,3037,1179,601,194,2843,578,0.0638788277905828,0.05572081058136993,0.07313873837145807,0.4902459711620017,0.46178896142035425,0.5187663363091224,0.7559748427672957,0.5097540288379983,0.6089159067882473,True,True
muslim,3556,2724,832,389,151,2573,443,0.055433186490455214,0.047449484852476034,0.06466900276407192,0.5324519230769231,0.49847731790930505,0.5661282354885723,0.7203703703703703,0.4675480769230769,0.5670553935860059,True,True
black,2470,1692,778,412,133,1559,366,0.07860520094562648,0.06671556625633324,0.09240394188940149,0.4704370179948586,0.43559564704844284,0.5055688953520266,0.7559633027522936,0.5295629820051414,0.6228269085411944,True,True
homosexual_gay_or_lesbian,1851,1333,518,224,98,1235,294,0.07351837959489872,0.060700096847209534,0.08878768085605376,0.5675675675675675,0.5245616135638477,0.6095787442340791,0.6956521739130435,0.43243243243243246,0.5333333333333333,True,True
jewish,1214,1029,185,78,42,987,107,0.04081632653061224,0.030336922305598285,0.05471142472821669,0.5783783783783784,0.5063344516289751,0.6472335211091281,0.65,0.42162162162162165,0.5114754098360657,True,True
psychiatric_or_mental_illness,792,628,164,98,24,604,66,0.03821656050955414,0.02581387248167233,0.05623433454395409,0.4024390243902439,0.3304493300942288,0.4788945577339521,0.8032786885245902,0.5975609756097561,0.6853146853146853,True,True
asian,772,674,98,52,17,657,46,0.025222551928783383,0.015806375890277443,0.040020039458424514,0.46938775510204084,0.37360956939896406,0.5674753279554244,0.7536231884057971,0.5306122448979592,0.6227544910179641,True,False
transgender,390,317,73,31,12,305,42,0.03785488958990536,0.021784958985142804,0.06499141624712927,0.5753424657534246,0.4609938046379389,0.6821580845742113,0.7209302325581395,0.4246575342465753,0.5344827586206897,True,False
latino,360,296,64,28,5,291,36,0.016891891891891893,0.007236239007100652,0.038926352634275234,0.5625,0.44086208956993017,0.6770599029559693,0.8484848484848485,0.4375,0.5773195876288659,True,False
atheist,255,220,35,14,4,216,21,0.01818181818181818,0.00709270163991289,0.045808395784490516,0.6,0.435727090128925,0.7444927114061941,0.7777777777777778,0.4,0.5283018867924528,True,False
heterosexual,207,155,52,17,10,145,35,0.06451612903225806,0.03541805904536506,0.11467788566392655,0.6730769230769231,0.5375618936197395,0.7847792554143083,0.6296296296296297,0.3269230769230769,0.430379746835443,True,False
buddhist,100,91,9,5,2,89,4,0.02197802197802198,0.006048006082981144,0.07663164602484938,0.4444444444444444,0.18877852109766463,0.7333487065045068,0.7142857142857143,0.5555555555555556,0.6250000000000001,False,False
hindu,81,76,5,3,2,74,2,0.02631578947368421,0.007246659075128337,0.0909662109865807,0.4,0.11762077423264794,0.769275718723987,0.6,0.6,0.6,False,False
other_race_or_ethnicity,77,59,18,7,0,59,11,0.0,0.0,0.061129370526788365,0.6111111111111112,0.38619041602237913,0.7969475342783637,1.0,0.3888888888888889,0.56,False,False
other_religion,65,57,8,3,4,53,5,0.07017543859649122,0.027626420229066057,0.1670017009603369,0.625,0.3057423946026274,0.8631557141764026,0.42857142857142855,0.375,0.39999999999999997,False,False
bisexual,52,42,10,4,4,38,6,0.09523809523809523,0.03766224880557387,0.2206510580857102,0.6,0.3126737697336583,0.8318196702937637,0.5,0.4,0.4444444444444445,False,False
intellectual_or_learning_disability,24,21,3,2,0,21,1,0.0,0.0,0.15463901892484688,0.3333333333333333,0.06149194472039632,0.7923403991979523,1.0,0.6666666666666666,0.8,False,False
physical_disability,14,14,0,0,0,14,0,0.0,0.0,0.21531080273763575,,,,,,,False,False
other_sexual_orientation,4,2,2,1,0,2,1,0.0,0.0,0.6576197724933468,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
