model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7974851853297672,0.06911599335358587,0.26289539309620685,0.25486846846846845,0.14558434877776602,0.2854360601178592,False
baseline,0.4,0.8033244337343914,0.04570248904852218,0.34413965087281795,0.17128648648648648,0.09245454419836688,0.3873054034439507,False
baseline,0.5,0.8009804980743345,0.03073127339252446,0.4119963249770311,0.11019099099099099,0.06088699867090928,0.46640290936918366,False
baseline,0.6,0.7869970725317903,0.02072808445645424,0.48457802861267885,0.06939099099099098,0.041240173054388866,0.5565356856859004,False
baseline,0.7,0.7652519786531948,0.01305785401386348,0.5589972437327734,0.035495495495495494,0.0221752535933166,0.6415754971925148,False
mitigated,0.3,0.7998625306396482,0.058642855944009,0.29977687360546,0.1648483849703362,0.12325175987807223,0.3233753373303274,False
mitigated,0.4,0.8021415787158875,0.046289924640405496,0.3449271557947237,0.13383083662090128,0.09438874037083979,0.3774551129724724,False
mitigated,0.5,0.8001852241499607,0.0368909551702724,0.38889618060112874,0.0974238954844603,0.07514082239007851,0.42835681599803177,False
mitigated,0.6,0.7966946254897191,0.029153589231466406,0.428927680798005,0.0771712508697878,0.05693817597526989,0.4818234739478951,False
mitigated,0.7,0.7887065841428628,0.022490391232104195,0.47394671216695106,0.05346483404779133,0.04105428162589742,0.5369475571802426,False
