model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7974851853297672,0.06911599335358587,0.26289539309620685,0.25486846846846845,0.14558434877776602,0.2854360601178592,False
baseline,0.4,0.8033244337343914,0.04570248904852218,0.34413965087281795,0.17128648648648648,0.09245454419836688,0.3873054034439507,False
baseline,0.5,0.8009804980743345,0.03073127339252446,0.4119963249770311,0.11019099099099099,0.06088699867090928,0.46640290936918366,False
baseline,0.6,0.7869970725317903,0.02072808445645424,0.48457802861267885,0.06939099099099098,0.041240173054388866,0.5565356856859004,False
baseline,0.7,0.7652519786531948,0.01305785401386348,0.5589972437327734,0.035495495495495494,0.0221752535933166,0.6415754971925148,False
mitigated,0.3,0.7934393820244552,0.06688373810442927,0.28442052762829767,0.19239656870792976,0.1358628503741856,0.3289968380128923,False
mitigated,0.4,0.7981595079844186,0.044645104983132206,0.36251476571728575,0.1458208804244871,0.083871843813341,0.42734192330854204,False
mitigated,0.5,0.7933226962756371,0.030697705644416845,0.43102769392308704,0.09426507146820179,0.053956243229810484,0.5138973651055282,False
mitigated,0.6,0.7826842304103325,0.02050989409375472,0.49507809423808896,0.06148648648648648,0.03570723238863304,0.5911612112437913,False
mitigated,0.7,0.7616795762743229,0.01344388311710109,0.5649035306470666,0.037006213426764634,0.02017921002337007,0.670067093434722,False
