subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8953,7736,1217,0.905752241810477,0.9145956481089319,0.932089845268349,True
male,7242,6148,1094,0.9121316187306643,0.8947689931872059,0.9491048281312232,True
christian,6740,6091,649,0.9086587121517793,0.9287482036553685,0.9187153193964226,True
white,4096,2939,1157,0.8378191477942597,0.7912222252761689,0.9587055770710136,True
muslim,3488,2680,808,0.8554139112605291,0.8866765405829464,0.9239119346768861,True
black,2448,1640,808,0.8223383542622555,0.8455638923405826,0.9329296714599231,True
homosexual_gay_or_lesbian,1743,1250,493,0.8345290060851928,0.8422687061465058,0.9378762690351138,True
jewish,1277,1072,205,0.835864124499454,0.8964508201506629,0.9012783941098909,True
psychiatric_or_mental_illness,834,677,157,0.8821938300294481,0.8771923486680124,0.9382793097005081,True
asian,747,654,93,0.8921936141527737,0.9051743964450253,0.9257850655750299,False
transgender,401,318,83,0.8280290975221641,0.9011092667147379,0.8905236388579476,False
latino,305,242,63,0.8684573002754821,0.867379215904169,0.93751278970949,False
atheist,261,222,39,0.9345114345114345,0.9023639734721529,0.9543026115323492,False
heterosexual,207,160,47,0.7824468085106384,0.7946889031959853,0.9378429146225616,False
hindu,91,77,14,0.8979591836734693,0.8989378143224297,0.9292268466945799,False
buddhist,85,74,11,0.9324324324324325,0.8877532895671696,0.9569263814646711,False
other_race_or_ethnicity,70,50,20,0.884,0.9017739176207396,0.9206123700257008,False
bisexual,56,50,6,0.9166666666666667,0.8544502824116642,0.9670367819567396,False
other_religion,54,48,6,0.9097222222222223,0.9271599566530935,0.9182904159597759,False
intellectual_or_learning_disability,19,17,2,1.0,0.9763995397292434,0.9495626552951447,False
physical_disability,8,8,0,,0.9372949205932536,,False
other_gender,2,1,1,1.0,0.9439485429246521,0.9425981873111784,False
other_sexual_orientation,2,1,1,0.0,0.6626411131530585,0.9458375293722726,False
other_disability,1,0,1,,,0.9951914200835836,False
