subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8953,7736,1217,633,306,7430,584,0.039555325749741466,0.03543553654051196,0.044132173224247076,0.4798685291700904,0.45190741332717776,0.507956335035912,0.6741214057507987,0.5201314708299096,0.5871985157699443,True,True
male,7242,6148,1094,619,320,5828,475,0.05204944697462589,0.04677143889998818,0.05788689196410374,0.43418647166361973,0.40509659011057714,0.46373692966313823,0.6592119275825347,0.5658135283363802,0.6089522872602067,True,True
christian,6740,6091,649,279,160,5931,370,0.026268264652766375,0.022540607500512313,0.030593089414937064,0.5701078582434514,0.5317176759737219,0.6076729812378838,0.6355353075170843,0.42989214175654855,0.5128676470588235,True,True
white,4096,2939,1157,671,330,2609,486,0.1122830894862198,0.10137130073084215,0.12420709624019956,0.42005185825410546,0.39192242628127316,0.44871041932027644,0.6703296703296703,0.5799481417458946,0.6218721037998146,True,True
muslim,3488,2680,808,362,115,2565,446,0.04291044776119403,0.03586979411139821,0.051259592034773885,0.551980198019802,0.5175257368362935,0.5859427410140752,0.7589098532494759,0.44801980198019803,0.5634241245136187,True,True
black,2448,1640,808,363,111,1529,445,0.0676829268292683,0.05650786914584309,0.08087853001622371,0.5507425742574258,0.5162852193875593,0.5847197232758958,0.7658227848101266,0.44925742574257427,0.5663026521060843,True,True
homosexual_gay_or_lesbian,1743,1250,493,212,81,1169,281,0.0648,0.05244232216207985,0.07982436726185817,0.5699797160243407,0.525902813463409,0.6129744858742485,0.7235494880546075,0.4300202839756592,0.539440203562341,True,True
jewish,1277,1072,205,75,44,1028,130,0.041044776119402986,0.030715801895943966,0.05465129198921643,0.6341463414634146,0.5663059325759253,0.6970517374507986,0.6302521008403361,0.36585365853658536,0.46296296296296297,True,True
psychiatric_or_mental_illness,834,677,157,92,41,636,65,0.060561299852289516,0.04495331240149952,0.08112810891702987,0.4140127388535032,0.3399184991716502,0.49221433400477876,0.6917293233082706,0.5859872611464968,0.6344827586206896,True,True
asian,747,654,93,50,22,632,43,0.03363914373088685,0.022318096949970646,0.05040680990898443,0.46236559139784944,0.36454621307590734,0.5631706957228253,0.6944444444444444,0.5376344086021505,0.6060606060606061,True,False
transgender,401,318,83,35,11,307,48,0.03459119496855346,0.01942300922045268,0.06086950161821787,0.5783132530120482,0.47092823305023357,0.6787698509817464,0.7608695652173914,0.42168674698795183,0.5426356589147286,True,False
latino,305,242,63,29,15,227,34,0.06198347107438017,0.03791907031347684,0.09973655125268295,0.5396825396825397,0.41789251880895373,0.6569113542395502,0.6590909090909091,0.4603174603174603,0.5420560747663551,True,False
atheist,261,222,39,24,4,218,15,0.018018018018018018,0.007028604354170416,0.04540401312239131,0.38461538461538464,0.24891373465561356,0.5410093854307492,0.8571428571428571,0.6153846153846154,0.7164179104477612,True,False
heterosexual,207,160,47,24,16,144,23,0.1,0.06249443583333064,0.15626252030387353,0.48936170212765956,0.3527555503368215,0.6275754625177314,0.6,0.5106382978723404,0.5517241379310344,True,False
hindu,91,77,14,6,1,76,8,0.012987012987012988,0.0022962172971240508,0.06996198914680522,0.5714285714285714,0.3259064457965074,0.7861920109552588,0.8571428571428571,0.42857142857142855,0.5714285714285714,False,False
buddhist,85,74,11,7,1,73,4,0.013513513513513514,0.002389463403456825,0.0726535651984323,0.36363636363636365,0.1516647109536758,0.6461988254921511,0.875,0.6363636363636364,0.7368421052631579,False,False
other_race_or_ethnicity,70,50,20,7,0,50,13,0.0,0.0,0.0713475991333587,0.65,0.4328542766852363,0.8188081758989179,1.0,0.35,0.5185185185185185,False,False
bisexual,56,50,6,2,3,47,4,0.06,0.02061497034897397,0.1621709168883817,0.6666666666666666,0.2999933151383921,0.9032285888942196,0.4,0.3333333333333333,0.3636363636363636,False,False
other_religion,54,48,6,3,1,47,3,0.020833333333333332,0.003687110977510656,0.10899217995251859,0.5,0.18761630648265054,0.8123836935173494,0.75,0.5,0.6,False,False
intellectual_or_learning_disability,19,17,2,1,0,17,1,0.0,0.0,0.18431813500885175,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
physical_disability,8,8,0,0,0,8,0,0.0,0.0,0.3244075648838801,,,,,,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
