model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,male,equalize,4225,0.5888891220092773,0.04260355029585799,0.028402366863905324,True
baseline,female,equalize,5028,0.5279554128646851,0.0332140015910899,0.028440731901352427,True
baseline,transgender,equalize,207,0.7429815530776978,0.06280193236714976,0.024154589371980676,True
baseline,other_gender,equalize,1,,,,False
baseline,heterosexual,equalize,112,0.9692078232765198,0.11607142857142858,0.026785714285714284,True
baseline,homosexual_gay_or_lesbian,equalize,894,0.7937461733818054,0.12304250559284116,0.02796420581655481,True
baseline,bisexual,equalize,16,,,,False
baseline,other_sexual_orientation,equalize,1,,,,False
baseline,christian,equalize,4043,0.4374029040336609,0.020281968835023496,0.028444224585703684,True
baseline,jewish,equalize,704,0.5344606637954712,0.03551136363636364,0.028409090909090908,True
baseline,muslim,equalize,1761,0.643105149269104,0.06700738216922203,0.028392958546280524,True
baseline,hindu,equalize,58,,,,False
baseline,buddhist,equalize,59,,,,False
baseline,atheist,equalize,159,0.8289388418197632,0.0440251572327044,0.025157232704402517,True
baseline,other_religion,equalize,24,,,,False
baseline,black,equalize,1110,0.6523521542549133,0.07927927927927927,0.027927927927927927,True
baseline,white,equalize,1930,0.7099249362945557,0.07823834196891191,0.02849740932642487,True
baseline,asian,equalize,458,0.4072155356407165,0.013100436681222707,0.028384279475982533,True
baseline,latino,equalize,175,0.7275885343551636,0.05142857142857143,0.022857142857142857,True
baseline,other_race_or_ethnicity,equalize,43,,,,False
baseline,physical_disability,equalize,11,,,,False
baseline,intellectual_or_learning_disability,equalize,12,,,,False
baseline,psychiatric_or_mental_illness,equalize,436,0.7299049496650696,0.08027522935779817,0.027522935779816515,True
baseline,other_disability,equalize,1,,,,False
baseline,male,cap,4225,0.5888891220092773,0.04260355029585799,0.028402366863905324,True
baseline,female,cap,5028,0.5279554128646851,0.0332140015910899,0.028440731901352427,True
baseline,transgender,cap,207,0.7429815530776978,0.06280193236714976,0.024154589371980676,True
baseline,other_gender,cap,1,,,,False
baseline,heterosexual,cap,112,0.9692078232765198,0.11607142857142858,0.026785714285714284,True
baseline,homosexual_gay_or_lesbian,cap,894,0.7937461733818054,0.12304250559284116,0.02796420581655481,True
baseline,bisexual,cap,16,,,,False
baseline,other_sexual_orientation,cap,1,,,,False
baseline,christian,cap,4043,0.5,0.020281968835023496,0.020281968835023496,True
baseline,jewish,cap,704,0.5344606637954712,0.03551136363636364,0.028409090909090908,True
baseline,muslim,cap,1761,0.643105149269104,0.06700738216922203,0.028392958546280524,True
baseline,hindu,cap,58,,,,False
baseline,buddhist,cap,59,,,,False
baseline,atheist,cap,159,0.8289388418197632,0.0440251572327044,0.025157232704402517,True
baseline,other_religion,cap,24,,,,False
baseline,black,cap,1110,0.6523521542549133,0.07927927927927927,0.027927927927927927,True
baseline,white,cap,1930,0.7099249362945557,0.07823834196891191,0.02849740932642487,True
baseline,asian,cap,458,0.5,0.013100436681222707,0.013100436681222707,True
baseline,latino,cap,175,0.7275885343551636,0.05142857142857143,0.022857142857142857,True
baseline,other_race_or_ethnicity,cap,43,,,,False
baseline,physical_disability,cap,11,,,,False
baseline,intellectual_or_learning_disability,cap,12,,,,False
baseline,psychiatric_or_mental_illness,cap,436,0.7299049496650696,0.08027522935779817,0.027522935779816515,True
baseline,other_disability,cap,1,,,,False
mitigated,male,equalize,4225,0.6264670491218567,0.04757396449704142,0.027928994082840237,True
mitigated,female,equalize,5028,0.5237096548080444,0.030230708035003977,0.02784407319013524,True
mitigated,transgender,equalize,207,0.5941980481147766,0.033816425120772944,0.024154589371980676,True
mitigated,other_gender,equalize,1,,,,False
mitigated,heterosexual,equalize,112,0.903804898262024,0.125,0.026785714285714284,True
mitigated,homosexual_gay_or_lesbian,equalize,894,0.6270381808280945,0.05480984340044743,0.02796420581655481,True
mitigated,bisexual,equalize,16,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4043,0.4672710001468658,0.02473410833539451,0.02819688350234974,True
mitigated,jewish,equalize,704,0.5499125719070435,0.03835227272727273,0.026988636363636364,True
mitigated,muslim,equalize,1761,0.586641252040863,0.044860874503123226,0.027825099375354913,True
mitigated,hindu,equalize,58,,,,False
mitigated,buddhist,equalize,59,,,,False
mitigated,atheist,equalize,159,0.8155264854431152,0.050314465408805034,0.025157232704402517,True
mitigated,other_religion,equalize,24,,,,False
mitigated,black,equalize,1110,0.584745466709137,0.055855855855855854,0.027927927927927927,True
mitigated,white,equalize,1930,0.7570766806602478,0.10155440414507771,0.027979274611398965,True
mitigated,asian,equalize,458,0.4532618522644043,0.017467248908296942,0.026200873362445413,True
mitigated,latino,equalize,175,0.6544531583786011,0.045714285714285714,0.022857142857142857,True
mitigated,other_race_or_ethnicity,equalize,43,,,,False
mitigated,physical_disability,equalize,11,,,,False
mitigated,intellectual_or_learning_disability,equalize,12,,,,False
mitigated,psychiatric_or_mental_illness,equalize,436,0.6829967498779297,0.06880733944954129,0.027522935779816515,True
mitigated,other_disability,equalize,1,,,,False
mitigated,male,cap,4225,0.6264670491218567,0.04757396449704142,0.027928994082840237,True
mitigated,female,cap,5028,0.5237096548080444,0.030230708035003977,0.02784407319013524,True
mitigated,transgender,cap,207,0.5941980481147766,0.033816425120772944,0.024154589371980676,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,112,0.903804898262024,0.125,0.026785714285714284,True
mitigated,homosexual_gay_or_lesbian,cap,894,0.6270381808280945,0.05480984340044743,0.02796420581655481,True
mitigated,bisexual,cap,16,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4043,0.5,0.02473410833539451,0.02473410833539451,True
mitigated,jewish,cap,704,0.5499125719070435,0.03835227272727273,0.026988636363636364,True
mitigated,muslim,cap,1761,0.586641252040863,0.044860874503123226,0.027825099375354913,True
mitigated,hindu,cap,58,,,,False
mitigated,buddhist,cap,59,,,,False
mitigated,atheist,cap,159,0.8155264854431152,0.050314465408805034,0.025157232704402517,True
mitigated,other_religion,cap,24,,,,False
mitigated,black,cap,1110,0.584745466709137,0.055855855855855854,0.027927927927927927,True
mitigated,white,cap,1930,0.7570766806602478,0.10155440414507771,0.027979274611398965,True
mitigated,asian,cap,458,0.5,0.017467248908296942,0.017467248908296942,True
mitigated,latino,cap,175,0.6544531583786011,0.045714285714285714,0.022857142857142857,True
mitigated,other_race_or_ethnicity,cap,43,,,,False
mitigated,physical_disability,cap,11,,,,False
mitigated,intellectual_or_learning_disability,cap,12,,,,False
mitigated,psychiatric_or_mental_illness,cap,436,0.6829967498779297,0.06880733944954129,0.027522935779816515,True
mitigated,other_disability,cap,1,,,,False
