model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,male,equalize,4095,0.6109758615493774,0.05030525030525031,0.033455433455433455,True
baseline,female,equalize,5050,0.5932558178901672,0.04673267326732673,0.03346534653465347,True
baseline,transgender,equalize,216,0.7219392657279968,0.06481481481481481,0.032407407407407406,True
baseline,other_gender,equalize,0,,,,False
baseline,heterosexual,equalize,119,0.6865801811218262,0.06722689075630252,0.025210084033613446,True
baseline,homosexual_gay_or_lesbian,equalize,881,0.7540104985237122,0.10102156640181612,0.032917139614074914,True
baseline,bisexual,equalize,25,,,,False
baseline,other_sexual_orientation,equalize,1,,,,False
baseline,christian,equalize,4013,0.4631710648536682,0.02865686518813855,0.03339147769748318,True
baseline,jewish,equalize,732,0.641534686088562,0.05191256830601093,0.03278688524590164,True
baseline,muslim,equalize,1801,0.7126322984695435,0.0832870627429206,0.03331482509716824,True
baseline,hindu,equalize,49,,,,False
baseline,buddhist,equalize,50,,,,False
baseline,atheist,equalize,144,0.7671669721603394,0.05555555555555555,0.027777777777777776,True
baseline,other_religion,equalize,33,,,,False
baseline,black,equalize,1102,0.7794896960258484,0.09891107078039928,0.03357531760435572,True
baseline,white,equalize,1887,0.6935767531394958,0.08479067302596714,0.033386327503974564,True
baseline,asian,equalize,455,0.5981361269950867,0.041758241758241756,0.03296703296703297,True
baseline,latino,equalize,186,0.632729709148407,0.043010752688172046,0.03225806451612903,True
baseline,other_race_or_ethnicity,equalize,45,,,,False
baseline,physical_disability,equalize,8,,,,False
baseline,intellectual_or_learning_disability,equalize,11,,,,False
baseline,psychiatric_or_mental_illness,equalize,439,0.6687721014022827,0.05011389521640091,0.03189066059225513,True
baseline,other_disability,equalize,0,,,,False
baseline,male,cap,4095,0.6109758615493774,0.05030525030525031,0.033455433455433455,True
baseline,female,cap,5050,0.5932558178901672,0.04673267326732673,0.03346534653465347,True
baseline,transgender,cap,216,0.7219392657279968,0.06481481481481481,0.032407407407407406,True
baseline,other_gender,cap,0,,,,False
baseline,heterosexual,cap,119,0.6865801811218262,0.06722689075630252,0.025210084033613446,True
baseline,homosexual_gay_or_lesbian,cap,881,0.7540104985237122,0.10102156640181612,0.032917139614074914,True
baseline,bisexual,cap,25,,,,False
baseline,other_sexual_orientation,cap,1,,,,False
baseline,christian,cap,4013,0.5,0.02865686518813855,0.02865686518813855,True
baseline,jewish,cap,732,0.641534686088562,0.05191256830601093,0.03278688524590164,True
baseline,muslim,cap,1801,0.7126322984695435,0.0832870627429206,0.03331482509716824,True
baseline,hindu,cap,49,,,,False
baseline,buddhist,cap,50,,,,False
baseline,atheist,cap,144,0.7671669721603394,0.05555555555555555,0.027777777777777776,True
baseline,other_religion,cap,33,,,,False
baseline,black,cap,1102,0.7794896960258484,0.09891107078039928,0.03357531760435572,True
baseline,white,cap,1887,0.6935767531394958,0.08479067302596714,0.033386327503974564,True
baseline,asian,cap,455,0.5981361269950867,0.041758241758241756,0.03296703296703297,True
baseline,latino,cap,186,0.632729709148407,0.043010752688172046,0.03225806451612903,True
baseline,other_race_or_ethnicity,cap,45,,,,False
baseline,physical_disability,cap,8,,,,False
baseline,intellectual_or_learning_disability,cap,11,,,,False
baseline,psychiatric_or_mental_illness,cap,439,0.6687721014022827,0.05011389521640091,0.03189066059225513,True
baseline,other_disability,cap,0,,,,False
mitigated,male,equalize,4095,0.5266470909118652,0.031746031746031744,0.029792429792429794,True
mitigated,female,equalize,5050,0.4536249041557312,0.028316831683168318,0.0297029702970297,True
mitigated,transgender,equalize,216,0.934035062789917,0.041666666666666664,0.027777777777777776,True
mitigated,other_gender,equalize,0,,,,False
mitigated,heterosexual,equalize,119,0.7331653237342834,0.025210084033613446,0.025210084033613446,True
mitigated,homosexual_gay_or_lesbian,equalize,881,0.8463238477706909,0.0771850170261067,0.029511918274687854,True
mitigated,bisexual,equalize,25,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4013,0.2264413386583328,0.01569897832045851,0.02965362571642163,True
mitigated,jewish,equalize,732,0.4609864950180053,0.025956284153005466,0.028688524590163935,True
mitigated,muslim,equalize,1801,0.7126322984695435,0.04886174347584675,0.029428095502498614,True
mitigated,hindu,equalize,49,,,,False
mitigated,buddhist,equalize,50,,,,False
mitigated,atheist,equalize,144,0.7816641926765442,0.027777777777777776,0.027777777777777776,True
mitigated,other_religion,equalize,33,,,,False
mitigated,black,equalize,1102,0.878835141658783,0.09437386569872959,0.029038112522686024,True
mitigated,white,equalize,1887,0.7989721894264221,0.08267090620031796,0.0296767355590885,True
mitigated,asian,equalize,455,0.6268097162246704,0.041758241758241756,0.02857142857142857,True
mitigated,latino,equalize,186,0.8724561333656311,0.053763440860215055,0.026881720430107527,True
mitigated,other_race_or_ethnicity,equalize,45,,,,False
mitigated,physical_disability,equalize,8,,,,False
mitigated,intellectual_or_learning_disability,equalize,11,,,,False
mitigated,psychiatric_or_mental_illness,equalize,439,0.7784809470176697,0.05466970387243736,0.029612756264236904,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4095,0.5266470909118652,0.031746031746031744,0.029792429792429794,True
mitigated,female,cap,5050,0.5,0.028316831683168318,0.028316831683168318,True
mitigated,transgender,cap,216,0.934035062789917,0.041666666666666664,0.027777777777777776,True
mitigated,other_gender,cap,0,,,,False
mitigated,heterosexual,cap,119,0.7331653237342834,0.025210084033613446,0.025210084033613446,True
mitigated,homosexual_gay_or_lesbian,cap,881,0.8463238477706909,0.0771850170261067,0.029511918274687854,True
mitigated,bisexual,cap,25,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4013,0.5,0.01569897832045851,0.01569897832045851,True
mitigated,jewish,cap,732,0.5,0.025956284153005466,0.025956284153005466,True
mitigated,muslim,cap,1801,0.7126322984695435,0.04886174347584675,0.029428095502498614,True
mitigated,hindu,cap,49,,,,False
mitigated,buddhist,cap,50,,,,False
mitigated,atheist,cap,144,0.7816641926765442,0.027777777777777776,0.027777777777777776,True
mitigated,other_religion,cap,33,,,,False
mitigated,black,cap,1102,0.878835141658783,0.09437386569872959,0.029038112522686024,True
mitigated,white,cap,1887,0.7989721894264221,0.08267090620031796,0.0296767355590885,True
mitigated,asian,cap,455,0.6268097162246704,0.041758241758241756,0.02857142857142857,True
mitigated,latino,cap,186,0.8724561333656311,0.053763440860215055,0.026881720430107527,True
mitigated,other_race_or_ethnicity,cap,45,,,,False
mitigated,physical_disability,cap,8,,,,False
mitigated,intellectual_or_learning_disability,cap,11,,,,False
