subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8927,7749,1178,0.9052320349786083,0.9371137110429221,0.9085945867031293,True
male,7404,6293,1111,0.9063327117710978,0.9291598571343598,0.9166325495708256,True
christian,6594,5976,618,0.9096432926961351,0.9494757107753014,0.8887397899473828,True
white,4155,3022,1133,0.8224784939861434,0.7982650561520992,0.9545327831513903,True
muslim,3422,2612,810,0.8474531128882838,0.8798204936399598,0.923203956061007,True
black,2477,1700,777,0.8107426754485578,0.783380676444796,0.9525608581775544,True
homosexual_gay_or_lesbian,1838,1336,502,0.8079128098384905,0.8188338792416572,0.9383791984606855,True
jewish,1271,1066,205,0.8691369606003752,0.9135056338320432,0.9027059144726284,True
psychiatric_or_mental_illness,813,650,163,0.9089617744218971,0.8692290153516011,0.9551733216542211,True
asian,764,673,91,0.9333066636186993,0.9077020826063134,0.9501090170778499,False
transgender,404,327,77,0.7970133841693474,0.877326522949566,0.8942482484606222,False
latino,351,280,71,0.8560865191146881,0.8732824210765389,0.9261848896451167,False
atheist,256,226,30,0.9075221238938053,0.9353760158216887,0.907695504450622,False
heterosexual,230,167,63,0.7659918258720654,0.8384763030846722,0.9053185316271457,False
buddhist,99,84,15,0.8357142857142857,0.9274121076626336,0.8635802365385371,False
hindu,92,78,14,0.8782051282051282,0.9128879448406075,0.9066739732210383,False
other_race_or_ethnicity,77,61,16,0.8565573770491803,0.8487051056205165,0.9554992019489247,False
other_religion,56,51,5,0.8568627450980392,0.9368732520589007,0.8642566773055602,False
bisexual,47,36,11,0.7702020202020202,0.8918170931183549,0.870044046137757,False
intellectual_or_learning_disability,16,14,2,0.6785714285714286,0.9681914514525778,0.7100827639464804,False
physical_disability,12,10,2,0.7,0.8604634370487069,0.8733947726242635,False
other_sexual_orientation,3,2,1,1.0,0.8587883959044369,0.9284731197233925,False
other_gender,1,0,1,,,0.9633440190664809,False
