model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.8001027821469195,0.0654906765579631,0.27024543903399395,0.18303152730683211,0.13629375307683048,0.30754024943380004,False
baseline,0.4,0.8054698380331011,0.0455514341820379,0.33888961806011286,0.13116738410728745,0.09138823664042942,0.3890873147406967,False
baseline,0.5,0.8028578413747782,0.031956496198452526,0.4022837642735267,0.08484136145379922,0.06176941920269679,0.4732566736484531,False
baseline,0.6,0.79487823310893,0.021533710411037077,0.4634466465415409,0.04813966444620798,0.03805882449837878,0.5452148209236962,False
baseline,0.7,0.7795440088508321,0.014383780064114398,0.524609528809555,0.03306661014254676,0.024757299791171288,0.609846239047399,False
mitigated,0.3,0.8007025974356174,0.047112334469042144,0.34545215907599425,0.15835813843609733,0.08534269023512622,0.42524920448369075,False
mitigated,0.4,0.8019640575539242,0.03749517463620953,0.3818086363039769,0.11925545318529018,0.06689923515611586,0.467100133202416,False
mitigated,0.5,0.7991091640995707,0.030160621674694955,0.41895261845386533,0.09225726435152375,0.05383611060319447,0.5040835897913601,False
mitigated,0.6,0.793477773362043,0.024437320622346048,0.455309095681848,0.07325104338924325,0.04212131787913719,0.5399050536182446,False
mitigated,0.7,0.7837932260638338,0.019116832547288565,0.4978343614647592,0.06204580947423217,0.03390134766920664,0.5802250598689443,False
