subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8927,7749,1178,567,186,7563,611,0.024003097173828883,0.020823768986125646,0.027654129190559686,0.5186757215619694,0.4901287004576149,0.5471013354931509,0.7529880478087649,0.48132427843803055,0.587260486794407,True,True
male,7404,6293,1111,539,186,6107,572,0.029556650246305417,0.025650704457827737,0.0340365945282712,0.5148514851485149,0.48546298421714335,0.5441376372334692,0.743448275862069,0.48514851485148514,0.5871459694989106,True,True
christian,6594,5976,618,235,99,5877,383,0.016566265060240965,0.01362684853025597,0.020126798654313376,0.6197411003236246,0.580839079641215,0.6571637069222255,0.7035928143712575,0.3802588996763754,0.4936974789915966,True,True
white,4155,3022,1133,616,309,2713,517,0.10225016545334216,0.09194802611102229,0.11356223187290182,0.4563106796116505,0.42750424641454776,0.48541237073389976,0.6659459459459459,0.5436893203883495,0.5986394557823128,True,True
muslim,3422,2612,810,361,122,2490,449,0.04670750382848392,0.039259546451005,0.055486814413093034,0.554320987654321,0.5199152546427982,0.5882139135707719,0.7474120082815735,0.445679012345679,0.5583913379737045,True,True
black,2477,1700,777,426,185,1515,351,0.10882352941176471,0.0948923059383928,0.12451863566379524,0.4517374517374517,0.4170677640355528,0.4868820081585714,0.6972176759410802,0.5482625482625483,0.6138328530259366,True,True
homosexual_gay_or_lesbian,1838,1336,502,258,127,1209,244,0.09505988023952096,0.08047331693204728,0.11196845080339947,0.4860557768924303,0.4426061510527542,0.5297171930388129,0.6701298701298701,0.5139442231075697,0.5817361894024802,True,True
jewish,1271,1066,205,85,33,1033,120,0.03095684803001876,0.022126680903706886,0.04315538331698769,0.5853658536585366,0.5169603304629206,0.65063091409954,0.7203389830508474,0.4146341463414634,0.5263157894736842,True,True
psychiatric_or_mental_illness,813,650,163,106,38,612,57,0.05846153846153846,0.042886368333389574,0.07922497493428994,0.3496932515337423,0.28071124403535264,0.42559676629761434,0.7361111111111112,0.6503067484662577,0.6905537459283388,True,True
asian,764,673,91,58,22,651,33,0.03268945022288262,0.02168517706870173,0.04899822773343831,0.3626373626373626,0.27128512248894465,0.4651170763926159,0.725,0.6373626373626373,0.6783625730994152,True,False
transgender,404,327,77,21,14,313,56,0.04281345565749235,0.02567173314045874,0.07057212618175279,0.7272727272727273,0.6187910782504654,0.8141550920757009,0.6,0.2727272727272727,0.37499999999999994,True,False
latino,351,280,71,33,18,262,38,0.06428571428571428,0.041047153641855086,0.09931803115612196,0.5352112676056338,0.42039236914515843,0.6464155215452013,0.6470588235294118,0.4647887323943662,0.5409836065573771,True,False
atheist,256,226,30,15,4,222,15,0.017699115044247787,0.0069038236309000335,0.04461629324206144,0.5,0.3315412564053377,0.6684587435946623,0.7894736842105263,0.5,0.6122448979591837,True,False
heterosexual,230,167,63,20,14,153,43,0.08383233532934131,0.05059247716733601,0.1357876851216853,0.6825396825396826,0.5599646825583142,0.7841331334648034,0.5882352941176471,0.31746031746031744,0.41237113402061853,True,False
buddhist,99,84,15,3,1,83,12,0.011904761904761904,0.0021045830875492146,0.06439543750771398,0.8,0.5481455128483065,0.9295245065301844,0.75,0.2,0.31578947368421056,False,False
hindu,92,78,14,5,3,75,9,0.038461538461538464,0.01316582541316106,0.10708446047501827,0.6428571428571429,0.3876442310390741,0.8365526824644588,0.625,0.35714285714285715,0.45454545454545453,False,False
other_race_or_ethnicity,77,61,16,5,5,56,11,0.08196721311475409,0.03551956660687358,0.1779466180292535,0.6875,0.44404355834740666,0.8583535614521796,0.5,0.3125,0.38461538461538464,False,False
other_religion,56,51,5,2,1,50,3,0.0196078431372549,0.0034696926410608467,0.10304568726144972,0.6,0.23072428127601297,0.8823792257673521,0.6666666666666666,0.4,0.5,False,False
bisexual,47,36,11,4,0,36,7,0.0,0.0,0.09641862859446362,0.6363636363636364,0.353801174507849,0.8483352890463244,1.0,0.36363636363636365,0.5333333333333333,False,False
intellectual_or_learning_disability,16,14,2,1,0,14,1,0.0,0.0,0.21531080273763575,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
physical_disability,12,10,2,1,0,10,1,0.0,2.7755575615628914e-17,0.27753279986288915,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
other_sexual_orientation,3,2,1,0,0,2,1,0.0,0.0,0.6576197724933468,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_gender,1,0,1,0,0,0,1,,,,1.0,0.20654931437723745,1.0,,0.0,,False,False
