model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7995918367346939,0.06255349859854652,0.28415802598766243,0.20071937365179388,0.14002814861814514,0.3006864577643084,False
baseline,0.4,0.8030812435162084,0.04422550813178698,0.35096469352933457,0.14825517993456927,0.09747564298507286,0.38937840138132296,False
baseline,0.5,0.8001818276337794,0.03041237978550209,0.4152775954849718,0.1025014311750576,0.06347699424373515,0.46605769510696626,False
baseline,0.6,0.7921382424371035,0.020660948960239,0.4731592072450453,0.05840252525850735,0.039656946224639264,0.5359981317212295,False
baseline,0.7,0.7754843165033912,0.013813128346284889,0.5352408452552828,0.03527543890702972,0.023759408606790763,0.6042013198446579,False
mitigated,0.3,0.7955330646466932,0.046474547254997396,0.36212101325633284,0.18260449856088692,0.08064378640734789,0.4361869923306211,False
mitigated,0.4,0.7945433204540284,0.03640422282271194,0.40530253314083214,0.13849538654695773,0.060512903673622304,0.48601158240851444,False
mitigated,0.5,0.7911999401688741,0.02896896661687451,0.4429715185719911,0.11023830183366568,0.045977881861190666,0.5290103764909715,False
mitigated,0.6,0.7842795526647651,0.023564559171547976,0.4799842499015619,0.08485733236997642,0.03711900999717173,0.5658683761656575,False
mitigated,0.7,0.7771523132978698,0.017757338748930027,0.5173907336920855,0.0673244341265235,0.025508376083546686,0.6062965630193075,False
