subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8789,7586,1203,0.8982134807107375,0.9306504451368286,0.9074467483885088,True
male,7217,6139,1078,0.9009254829595508,0.9223234580408878,0.9168500447731068,True
christian,6783,6161,622,0.9181361233482475,0.9418166600349532,0.904774350803738,True
white,4101,2954,1147,0.8268020133178366,0.8369866329035319,0.9369898176890397,True
muslim,3528,2736,792,0.8498628462992498,0.8579717819339618,0.9345428291179896,True
black,2477,1723,754,0.8088703929208662,0.8226471554255671,0.933931392718274,True
homosexual_gay_or_lesbian,1818,1310,508,0.8145661777964777,0.8303215317414908,0.9320287964853872,True
jewish,1255,1063,192,0.8533312754782063,0.9006904583097369,0.9009107418515101,True
psychiatric_or_mental_illness,791,629,162,0.9078343048931284,0.9014983200982932,0.9350168645259,True
asian,763,663,100,0.9086123680241328,0.9216431495716133,0.9199347398078686,True
transgender,425,333,92,0.8505516385951168,0.8611066227646538,0.9287733249480444,False
latino,330,273,57,0.8868324657798342,0.88246515011921,0.9360642154722478,False
heterosexual,243,176,67,0.8028748303934872,0.8626176690100155,0.9051146506337095,False
atheist,222,196,26,0.9427001569858713,0.9251512537057494,0.9427743343631193,False
buddhist,116,101,15,0.9042904290429042,0.9237575585543826,0.9120275722932079,False
hindu,109,93,16,0.8669354838709677,0.9174851749238769,0.8934133774878967,False
other_race_or_ethnicity,90,74,16,0.9429898648648648,0.8897794611657559,0.963101504864974,False
other_religion,54,47,7,0.851063829787234,0.9473409845596539,0.8672127331800795,False
bisexual,46,37,9,0.8408408408408408,0.8924388251589301,0.9015070088226074,False
intellectual_or_learning_disability,19,17,2,0.9705882352941176,0.9677617403794918,0.9358631052313477,False
physical_disability,11,10,1,1.0,0.9344644263586243,0.9941078712796495,False
other_gender,2,2,0,,0.9893686835542722,,False
other_sexual_orientation,2,1,1,1.0,0.9381071147282751,0.9856243705941591,False
other_disability,1,1,0,,0.9998687491796824,,False
