subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8789,7586,1203,644,274,7312,559,0.03611916688636963,0.03214968235846471,0.04055822093763906,0.46467165419783873,0.4366450419931488,0.4929231714795135,0.7015250544662309,0.5353283458021613,0.6072607260726073,True,True
male,7217,6139,1078,593,280,5859,485,0.04561003420752566,0.04066902795526061,0.05111935085940943,0.44990723562152135,0.4204399643532387,0.47973025086690113,0.6792668957617412,0.5500927643784786,0.6078933880061507,True,True
christian,6783,6161,622,290,148,6013,332,0.0240220743385814,0.020484986266174284,0.02815234866344975,0.5337620578778135,0.49447076255754163,0.5726388854340484,0.6621004566210046,0.4662379421221865,0.5471698113207547,True,True
white,4101,2954,1147,637,324,2630,510,0.10968178740690589,0.09891569361820995,0.12146172278347458,0.44463818657367044,0.416112483998817,0.4735334798074043,0.6628511966701353,0.5553618134263295,0.6043643263757116,True,True
muslim,3528,2736,792,436,238,2498,356,0.08698830409356725,0.07699903389733576,0.0981357197125434,0.4494949494949495,0.4151775438637808,0.4842999222655323,0.6468842729970327,0.5505050505050505,0.5948158253751705,True,True
black,2477,1723,754,418,218,1505,336,0.126523505513639,0.11165279814863871,0.14305585305613,0.44562334217506633,0.4105107709242056,0.4812871783096576,0.6572327044025157,0.5543766578249337,0.6014388489208632,True,True
homosexual_gay_or_lesbian,1818,1310,508,268,149,1161,240,0.11374045801526718,0.09766491494459675,0.13207472129098638,0.47244094488188976,0.4293969318085654,0.5158986289212877,0.6426858513189448,0.5275590551181102,0.5794594594594594,True,True
jewish,1255,1063,192,89,51,1012,103,0.04797742238946378,0.036677687790940175,0.06253242252638214,0.5364583333333334,0.4658989046479933,0.6055874909513059,0.6357142857142857,0.4635416666666667,0.536144578313253,True,True
psychiatric_or_mental_illness,791,629,162,95,28,601,67,0.04451510333863275,0.030975670641731626,0.06358428270299588,0.41358024691358025,0.3406028680058124,0.49056118349789934,0.7723577235772358,0.5864197530864198,0.6666666666666666,True,True
asian,763,663,100,55,24,639,45,0.03619909502262444,0.024444495049377814,0.05329731019526833,0.45,0.3561453797951198,0.5475539700255786,0.6962025316455697,0.55,0.6145251396648046,True,True
transgender,425,333,92,50,31,302,42,0.09309309309309309,0.06635897966275732,0.1291082263373881,0.45652173913043476,0.35852667216525186,0.5580021442943675,0.6172839506172839,0.5434782608695652,0.5780346820809249,True,False
latino,330,273,57,29,16,257,28,0.05860805860805861,0.036393861721476864,0.09307178613839835,0.49122807017543857,0.3661628241840743,0.6174010150238727,0.6444444444444445,0.5087719298245614,0.5686274509803921,True,False
heterosexual,243,176,67,32,13,163,35,0.07386363636363637,0.04367147299486966,0.12226055967645512,0.5223880597014925,0.4048519492604335,0.6374961340504036,0.7111111111111111,0.47761194029850745,0.5714285714285714,True,False
atheist,222,196,26,14,5,191,12,0.025510204081632654,0.010944563377567624,0.05831763527918479,0.46153846153846156,0.2875585353039122,0.6454206125314121,0.7368421052631579,0.5384615384615384,0.6222222222222222,True,False
buddhist,116,101,15,10,3,98,5,0.0297029702970297,0.01015248065058555,0.08371743427997215,0.3333333333333333,0.1517632443971473,0.5828645226148021,0.7692307692307693,0.6666666666666666,0.7142857142857142,True,False
hindu,109,93,16,9,3,90,7,0.03225806451612903,0.01103061281589205,0.09059382511121503,0.4375,0.23098652405492354,0.6682144360118809,0.75,0.5625,0.6428571428571429,False,False
other_race_or_ethnicity,90,74,16,10,6,68,6,0.08108108108108109,0.03768985019382638,0.16581942443557818,0.375,0.1848123255886364,0.6135895945449729,0.625,0.625,0.625,False,False
other_religion,54,47,7,3,0,47,4,0.0,6.938893903907228e-18,0.07555760416399626,0.5714285714285714,0.25045836452765724,0.8417801447485302,1.0,0.42857142857142855,0.6,False,False
bisexual,46,37,9,3,2,35,6,0.05405405405405406,0.014950976833157686,0.177046543508131,0.6666666666666666,0.3542021355803963,0.879416181613089,0.6,0.3333333333333333,0.42857142857142855,False,False
intellectual_or_learning_disability,19,17,2,1,0,17,1,0.0,0.0,0.18431813500885175,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
physical_disability,11,10,1,1,1,9,0,0.1,0.017876213095072924,0.40415002679523837,0.0,0.0,0.7934506856227626,0.5,1.0,0.6666666666666666,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_sexual_orientation,2,1,1,1,0,1,0,0.0,0.0,0.7934506856227626,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
other_disability,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
