subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8789,7586,1203,537,184,7402,666,0.024255206960189825,0.02102662444018565,0.027965368454283945,0.5536159600997507,0.5253980878407152,0.5814925058301856,0.7447988904299584,0.4463840399002494,0.5582120582120583,True,True
male,7217,6139,1078,494,170,5969,584,0.027691806483140576,0.02387317711891835,0.03210115676641441,0.5417439703153989,0.511904880049202,0.5712866072673483,0.7439759036144579,0.4582560296846011,0.5671641791044776,True,True
christian,6783,6161,622,227,98,6063,395,0.01590650868365525,0.013070475837049081,0.019345841785322164,0.635048231511254,0.5964931987565555,0.6719453932098048,0.6984615384615385,0.364951768488746,0.4794086589229145,True,True
white,4101,2954,1147,500,161,2793,647,0.054502369668246446,0.04687966713276149,0.06328224091981165,0.5640802092414996,0.5352162104469442,0.5925164141238075,0.75642965204236,0.43591979075850046,0.5530973451327433,True,True
muslim,3528,2736,792,331,125,2611,461,0.04568713450292398,0.03847963288595308,0.054168596084913985,0.5820707070707071,0.54740542641475,0.615943691125116,0.7258771929824561,0.41792929292929293,0.530448717948718,True,True
black,2477,1723,754,332,118,1605,422,0.06848520023215322,0.05749368283579563,0.08139657694780271,0.5596816976127321,0.5240341127642545,0.5947242356376032,0.7377777777777778,0.4403183023872679,0.5514950166112956,True,True
homosexual_gay_or_lesbian,1818,1310,508,200,68,1242,308,0.051908396946564885,0.0411516482281912,0.06528543965775206,0.6062992125984252,0.56316792226826,0.6478349149165921,0.746268656716418,0.3937007874015748,0.5154639175257733,True,True
jewish,1255,1063,192,69,25,1038,123,0.023518344308560677,0.01598005861797737,0.034488038938159465,0.640625,0.5706096650476453,0.70512357512108,0.7340425531914894,0.359375,0.48251748251748255,True,True
psychiatric_or_mental_illness,791,629,162,82,19,610,80,0.030206677265500796,0.01942192850481547,0.046694882013044836,0.49382716049382713,0.4178781080785749,0.5700621813145472,0.8118811881188119,0.5061728395061729,0.623574144486692,True,True
asian,763,663,100,46,13,650,54,0.0196078431372549,0.01149413891339726,0.0332563162749598,0.54,0.44264860323368227,0.6343919169097589,0.7796610169491526,0.46,0.5786163522012578,True,True
transgender,425,333,92,37,13,320,55,0.03903903903903904,0.022954260799382956,0.06563774009377074,0.5978260869565217,0.49565975089204156,0.6921504120738151,0.74,0.40217391304347827,0.5211267605633803,True,False
latino,330,273,57,23,9,264,34,0.03296703296703297,0.017439227044904564,0.06145596052467292,0.5964912280701754,0.46697292420853925,0.713824844504044,0.71875,0.40350877192982454,0.5168539325842696,True,False
heterosexual,243,176,67,23,6,170,44,0.03409090909090909,0.015716059604676764,0.07236962944930497,0.6567164179104478,0.5373266459034898,0.7591099372723709,0.7931034482758621,0.34328358208955223,0.4791666666666667,True,False
atheist,222,196,26,11,3,193,15,0.015306122448979591,0.005218879779228865,0.044027452181969844,0.5769230769230769,0.3894861374659171,0.7445555668634343,0.7857142857142857,0.4230769230769231,0.55,True,False
buddhist,116,101,15,6,2,99,9,0.019801980198019802,0.0054473224611470555,0.06934616962584343,0.6,0.35746830120624606,0.8017550385865841,0.75,0.4,0.5217391304347827,True,False
hindu,109,93,16,7,3,90,9,0.03225806451612903,0.01103061281589205,0.09059382511121503,0.5625,0.33178556398811904,0.7690134759450764,0.7,0.4375,0.5384615384615384,False,False
other_race_or_ethnicity,90,74,16,9,2,72,7,0.02702702702702703,0.007443352638267217,0.093292925169125,0.4375,0.23098652405492354,0.6682144360118809,0.8181818181818182,0.5625,0.6666666666666666,False,False
other_religion,54,47,7,3,0,47,4,0.0,6.938893903907228e-18,0.07555760416399626,0.5714285714285714,0.25045836452765724,0.8417801447485302,1.0,0.42857142857142855,0.6,False,False
bisexual,46,37,9,3,1,36,6,0.02702702702702703,0.004786974451940443,0.13824069863730515,0.6666666666666666,0.3542021355803963,0.879416181613089,0.75,0.3333333333333333,0.46153846153846156,False,False
intellectual_or_learning_disability,19,17,2,1,0,17,1,0.0,0.0,0.18431813500885175,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
physical_disability,11,10,1,1,0,10,0,0.0,2.7755575615628914e-17,0.27753279986288915,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_sexual_orientation,2,1,1,1,0,1,0,0.0,0.0,0.7934506856227626,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
other_disability,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
