subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8794,7620,1174,637,284,7336,537,0.03727034120734908,0.03324509379914586,0.04176190390790644,0.45741056218057924,0.42909839464497895,0.4860005354774806,0.6916395222584147,0.5425894378194208,0.6081145584725537,True,True
male,7346,6224,1122,635,284,5940,487,0.04562982005141388,0.04071974023156361,0.051100429341118185,0.43404634581105167,0.4053192176147602,0.46322355202615517,0.690968443960827,0.5659536541889483,0.6222439980401764,True,True
christian,6689,6023,666,302,160,5863,364,0.026564834799933587,0.022795546291106937,0.030937650613671437,0.5465465465465466,0.5085786052186464,0.583980610374183,0.6536796536796536,0.45345345345345345,0.5354609929078015,True,True
white,4218,3024,1194,683,298,2726,511,0.09854497354497355,0.08842585173887302,0.10968275697749111,0.42797319932998323,0.4001834447797433,0.45622493152630095,0.6962283384301733,0.5720268006700168,0.6280459770114943,True,True
muslim,3471,2651,820,439,200,2451,381,0.07544322897019992,0.06599249202370244,0.08612260226146981,0.46463414634146344,0.43074159237423276,0.4988565124807653,0.6870109546165885,0.5353658536585366,0.6017820424948594,True,True
black,2472,1657,815,445,142,1515,370,0.08569704284852142,0.07315917162638005,0.10015144588739539,0.4539877300613497,0.4201015663331358,0.488305611647305,0.75809199318569,0.5460122699386503,0.6348074179743224,True,True
homosexual_gay_or_lesbian,1818,1319,499,247,123,1196,252,0.0932524639878696,0.07871923465420176,0.11014803825651152,0.5050100200400801,0.4612717979808728,0.5486716939732837,0.6675675675675675,0.49498997995991983,0.5684695051783659,True,True
jewish,1334,1124,210,92,58,1066,118,0.051601423487544484,0.040127945846630084,0.066129416731621,0.5619047619047619,0.49428399887539287,0.627301404363934,0.6133333333333333,0.4380952380952381,0.5111111111111111,True,True
psychiatric_or_mental_illness,838,690,148,96,40,650,52,0.057971014492753624,0.0428586973856347,0.07797792567116196,0.35135135135135137,0.27908632834911595,0.4311377412710361,0.7058823529411765,0.6486486486486487,0.676056338028169,True,True
asian,780,686,94,47,22,664,47,0.03206997084548105,0.02127241724696016,0.048078965174271265,0.5,0.4009266984859888,0.5990733015140112,0.6811594202898551,0.5,0.5766871165644173,True,False
transgender,412,327,85,41,23,304,44,0.07033639143730887,0.04732288960638252,0.1033276939037895,0.5176470588235295,0.41297545500900923,0.6207925632093185,0.640625,0.4823529411764706,0.5503355704697986,True,False
latino,355,276,79,40,13,263,39,0.04710144927536232,0.027730006199251256,0.07890701229847882,0.4936708860759494,0.386302721761508,0.6016260277530985,0.7547169811320755,0.5063291139240507,0.6060606060606062,True,False
atheist,217,195,22,9,2,193,13,0.010256410256410256,0.00281719866017395,0.03661853505049643,0.5909090909090909,0.38734818476315136,0.7674418380352813,0.8181818181818182,0.4090909090909091,0.5454545454545455,True,False
heterosexual,186,151,35,14,13,138,21,0.08609271523178808,0.05100238712386094,0.14172027932460254,0.6,0.435727090128925,0.7444927114061941,0.5185185185185185,0.4,0.45161290322580644,True,False
buddhist,94,80,14,8,5,75,6,0.0625,0.026989375670841996,0.13810148767274422,0.42857142857142855,0.21380798904474121,0.6740935542034925,0.6153846153846154,0.5714285714285714,0.5925925925925927,False,False
other_race_or_ethnicity,89,71,18,9,3,68,9,0.04225352112676056,0.014473260620475326,0.11702416040484678,0.5,0.29031021505169974,0.7096897849483003,0.75,0.5,0.6,False,False
hindu,81,71,10,4,3,68,6,0.04225352112676056,0.014473260620475326,0.11702416040484678,0.6,0.3126737697336583,0.8318196702937637,0.5714285714285714,0.4,0.47058823529411764,False,False
other_religion,45,42,3,0,2,40,3,0.047619047619047616,0.013157524908905607,0.15789852396958837,1.0,0.4385029682449546,1.0,0.0,0.0,,False,False
bisexual,45,35,10,1,3,32,9,0.08571428571428572,0.029582368266969833,0.22379273965896493,0.9,0.5958499732047616,0.982123786904927,0.25,0.1,0.14285714285714288,False,False
physical_disability,15,14,1,1,0,14,0,0.0,0.0,0.21531080273763575,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
intellectual_or_learning_disability,14,13,1,0,0,13,1,0.0,1.3877787807814457e-17,0.2280953723541983,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
