subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8794,7620,1174,772,502,7118,402,0.06587926509186352,0.060525227905250285,0.07167078696001605,0.3424190800681431,0.31582883649833865,0.3700372049547615,0.6059654631083202,0.6575809199318569,0.6307189542483659,True,True
male,7346,6224,1122,764,481,5743,358,0.07728149100257069,0.07090499943704721,0.0841794652538035,0.31907308377896615,0.29245610833936575,0.3469247327026046,0.6136546184738956,0.6809269162210339,0.6455428812843261,True,True
christian,6689,6023,666,381,284,5739,285,0.047152581769882115,0.0420820417096346,0.05280040421629317,0.42792792792792794,0.3908699154137234,0.46581258947479875,0.5729323308270676,0.5720720720720721,0.5725018782870023,True,True
white,4218,3024,1194,842,524,2500,352,0.17328042328042328,0.1602071531580677,0.18718271950401447,0.2948073701842546,0.26963613016327026,0.32129470931325144,0.616398243045388,0.7051926298157454,0.6578125,True,True
muslim,3471,2651,820,551,375,2276,269,0.14145605431912486,0.12870845186761715,0.15524125681124218,0.3280487804878049,0.29678047908381266,0.36092065141807417,0.5950323974082073,0.6719512195121952,0.6311569301260024,True,True
black,2472,1657,815,563,280,1377,252,0.16898008449004223,0.1517072777050007,0.1877841625081178,0.30920245398773005,0.2784296982109435,0.3417653998146179,0.66785290628707,0.69079754601227,0.6791314837153196,True,True
homosexual_gay_or_lesbian,1818,1319,499,343,225,1094,156,0.17058377558756635,0.15124802868472334,0.1918327356763296,0.312625250501002,0.27351404124760254,0.35459935966693606,0.6038732394366197,0.687374749498998,0.6429240862230554,True,True
jewish,1334,1124,210,125,101,1023,85,0.0898576512455516,0.07450624967642755,0.10800296490407593,0.40476190476190477,0.3406624293852357,0.472283104092723,0.5530973451327433,0.5952380952380952,0.5733944954128439,True,True
psychiatric_or_mental_illness,838,690,148,104,63,627,44,0.09130434782608696,0.07201547588172824,0.11511871330521162,0.2972972972972973,0.22954489180413673,0.3753061122233434,0.6227544910179641,0.7027027027027027,0.6603174603174604,True,True
asian,780,686,94,56,34,652,38,0.04956268221574344,0.035681732078508416,0.06846025286903212,0.40425531914893614,0.3107019010114184,0.5053270072146221,0.6222222222222222,0.5957446808510638,0.608695652173913,True,False
transgender,412,327,85,49,40,287,36,0.12232415902140673,0.09113108908455406,0.16228775122509895,0.4235294117647059,0.3240354231287896,0.5296364979251241,0.550561797752809,0.5764705882352941,0.5632183908045977,True,False
latino,355,276,79,54,25,251,25,0.09057971014492754,0.062106370001085834,0.13029349472086216,0.31645569620253167,0.22445285966871514,0.4254808762548768,0.6835443037974683,0.6835443037974683,0.6835443037974683,True,False
atheist,217,195,22,13,7,188,9,0.035897435897435895,0.01749556355741402,0.07223149299562963,0.4090909090909091,0.23255816196471876,0.6126518152368488,0.65,0.5909090909090909,0.6190476190476191,True,False
heterosexual,186,151,35,24,23,128,11,0.152317880794702,0.10369261222105183,0.21819442759565752,0.3142857142857143,0.18550844674265823,0.47979763612069193,0.5106382978723404,0.6857142857142857,0.5853658536585366,True,False
buddhist,94,80,14,10,9,71,4,0.1125,0.060326869466304764,0.20018218092372875,0.2857142857142857,0.11721378644576919,0.5464908432989318,0.5263157894736842,0.7142857142857143,0.6060606060606061,False,False
other_race_or_ethnicity,89,71,18,13,3,68,5,0.04225352112676056,0.014473260620475326,0.11702416040484678,0.2777777777777778,0.12499753379553999,0.5087265656029745,0.8125,0.7222222222222222,0.7647058823529411,False,False
hindu,81,71,10,4,6,65,6,0.08450704225352113,0.03930650771071115,0.17236038214304278,0.6,0.3126737697336583,0.8318196702937637,0.4,0.4,0.4000000000000001,False,False
other_religion,45,42,3,1,2,40,2,0.047619047619047616,0.013157524908905607,0.15789852396958837,0.6666666666666666,0.20765960080204782,0.9385080552796038,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
bisexual,45,35,10,6,6,29,4,0.17142857142857143,0.08102640053701593,0.3268228229904496,0.4,0.1681803297062362,0.6873262302663417,0.5,0.6,0.5454545454545454,False,False
physical_disability,15,14,1,1,1,13,0,0.07142857142857142,0.012722215247890911,0.31468704424151117,0.0,0.0,0.7934506856227626,0.5,1.0,0.6666666666666666,False,False
intellectual_or_learning_disability,14,13,1,0,0,13,1,0.0,1.3877787807814457e-17,0.2280953723541983,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_gender,2,1,1,0,1,0,1,1.0,0.20654931437723745,1.0,1.0,0.20654931437723745,1.0,0.0,0.0,,False,False
other_sexual_orientation,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
