subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8785,7600,1185,0.9067175216522319,0.9298470502102318,0.9179180367510134,True
male,7297,6188,1109,0.9101453233023806,0.9282500096812918,0.9211351163599879,True
christian,6739,6111,628,0.9079691576326288,0.9460499872185292,0.8934187305459695,True
white,4206,3041,1165,0.8362713868969576,0.8399309223689833,0.9420859629173619,True
muslim,3444,2623,821,0.8564302574016142,0.8737186050885994,0.9320190585117764,True
black,2486,1725,761,0.8289668437791617,0.8205524913250578,0.9455177992322048,True
homosexual_gay_or_lesbian,1803,1317,486,0.824815408507301,0.8446081028417546,0.9320787592900542,True
jewish,1287,1084,203,0.8905145147510589,0.917467020543992,0.9147499964420727,True
psychiatric_or_mental_illness,777,608,169,0.9116270242914979,0.906139283821971,0.9388000445896564,True
asian,730,649,81,0.9216553482090204,0.9242838851207299,0.9321098684149884,False
transgender,400,316,84,0.8505500301386377,0.866303663074429,0.9291883107752509,False
latino,307,260,47,0.9266366612111293,0.8943882319476614,0.9533041831191064,False
atheist,266,233,33,0.869293796332423,0.9235623222810486,0.8931653258336549,False
heterosexual,204,155,49,0.7658986175115208,0.8610627689947586,0.8866456790369364,False
hindu,112,99,13,0.9603729603729604,0.9291720783963751,0.9548014525402644,False
buddhist,101,91,10,0.9412087912087913,0.9367839415151807,0.9292368465288284,False
other_race_or_ethnicity,91,69,22,0.8978919631093545,0.8890685301024623,0.935909029806059,False
other_religion,46,39,7,0.9194139194139194,0.9426917013622216,0.9083324136143993,False
bisexual,40,31,9,0.8064516129032258,0.8544296553770506,0.9165929657617314,False
intellectual_or_learning_disability,16,15,1,1.0,0.962592981534961,0.9563929087063089,False
physical_disability,10,8,2,0.5625,0.8105225154260206,0.8505572994477364,False
other_gender,2,2,0,,0.840267751673448,,False
other_sexual_orientation,2,1,1,1.0,0.8459569440798109,0.894973145350789,False
other_disability,2,1,1,1.0,0.9996061958519297,0.997096341054045,False
