model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.8022158821897906,0.06448364411473456,0.26814542590891194,0.1943571464145198,0.13956466249743987,0.2915875271177033,False
baseline,0.4,0.8092548624594248,0.04568570517446837,0.3278645491534322,0.1349896480331263,0.09666612349495617,0.3583641489323131,False
baseline,0.5,0.8068289344816646,0.03262785116060489,0.38942118388239927,0.08918884691184109,0.06390635725046341,0.4312776327656565,False
baseline,0.6,0.7970782395919429,0.022893204209395612,0.4529465809161307,0.06212952564308252,0.0421962137630872,0.5107909435448694,False
baseline,0.7,0.782701109285556,0.015575435121934844,0.5134532090825568,0.03936467190758865,0.02657463049009805,0.5792917995797288,False
mitigated,0.3,0.7985370555424974,0.03761266175458619,0.39020868880430504,0.0836039360393604,0.05434954461840328,0.4864696617328435,False
mitigated,0.4,0.7947567584421522,0.031201221866031116,0.42551515946974666,0.07290710733194289,0.04551859701407866,0.522702064240444,False
mitigated,0.5,0.7915261151372612,0.02594786928718887,0.4539965874786717,0.06012834910957806,0.03605361363428344,0.5552542231438214,False
mitigated,0.6,0.7870916943419024,0.021567278159144693,0.48116550728442053,0.04690090379164662,0.02787308850479429,0.5774507527827415,False
mitigated,0.7,0.7801867354287703,0.017824474245145265,0.5105656910355689,0.04069167133171612,0.023096101680344722,0.6027334569982292,False
