model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7859785230741285,0.09117000386029103,0.207245045281533,0.3024932142309087,0.18700979209752647,0.2025750547001001,False
baseline,0.4,0.7989470071596638,0.06721941558550544,0.2664391652447828,0.22434940186512128,0.14165679688598865,0.28036779520178146,False
baseline,0.5,0.8065340496814921,0.047867608801463554,0.32615828848930306,0.16434658688276868,0.09711698591429022,0.35609916145651416,False
baseline,0.6,0.8061461122997053,0.03304744801195012,0.38942118388239927,0.10860035754185575,0.062491501157472686,0.43143801219099476,False
baseline,0.7,0.7955506301237514,0.022070794380758967,0.45977162357264734,0.0782182721967024,0.03817023388359026,0.5163527256958141,False
mitigated,0.3,0.7946258909212859,0.05788758161158759,0.3180207376296102,0.2527378336994874,0.09338925248086778,0.385049468750689,False
mitigated,0.4,0.7986468354802997,0.04143938503885467,0.37432733954587216,0.18367063888334112,0.06045690773448028,0.45574240430502055,False
mitigated,0.5,0.7941942910467825,0.030093486178479716,0.4312901955637223,0.12734948849388633,0.0429026343246454,0.5270336136321185,False
mitigated,0.6,0.7838800489940728,0.02126516842617613,0.48956555978474864,0.07865377360584072,0.027279783164672933,0.5859431195893744,False
mitigated,0.7,0.7653013460600786,0.014585186552760109,0.5536159600997507,0.04569990901626612,0.01905460933316095,0.6511192379428529,False
