subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8765,7565,1200,0.9026335646618198,0.9499778262793237,0.8920654862606378,True
male,7296,6187,1109,0.9088968652529672,0.9407674582526119,0.9076396969051852,True
christian,6738,6130,608,0.9196033581608998,0.9624178318712868,0.874385843059408,True
white,4146,2986,1160,0.8283091207242996,0.7852667093699482,0.9582412315575581,True
muslim,3480,2676,804,0.8627904015051796,0.8899677522654569,0.923407302298804,True
black,2427,1669,758,0.8146489373979331,0.773906037450499,0.9559182643049358,True
homosexual_gay_or_lesbian,1759,1274,485,0.8275890530676981,0.8344831107056266,0.9354839536693353,True
jewish,1290,1091,199,0.8993639139786926,0.9245270665899136,0.9134481176613105,True
psychiatric_or_mental_illness,785,643,142,0.8989004008498894,0.8611031320310227,0.9531383898763992,True
asian,750,647,103,0.8935865308143636,0.9112063250125647,0.9223577732668535,True
transgender,413,330,83,0.830722891566265,0.9035206765103263,0.8889180458140812,False
latino,325,257,68,0.893053330281529,0.8927219679203465,0.9350261723258516,False
atheist,258,216,42,0.8929673721340389,0.9470895106535863,0.8847988433139616,False
heterosexual,219,171,48,0.8225511695906432,0.8768816992509892,0.9075001402681928,False
buddhist,131,117,14,0.942002442002442,0.9265198896362604,0.9368909880648075,False
hindu,111,99,12,0.9191919191919192,0.9097840505754269,0.9362054907366936,False
other_race_or_ethnicity,74,60,14,0.8988095238095237,0.8386204251588866,0.9635368789406861,False
other_religion,45,40,5,0.9,0.9416633832413973,0.896066575972859,False
bisexual,40,35,5,0.8285714285714285,0.8774269203347218,0.9097336512947973,False
physical_disability,18,18,0,,0.9520387627422672,,False
intellectual_or_learning_disability,10,10,0,,0.9286192413702586,,False
other_gender,2,1,1,1.0,0.9815568390653715,0.7616649882510909,False
other_sexual_orientation,1,1,0,,0.9435621472634204,,False
other_disability,1,1,0,,0.9694841842761517,,False
