subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8709,7555,1154,626,342,7213,528,0.045268034414295166,0.04080684755449514,0.050191417532547564,0.45753899480069327,0.4289834921938493,0.48637624963141174,0.6466942148760331,0.5424610051993067,0.5900094250706881,True,True
male,7282,6173,1109,661,424,5749,448,0.06868621415843187,0.06264139186337475,0.07526751586878694,0.40396753832281335,0.37546746307422285,0.43313060962364247,0.6092165898617512,0.5960324616771867,0.602552415679125,True,True
christian,6671,6068,603,293,220,5848,310,0.03625576796308504,0.03183829255727421,0.04126003549210464,0.5140961857379768,0.4742412280946388,0.5537726785903742,0.571150097465887,0.4859038142620232,0.5250896057347669,True,True
white,4216,3037,1179,771,521,2516,408,0.17155087257161672,0.15856012252797164,0.18537147436175722,0.3460559796437659,0.319441403554183,0.3736704693066864,0.596749226006192,0.6539440203562341,0.6240388506677459,True,True
muslim,3556,2724,832,370,157,2567,462,0.05763582966226138,0.04949093450682057,0.06702663574746537,0.5552884615384616,0.521344670403258,0.5887240502005329,0.7020872865275142,0.44471153846153844,0.5445180279617365,True,True
black,2470,1692,778,402,138,1554,376,0.08156028368794327,0.06944743035914692,0.0955688554293246,0.4832904884318766,0.44834443104646277,0.5184007450929331,0.7444444444444445,0.5167095115681234,0.6100151745068284,True,True
homosexual_gay_or_lesbian,1851,1333,518,232,102,1231,286,0.07651912978244561,0.0634344061214556,0.09203762644405386,0.5521235521235521,0.509072704494474,0.5944070000924982,0.6946107784431138,0.44787644787644787,0.5446009389671361,True,True
jewish,1214,1029,185,81,58,971,104,0.056365403304178816,0.04385397230311146,0.07217686456659551,0.5621621621621622,0.49012650219127946,0.6316687865320438,0.5827338129496403,0.43783783783783786,0.5,True,True
psychiatric_or_mental_illness,792,628,164,101,30,598,63,0.04777070063694268,0.03366427672789188,0.0673760363592733,0.38414634146341464,0.3131658032299737,0.4604300635659911,0.7709923664122137,0.6158536585365854,0.6847457627118644,True,True
asian,772,674,98,59,30,644,39,0.04451038575667656,0.031353733940922265,0.06282973328423869,0.3979591836734694,0.3066658517438515,0.4969504727707771,0.6629213483146067,0.6020408163265306,0.6310160427807486,True,False
transgender,390,317,73,28,16,301,45,0.050473186119873815,0.031303712054766335,0.08040709661826281,0.6164383561643836,0.501740834746836,0.7194939031264871,0.6363636363636364,0.3835616438356164,0.47863247863247854,True,False
latino,360,296,64,30,22,274,34,0.07432432432432433,0.0495920849432816,0.10996376503443422,0.53125,0.41072087051471007,0.6482401257482395,0.5769230769230769,0.46875,0.5172413793103449,True,False
atheist,255,220,35,21,8,212,14,0.03636363636363636,0.018539118594757913,0.07010156005891328,0.4,0.25550728859380595,0.564272909871075,0.7241379310344828,0.6,0.65625,True,False
heterosexual,207,155,52,26,19,136,26,0.12258064516129032,0.07989666809809812,0.1835198173166213,0.5,0.3688586295978055,0.6311413704021944,0.5777777777777777,0.5,0.5360824742268041,True,False
buddhist,100,91,9,5,5,86,4,0.054945054945054944,0.023695099703426786,0.12224802467282922,0.4444444444444444,0.18877852109766463,0.7333487065045068,0.5,0.5555555555555556,0.5263157894736842,False,False
hindu,81,76,5,3,4,72,2,0.05263157894736842,0.020655429299384284,0.12765672575889647,0.4,0.11762077423264794,0.769275718723987,0.42857142857142855,0.6,0.5,False,False
other_race_or_ethnicity,77,59,18,6,1,58,12,0.01694915254237288,0.0029982339183556375,0.08995725964142295,0.6666666666666666,0.437494672959451,0.8372122524916629,0.8571428571428571,0.3333333333333333,0.48,False,False
other_religion,65,57,8,3,5,52,5,0.08771929824561403,0.03805167177792229,0.18944877099558666,0.625,0.3057423946026274,0.8631557141764026,0.375,0.375,0.375,False,False
bisexual,52,42,10,4,8,34,6,0.19047619047619047,0.09982008281647739,0.3330077401003868,0.6,0.3126737697336583,0.8318196702937637,0.3333333333333333,0.4,0.3636363636363636,False,False
intellectual_or_learning_disability,24,21,3,2,0,21,1,0.0,0.0,0.15463901892484688,0.3333333333333333,0.06149194472039632,0.7923403991979523,1.0,0.6666666666666666,0.8,False,False
physical_disability,14,14,0,0,0,14,0,0.0,0.0,0.21531080273763575,,,,,,,False,False
other_sexual_orientation,4,2,2,2,0,2,0,0.0,0.0,0.6576197724933468,0.0,0.0,0.6576197724933468,1.0,1.0,1.0,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
