model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7859785230741285,0.09117000386029103,0.207245045281533,0.3024932142309087,0.18700979209752647,0.2025750547001001,False
baseline,0.4,0.7989470071596638,0.06721941558550544,0.2664391652447828,0.22434940186512128,0.14165679688598865,0.28036779520178146,False
baseline,0.5,0.8065340496814921,0.047867608801463554,0.32615828848930306,0.16434658688276868,0.09711698591429022,0.35609916145651416,False
baseline,0.6,0.8061461122997053,0.03304744801195012,0.38942118388239927,0.10860035754185575,0.062491501157472686,0.43143801219099476,False
baseline,0.7,0.7955506301237514,0.022070794380758967,0.45977162357264734,0.0782182721967024,0.03817023388359026,0.5163527256958141,False
mitigated,0.3,0.7830052471202631,0.08791393229385207,0.23034518965743536,0.3394424661470768,0.19070858824202197,0.24453034666258833,False
mitigated,0.4,0.794536330912319,0.06349339554555983,0.2951830948943431,0.25180751063418305,0.13199766623631173,0.3307012406593845,False
mitigated,0.5,0.800166623832092,0.04514862120474648,0.355033468959181,0.18045473766101514,0.08769405400602218,0.4000803482208692,False
mitigated,0.6,0.7974726588456686,0.031100518621708262,0.41921512009450057,0.1268005450121229,0.053524551901585816,0.48997665596471746,False
mitigated,0.7,0.7831306047011183,0.020174216612678538,0.49534059587872425,0.0761267644876744,0.03070459253737924,0.5776297931069656,False
