model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7998210849264988,0.06773971568117353,0.26158288489303055,0.23115549537350488,0.15601695155595088,0.26924462706760005,False
baseline,0.4,0.8074266628410312,0.04900891223712257,0.31880824255151596,0.15601383373895222,0.10963812617487366,0.34179673015578904,False
baseline,0.5,0.8056804200002454,0.03623638408217385,0.37734610841317756,0.12511284134506884,0.08152520957493319,0.41396959983700277,False
baseline,0.6,0.7994362879859647,0.025662543428274114,0.4362777267357921,0.08575942225231324,0.05349644129105841,0.48210270302583935,False
baseline,0.7,0.7867907400670135,0.01774055487487622,0.49639060244126526,0.06547619047619048,0.0342330984707563,0.5502240096446885,False
mitigated,0.3,0.7984555706916828,0.03976099763347376,0.38167738548365926,0.09938101788170564,0.06097036284199433,0.469135026990833,False
mitigated,0.4,0.7964009529045263,0.03274533827898155,0.4152775954849718,0.07977991746905089,0.048856992315990895,0.505695599920876,False
mitigated,0.5,0.7911172170328871,0.02797871804769977,0.44704029400183753,0.07015130674002751,0.04168122366359216,0.5375550014219799,False
mitigated,0.6,0.7862283194122551,0.02290998808344942,0.47801548759679746,0.058803301237964234,0.03429270961552135,0.5683956145442628,False
mitigated,0.7,0.7787393159165145,0.01868045182188953,0.5105656910355689,0.04607977991746905,0.027792110806615384,0.597291167328314,False
