subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8939,7693,1246,0.905790196378313,0.9288234606508199,0.9174989708046322,True
male,7287,6233,1054,0.9134678583812486,0.9211126587241899,0.9287786228806053,True
christian,6625,5999,626,0.9200533688522101,0.9475517476851033,0.9019209218965456,True
white,4074,2908,1166,0.8377034371379833,0.8332774057085292,0.9440079328435869,True
muslim,3529,2729,800,0.8451559637229754,0.8749060873657662,0.9237925556708648,True
black,2519,1739,780,0.818918550301529,0.8330383844441206,0.9350423656308653,True
homosexual_gay_or_lesbian,1835,1321,514,0.821312854016383,0.8347755442984836,0.9327407094989455,True
jewish,1266,1061,205,0.8504770005287235,0.9036636752385571,0.8989069402997516,True
psychiatric_or_mental_illness,818,654,164,0.8951993361676736,0.8907665155048536,0.935209935236115,True
asian,724,631,93,0.8810728831177683,0.9222619904457996,0.8986731055113226,False
transgender,417,329,88,0.8279738878143134,0.8608162250539715,0.918824565952511,False
latino,328,249,79,0.8729347770830157,0.8888990977171284,0.9248469457854407,False
atheist,243,211,32,0.9542357819905214,0.9549850486333258,0.9172848766211892,False
heterosexual,215,168,47,0.773176291793313,0.842063020400976,0.9073696529629771,False
hindu,104,94,10,0.925,0.9390244754951443,0.9151974380957184,False
buddhist,100,88,12,0.9417613636363636,0.9229597141388911,0.9383772040408115,False
other_race_or_ethnicity,77,57,20,0.9271929824561403,0.897376847830855,0.9492830622942007,False
bisexual,45,35,10,0.84,0.8399132606124327,0.9416677862492864,False
other_religion,44,42,2,0.9642857142857143,0.9345011471833057,0.9339298610994474,False
physical_disability,16,14,2,1.0,0.8851253774451884,0.9923951181023049,False
intellectual_or_learning_disability,15,11,4,0.8181818181818181,0.9712946934877336,0.819090985395333,False
other_sexual_orientation,2,2,0,,0.9061884761779762,,False
other_gender,1,1,0,,0.9258432865205407,,False
