subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8939,7693,1246,612,195,7498,634,0.025347718705316522,0.02206518661409438,0.029104044417596675,0.5088282504012841,0.48108558974619053,0.536516642796774,0.758364312267658,0.4911717495987159,0.5962006819288846,True,True
male,7287,6233,1054,531,190,6043,523,0.030482913524787422,0.026495814035206525,0.035048392492254825,0.49620493358633777,0.4660889781869964,0.5263484518897955,0.7364771151178918,0.5037950664136622,0.5983098591549295,True,True
christian,6625,5999,626,255,103,5896,371,0.017169528254709118,0.014177860920225974,0.02077916072697228,0.5926517571884984,0.5537104393858215,0.6304628924510453,0.7122905027932961,0.4073482428115016,0.5182926829268293,True,True
white,4074,2908,1166,554,204,2704,612,0.07015130674002751,0.06142448203732103,0.08001229075575933,0.5248713550600344,0.49617305983990206,0.5534063079989411,0.7308707124010554,0.4751286449399657,0.5758835758835759,True,True
muslim,3529,2729,800,338,121,2608,462,0.0443385855624771,0.03723493207955114,0.052723253393375025,0.5775,0.5429806532894026,0.6112786208987178,0.7363834422657952,0.4225,0.5369340746624305,True,True
black,2519,1739,780,361,117,1622,419,0.06728004600345026,0.05643437983328417,0.08003325904284814,0.5371794871794872,0.5020908099150723,0.571903745166592,0.7552301255230126,0.46282051282051284,0.5739268680445151,True,True
homosexual_gay_or_lesbian,1835,1321,514,219,86,1235,295,0.06510219530658592,0.05301896770020856,0.07970744846827338,0.5739299610894941,0.5307868263111076,0.6159762393056903,0.7180327868852459,0.4260700389105058,0.5347985347985348,True,True
jewish,1266,1061,205,77,36,1025,128,0.033930254476908575,0.024608050758237625,0.04661518927665744,0.624390243902439,0.5563818862361106,0.6878224986977607,0.6814159292035398,0.375609756097561,0.4842767295597485,True,True
psychiatric_or_mental_illness,818,654,164,98,28,626,66,0.04281345565749235,0.02978502296313704,0.06118136113793696,0.4024390243902439,0.3304493300942288,0.4788945577339521,0.7777777777777778,0.5975609756097561,0.6758620689655173,True,True
asian,724,631,93,33,18,613,60,0.028526148969889066,0.018119034006976353,0.044639089721592265,0.6451612903225806,0.5439349596804138,0.7348712492387598,0.6470588235294118,0.3548387096774194,0.4583333333333333,True,False
transgender,417,329,88,36,20,309,52,0.060790273556231005,0.03969354907773715,0.092025194662994,0.5909090909090909,0.4864808526118738,0.6877324079945095,0.6428571428571429,0.4090909090909091,0.5000000000000001,True,False
latino,328,249,79,31,8,241,48,0.0321285140562249,0.01636819281182729,0.062105720893776487,0.6075949367088608,0.4973399088270549,0.7078713494246327,0.7948717948717948,0.3924050632911392,0.5254237288135593,True,False
atheist,243,211,32,9,0,211,23,0.0,1.734723475976807e-18,0.017880435376768644,0.71875,0.5462549057408344,0.8443541950225724,1.0,0.28125,0.43902439024390244,True,False
heterosexual,215,168,47,16,11,157,31,0.06547619047619048,0.0369508952173935,0.11342875703903946,0.6595744680851063,0.5167092456194194,0.7783255615622838,0.5925925925925926,0.3404255319148936,0.4324324324324324,True,False
hindu,104,94,10,4,1,93,6,0.010638297872340425,0.0018803957480879388,0.05782291296278561,0.6,0.3126737697336583,0.8318196702937637,0.8,0.4,0.5333333333333333,False,False
buddhist,100,88,12,6,2,86,6,0.022727272727272728,0.006254928263812166,0.07912545355267583,0.5,0.2537815976337061,0.7462184023662939,0.75,0.5,0.6,False,False
other_race_or_ethnicity,77,57,20,11,2,55,9,0.03508771929824561,0.009675664344932888,0.11920781367625805,0.45,0.25819785825562425,0.6579146575496576,0.8461538461538461,0.55,0.6666666666666667,False,False
bisexual,45,35,10,3,3,32,7,0.08571428571428572,0.029582368266969833,0.22379273965896493,0.7,0.39677814746114537,0.8922087325936989,0.5,0.3,0.37499999999999994,False,False
other_religion,44,42,2,1,1,41,1,0.023809523809523808,0.004215404134432499,0.12321201573766641,0.5,0.09453120573423074,0.9054687942657693,0.5,0.5,0.5,False,False
physical_disability,16,14,2,2,0,14,0,0.0,0.0,0.21531080273763575,0.0,0.0,0.6576197724933468,1.0,1.0,1.0,False,False
intellectual_or_learning_disability,15,11,4,2,0,11,2,0.0,0.0,0.25883296696803165,0.5,0.15003898915214958,0.8499610108478504,1.0,0.5,0.6666666666666666,False,False
other_sexual_orientation,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_gender,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
