subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8765,7565,1200,485,121,7444,715,0.01599471249173827,0.013403393829757838,0.01907733127965658,0.5958333333333333,0.5678050214890484,0.6232500367287608,0.8003300330033003,0.4041666666666667,0.5370985603543743,True,True
male,7296,6187,1109,484,113,6074,625,0.01826410214966866,0.015214087652315847,0.02191195738526408,0.563570784490532,0.5342123248162943,0.5924903594541328,0.8107202680067002,0.436429215509468,0.5674091441969519,True,True
christian,6738,6130,608,195,64,6066,413,0.010440456769983687,0.008184963336422692,0.013309145975956282,0.6792763157894737,0.6411493024988595,0.715152149220657,0.752895752895753,0.3207236842105263,0.4498269896193772,True,True
white,4146,2986,1160,469,124,2862,691,0.041527126590756865,0.03494075374287349,0.049291625227491656,0.5956896551724138,0.5671772709207108,0.6235703591086832,0.790893760539629,0.4043103448275862,0.5350827153451226,True,True
muslim,3480,2676,804,309,88,2588,495,0.03288490284005979,0.026769399232337072,0.04033959269281815,0.6156716417910447,0.5815734007438915,0.6486697960728787,0.7783375314861462,0.3843283582089552,0.5145711906744379,True,True
black,2427,1669,758,321,79,1590,437,0.04733373277411624,0.03814428096100847,0.058602160829588815,0.5765171503957783,0.5410427226470671,0.6112199281406232,0.8025,0.4234828496042216,0.5544041450777202,True,True
homosexual_gay_or_lesbian,1759,1274,485,161,35,1239,324,0.027472527472527472,0.01981906312560308,0.037967024742325065,0.668041237113402,0.624954520915652,0.7084869191643883,0.8214285714285714,0.3319587628865979,0.47283406754772395,True,True
jewish,1290,1091,199,76,18,1073,123,0.016498625114573784,0.010461295973665432,0.025928866729534764,0.6180904522613065,0.5489551527469639,0.6827529027622731,0.8085106382978723,0.38190954773869346,0.5187713310580204,True,True
psychiatric_or_mental_illness,785,643,142,77,26,617,65,0.04043545878693624,0.027741467360192888,0.05858796941169082,0.45774647887323944,0.37799409377264337,0.5397247764509912,0.7475728155339806,0.5422535211267606,0.6285714285714286,True,True
asian,750,647,103,36,10,637,67,0.015455950540958269,0.008416642096756344,0.02821510361885028,0.6504854368932039,0.5545002795113726,0.73564925927418,0.782608695652174,0.34951456310679613,0.48322147651006714,True,True
transgender,413,330,83,23,4,326,60,0.012121212121212121,0.004723523655744924,0.030746782706216426,0.7228915662650602,0.6183830552236828,0.8076807224057988,0.8518518518518519,0.27710843373493976,0.41818181818181815,True,False
latino,325,257,68,23,4,253,45,0.01556420233463035,0.006068827889100081,0.039328322066398747,0.6617647058823529,0.543372393866649,0.7628574678474458,0.8518518518518519,0.3382352941176471,0.48421052631578954,True,False
atheist,258,216,42,20,2,214,22,0.009259259259259259,0.0025429063349523655,0.0331257926573052,0.5238095238095238,0.37722464131344974,0.6664039876929453,0.9090909090909091,0.47619047619047616,0.6249999999999999,True,False
heterosexual,219,171,48,17,4,167,31,0.023391812865497075,0.00913335031566933,0.05859348575950859,0.6458333333333334,0.504390570103431,0.7656635587439515,0.8095238095238095,0.3541666666666667,0.4927536231884058,True,False
buddhist,131,117,14,4,1,116,10,0.008547008547008548,0.00151035357379644,0.04682950327418935,0.7142857142857143,0.45350915670106823,0.8827862135542308,0.8,0.2857142857142857,0.4210526315789473,True,False
hindu,111,99,12,3,3,96,9,0.030303030303030304,0.010358639578454044,0.08533680206102015,0.75,0.4676946650664344,0.9110583316059453,0.5,0.25,0.3333333333333333,False,False
other_race_or_ethnicity,74,60,14,7,3,57,7,0.05,0.01714950216439566,0.13700516476348518,0.5,0.26799202452413634,0.7320079754758637,0.7,0.5,0.5833333333333334,False,False
other_religion,45,40,5,0,0,40,5,0.0,6.938893903907228e-18,0.0876216011972866,1.0,0.5655175352168254,1.0,,0.0,,False,False
bisexual,40,35,5,3,1,34,2,0.02857142857142857,0.005061491855444203,0.14533087233613673,0.4,0.11762077423264794,0.769275718723987,0.75,0.6,0.6666666666666665,False,False
physical_disability,18,18,0,0,0,18,0,0.0,0.0,0.1758792236466576,,,,,,,False,False
intellectual_or_learning_disability,10,10,0,0,0,10,0,0.0,2.7755575615628914e-17,0.27753279986288915,,,,,,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
other_disability,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
