model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7864593616470578,0.09113643611218342,0.20580128625803912,0.30320214016852753,0.18755514220652225,0.20084083784264078,False
baseline,0.4,0.7994461701898897,0.06720263171145163,0.26499540622128887,0.22309771214264143,0.1422544099597056,0.27762220004501326,False
baseline,0.5,0.8067714370198503,0.04764941843876404,0.3264207901299383,0.1640203226087067,0.09714888225347852,0.35606794421605337,False
baseline,0.6,0.8067471771870532,0.03292996089357345,0.38837117731985826,0.10800119636749984,0.062456507265159236,0.43217390415247453,False
baseline,0.7,0.7954409797344997,0.02183582014400564,0.46095288095550596,0.0764207886736347,0.037816136525750145,0.5170756442984333,False
mitigated,0.3,0.7973515309371025,0.03788120373944714,0.39217745110906943,0.08170505736413466,0.05331730421134122,0.48101205592698204,False
mitigated,0.4,0.7938780886414234,0.031083734747654454,0.4281401758760992,0.062129592795209056,0.0430733966328202,0.520987416870932,False
mitigated,0.5,0.7900214090010642,0.025847166042866014,0.45793411208820056,0.05261800146461621,0.03395408210462726,0.5498915557243101,False
mitigated,0.6,0.7831015500710977,0.02141622329266041,0.4907468171676073,0.0452644076071278,0.027036379152544882,0.5825026839690729,False
mitigated,0.7,0.7745442258597999,0.01720347090515433,0.525003281270508,0.032682022945653866,0.020680947899203526,0.6172937410427017,False
