subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8765,7565,1200,539,168,7397,661,0.022207534699272967,0.01912142488943901,0.025778638174326764,0.5508333333333333,0.5225725329202557,0.5787697153517994,0.7623762376237624,0.44916666666666666,0.5652857891976927,True,True
male,7296,6187,1109,526,162,6025,583,0.026183934055277195,0.02248941550494759,0.03046646472577396,0.5256988277727682,0.4962722165354743,0.5549480175312941,0.7645348837209303,0.4743011722272317,0.5854201446855871,True,True
christian,6738,6130,608,227,101,6029,381,0.016476345840130507,0.013579105240685693,0.019979221984203106,0.6266447368421053,0.5875147318724906,0.664184458791755,0.6920731707317073,0.37335526315789475,0.485042735042735,True,True
white,4146,2986,1160,533,174,2812,627,0.05827193569993302,0.05042347378178906,0.06725549470755471,0.5405172413793103,0.5117519280707855,0.569015086446165,0.7538896746817539,0.45948275862068966,0.5709694697375469,True,True
muslim,3480,2676,804,348,126,2550,456,0.04708520179372197,0.03968841660332464,0.05578046196730586,0.5671641791044776,0.532676765095253,0.6010128330564201,0.7341772151898734,0.43283582089552236,0.5446009389671361,True,True
black,2427,1669,758,361,113,1556,397,0.0677052127022169,0.056617565210617005,0.08077827562580381,0.5237467018469657,0.4881621305084217,0.5590917955981028,0.7616033755274262,0.4762532981530343,0.586038961038961,True,True
homosexual_gay_or_lesbian,1759,1274,485,199,53,1221,286,0.041601255886970175,0.031944882176866515,0.054013714691688364,0.5896907216494846,0.5453756516182748,0.6325961599581884,0.7896825396825397,0.41030927835051545,0.5400271370420624,True,True
jewish,1290,1091,199,87,22,1069,112,0.02016498625114574,0.013353848656141056,0.03034330807395431,0.5628140703517588,0.49335113116945833,0.6298978345269444,0.7981651376146789,0.4371859296482412,0.5649350649350648,True,True
psychiatric_or_mental_illness,785,643,142,81,31,612,61,0.04821150855365474,0.034169954920247575,0.06761922065414232,0.4295774647887324,0.35107193412557336,0.5117928495804841,0.7232142857142857,0.5704225352112676,0.6377952755905512,True,True
asian,750,647,103,43,17,630,60,0.02627511591962906,0.016468535923307753,0.041673824720499034,0.5825242718446602,0.4860016272725327,0.6731126359324475,0.7166666666666667,0.4174757281553398,0.5276073619631901,True,True
transgender,413,330,83,26,12,318,57,0.03636363636363636,0.02092178984900836,0.06247545781173752,0.6867469879518072,0.5805862952746208,0.7763860589554854,0.6842105263157895,0.3132530120481928,0.4297520661157025,True,False
latino,325,257,68,25,7,250,43,0.027237354085603113,0.01325513623367509,0.05514449203614906,0.6323529411764706,0.5135563563911616,0.7369953486476433,0.78125,0.36764705882352944,0.5,True,False
atheist,258,216,42,22,3,213,20,0.013888888888888888,0.0047345172629760235,0.04003164683312817,0.47619047619047616,0.3335960123070546,0.6227753586865501,0.88,0.5238095238095238,0.6567164179104478,True,False
heterosexual,219,171,48,20,4,167,28,0.023391812865497075,0.00913335031566933,0.05859348575950859,0.5833333333333334,0.4428133228397629,0.7115033222158844,0.8333333333333334,0.4166666666666667,0.5555555555555556,True,False
buddhist,131,117,14,5,2,115,9,0.017094017094017096,0.0047003826045815544,0.060190085428656656,0.6428571428571429,0.3876442310390741,0.8365526824644588,0.7142857142857143,0.35714285714285715,0.4761904761904762,True,False
hindu,111,99,12,5,5,94,7,0.050505050505050504,0.021763234491416865,0.11282702686248855,0.5833333333333334,0.3195113125495498,0.8067396863412434,0.5,0.4166666666666667,0.45454545454545453,False,False
other_race_or_ethnicity,74,60,14,7,5,55,7,0.08333333333333333,0.03612045660173076,0.18068942018334405,0.5,0.26799202452413634,0.7320079754758637,0.5833333333333334,0.5,0.5384615384615384,False,False
other_religion,45,40,5,0,1,39,5,0.025,0.004426831502681396,0.12881368963474088,1.0,0.5655175352168254,1.0,0.0,0.0,,False,False
bisexual,40,35,5,3,1,34,2,0.02857142857142857,0.005061491855444203,0.14533087233613673,0.4,0.11762077423264794,0.769275718723987,0.75,0.6,0.6666666666666665,False,False
physical_disability,18,18,0,0,0,18,0,0.0,0.0,0.1758792236466576,,,,,,,False,False
intellectual_or_learning_disability,10,10,0,0,0,10,0,0.0,2.7755575615628914e-17,0.27753279986288915,,,,,,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
other_disability,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
