model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7972456370362679,0.06173108876990987,0.29452684079275493,0.18638271835417364,0.12428406654840746,0.30908653059259894,False
baseline,0.4,0.8005382354945692,0.048740370252261626,0.33915211970074816,0.15992332956083705,0.09507018089975082,0.36893463759179185,False
baseline,0.5,0.8009141610704893,0.038703613568083786,0.37957737235857725,0.10899462974058541,0.0736059591806129,0.41909734866510934,False
baseline,0.6,0.7986965550466648,0.03044594753360971,0.4188213676335477,0.08350254088720235,0.05402627117753443,0.4714614625042918,False
baseline,0.7,0.7918448650445015,0.022826068713180377,0.4654154088463053,0.05662434744701627,0.03894921600632524,0.5278426155793311,False
mitigated,0.3,0.798299297361717,0.037763716621070476,0.39020868880430504,0.08110589618977876,0.052499206625402826,0.47723560022977507,False
mitigated,0.4,0.7941493382222866,0.03091589600711636,0.4281401758760992,0.06033210927214135,0.04336641900906751,0.521170452342704,False
mitigated,0.5,0.7897955518217021,0.025679327302327925,0.4591153694710592,0.05381632381332801,0.03281058271330632,0.5499211548913596,False
mitigated,0.6,0.783143652464769,0.021181249055907084,0.4915343220895131,0.045863568781483705,0.026669976294541188,0.5814026162606578,False
mitigated,0.7,0.7740769635626152,0.017371309645692418,0.5253970337314608,0.033281184120009764,0.020951061590555688,0.6156872169638853,False
