model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7998210849264988,0.06773971568117353,0.26158288489303055,0.23115549537350488,0.15601695155595088,0.26924462706760005,False
baseline,0.4,0.8074266628410312,0.04900891223712257,0.31880824255151596,0.15601383373895222,0.10963812617487366,0.34179673015578904,False
baseline,0.5,0.8056804200002454,0.03623638408217385,0.37734610841317756,0.12511284134506884,0.08152520957493319,0.41396959983700277,False
baseline,0.6,0.7994362879859647,0.025662543428274114,0.4362777267357921,0.08575942225231324,0.05349644129105841,0.48210270302583935,False
baseline,0.7,0.7867907400670135,0.01774055487487622,0.49639060244126526,0.06547619047619048,0.0342330984707563,0.5502240096446885,False
mitigated,0.3,0.7947750286564647,0.06386264077474363,0.29295183094894345,0.25475079179863314,0.1430657520092817,0.3269687491854231,False
mitigated,0.4,0.802072333130096,0.0457360567966298,0.34742092138075864,0.19703978440851252,0.10098300656685712,0.3932060106280989,False
mitigated,0.5,0.798779158436115,0.03386985784058676,0.4047775298595616,0.15118491970884038,0.07381621620552935,0.46028559625439885,False
mitigated,0.6,0.7917959641298772,0.023900236652624158,0.4613466334164589,0.10794854698005224,0.048593078945145016,0.5309440498141715,False
mitigated,0.7,0.7766704044266618,0.016347493328410064,0.5235595222470141,0.08575942225231324,0.031273052277639206,0.604510389683416,False
