subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8939,7693,1246,742,366,7327,504,0.04757571818536332,0.04304062455367344,0.05256241764975002,0.4044943820224719,0.37757688792469385,0.431998960019598,0.6696750902527075,0.5955056179775281,0.6304163126593032,True,True
male,7287,6233,1054,661,340,5893,393,0.05454837157067223,0.04917999557939237,0.06046548175650253,0.372865275142315,0.3441829850426079,0.40247092252991956,0.6603396603396603,0.627134724857685,0.6433090024330901,True,True
christian,6625,5999,626,331,187,5812,295,0.031171861976996167,0.02706548891146502,0.035878278871288326,0.4712460063897764,0.43243727751223326,0.510405481572877,0.638996138996139,0.5287539936102237,0.5786713286713288,True,True
white,4074,2908,1166,713,358,2550,453,0.12310866574965612,0.11166165414482175,0.13555010824015112,0.38850771869639794,0.36094085466864995,0.4168068067434327,0.6657329598506069,0.611492281303602,0.6374608851139919,True,True
muslim,3529,2729,800,447,260,2469,353,0.09527299377061195,0.0848198170499806,0.10686399143803463,0.44125,0.4072043363974064,0.4758571815567606,0.6322489391796322,0.55875,0.5932315859323158,True,True
black,2519,1739,780,472,231,1508,308,0.13283496262219666,0.11768965395399857,0.1495988343149854,0.39487179487179486,0.3611626789577215,0.42961133770791715,0.6714082503556188,0.6051282051282051,0.6365475387727579,True,True
homosexual_gay_or_lesbian,1835,1321,514,309,176,1145,205,0.1332323996971991,0.11596619735368535,0.15262553220876812,0.39883268482490275,0.3574026888347251,0.4417636424264985,0.6371134020618556,0.6011673151750972,0.6186186186186186,True,True
jewish,1266,1061,205,100,80,981,105,0.07540056550424128,0.06099974420345687,0.09286490622267098,0.5121951219512195,0.44417810835533567,0.5797634980107301,0.5555555555555556,0.4878048780487805,0.5194805194805195,True,True
psychiatric_or_mental_illness,818,654,164,108,38,616,56,0.0581039755351682,0.04262225899052552,0.07874658718074667,0.34146341463414637,0.27326034779176006,0.416923469929034,0.7397260273972602,0.6585365853658537,0.6967741935483871,True,True
asian,724,631,93,44,36,595,49,0.05705229793977813,0.04149213492404131,0.07797306031002568,0.5268817204301075,0.4263701891771974,0.6252605902522792,0.55,0.4731182795698925,0.508670520231214,True,False
transgender,417,329,88,45,33,296,43,0.10030395136778116,0.07231620438542241,0.13751780808451627,0.48863636363636365,0.38687864640571556,0.5913446960184866,0.5769230769230769,0.5113636363636364,0.5421686746987951,True,False
latino,328,249,79,46,15,234,33,0.060240963855421686,0.03684314909699184,0.09700143073788896,0.4177215189873418,0.31526628140121804,0.5278074622886679,0.7540983606557377,0.5822784810126582,0.6571428571428571,True,False
atheist,243,211,32,17,5,206,15,0.023696682464454975,0.010163306452086473,0.05426307985469313,0.46875,0.3086938710806884,0.6355048288102536,0.7727272727272727,0.53125,0.6296296296296297,True,False
heterosexual,215,168,47,24,25,143,23,0.1488095238095238,0.10287185285884101,0.21044868800594727,0.48936170212765956,0.3527555503368215,0.6275754625177314,0.4897959183673469,0.5106382978723404,0.5,True,False
hindu,104,94,10,6,2,92,4,0.02127659574468085,0.005854336239172767,0.07429020489102962,0.4,0.1681803297062362,0.6873262302663417,0.75,0.6,0.6666666666666665,False,False
buddhist,100,88,12,9,2,86,3,0.022727272727272728,0.006254928263812166,0.07912545355267583,0.25,0.08894166839405476,0.5323053349335656,0.8181818181818182,0.75,0.7826086956521738,False,False
other_race_or_ethnicity,77,57,20,14,5,52,6,0.08771929824561403,0.03805167177792229,0.18944877099558666,0.3,0.1454772448676043,0.5189728183535234,0.7368421052631579,0.7,0.717948717948718,False,False
bisexual,45,35,10,6,6,29,4,0.17142857142857143,0.08102640053701593,0.3268228229904496,0.4,0.1681803297062362,0.6873262302663417,0.5,0.6,0.5454545454545454,False,False
other_religion,44,42,2,1,2,40,1,0.047619047619047616,0.013157524908905607,0.15789852396958837,0.5,0.09453120573423074,0.9054687942657693,0.3333333333333333,0.5,0.4,False,False
physical_disability,16,14,2,2,1,13,0,0.07142857142857142,0.012722215247890911,0.31468704424151117,0.0,0.0,0.6576197724933468,0.6666666666666666,1.0,0.8,False,False
intellectual_or_learning_disability,15,11,4,2,0,11,2,0.0,0.0,0.25883296696803165,0.5,0.15003898915214958,0.8499610108478504,1.0,0.5,0.6666666666666666,False,False
other_sexual_orientation,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_gender,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
