subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8709,7555,1154,530,181,7374,624,0.023957643944407678,0.020743811039163805,0.027655333302431043,0.5407279029462738,0.5118880925138547,0.5692974612455888,0.7454289732770746,0.4592720970537262,0.5683646112600537,True,True
male,7282,6173,1109,518,171,6002,591,0.027701279766726067,0.02389173735473011,0.03209827973188676,0.5329125338142471,0.5034858198472685,0.5621120237821016,0.7518142235123367,0.4670874661857529,0.5761957730812014,True,True
christian,6671,6068,603,224,103,5965,379,0.016974291364535266,0.014016423611603733,0.020543348780979562,0.6285240464344942,0.5892571229791521,0.6661637909136122,0.6850152905198776,0.3714759535655058,0.4817204301075269,True,True
white,4216,3037,1179,564,159,2878,615,0.05235429700362199,0.044982818248757224,0.06085678673528932,0.5216284987277354,0.4930907490371573,0.5500257646931338,0.7800829875518672,0.47837150127226463,0.5930599369085174,True,True
muslim,3556,2724,832,355,123,2601,477,0.04515418502202643,0.037976341631986515,0.05361309367511746,0.5733173076923077,0.539448451762572,0.6065122429511509,0.7426778242677824,0.4266826923076923,0.5419847328244275,True,True
black,2470,1692,778,385,100,1592,393,0.0591016548463357,0.04883258192188979,0.07136819378178219,0.5051413881748072,0.47007033315883473,0.5401619203367358,0.7938144329896907,0.4948586118251928,0.6096595407759303,True,True
homosexual_gay_or_lesbian,1851,1333,518,210,80,1253,308,0.06001500375093773,0.04848464006325726,0.07407399075989826,0.5945945945945946,0.5517680643950666,0.636028436522031,0.7241379310344828,0.40540540540540543,0.5198019801980198,True,True
jewish,1214,1029,185,70,33,996,115,0.03206997084548105,0.022925410618130138,0.04469528588299561,0.6216216216216216,0.549932083378761,0.6883630467320888,0.6796116504854369,0.3783783783783784,0.48611111111111116,True,True
psychiatric_or_mental_illness,792,628,164,104,26,602,60,0.041401273885350316,0.028407706917029076,0.05997120212911026,0.36585365853658536,0.2959895820419055,0.4418582637218432,0.8,0.6341463414634146,0.7074829931972789,True,True
asian,772,674,98,51,15,659,47,0.02225519287833828,0.013532530937972095,0.03639279950665925,0.47959183673469385,0.3833313279110928,0.5773919369918328,0.7727272727272727,0.5204081632653061,0.6219512195121951,True,False
transgender,390,317,73,28,9,308,45,0.028391167192429023,0.015007200863124216,0.053068349288580056,0.6164383561643836,0.501740834746836,0.7194939031264871,0.7567567567567568,0.3835616438356164,0.5090909090909091,True,False
latino,360,296,64,23,7,289,41,0.02364864864864865,0.011501626098972973,0.048001348876089964,0.640625,0.518208506097791,0.7471159770854825,0.7666666666666667,0.359375,0.4893617021276596,True,False
atheist,255,220,35,15,2,218,20,0.00909090909090909,0.0024966057245408933,0.032534701085228615,0.5714285714285714,0.4085741114397492,0.7201543182281931,0.8823529411764706,0.42857142857142855,0.5769230769230769,True,False
heterosexual,207,155,52,17,8,147,35,0.05161290322580645,0.026382095187525774,0.09853150714278189,0.6730769230769231,0.5375618936197395,0.7847792554143083,0.68,0.3269230769230769,0.44155844155844154,True,False
buddhist,100,91,9,4,2,89,5,0.02197802197802198,0.006048006082981144,0.07663164602484938,0.5555555555555556,0.26665129349549316,0.8112214789023353,0.6666666666666666,0.4444444444444444,0.5333333333333333,False,False
hindu,81,76,5,3,2,74,2,0.02631578947368421,0.007246659075128337,0.0909662109865807,0.4,0.11762077423264794,0.769275718723987,0.6,0.6,0.6,False,False
other_race_or_ethnicity,77,59,18,5,1,58,13,0.01694915254237288,0.0029982339183556375,0.08995725964142295,0.7222222222222222,0.4912734343970254,0.8750024662044599,0.8333333333333334,0.2777777777777778,0.4166666666666667,False,False
other_religion,65,57,8,3,3,54,5,0.05263157894736842,0.01806029563366167,0.14369550397163527,0.625,0.3057423946026274,0.8631557141764026,0.5,0.375,0.42857142857142855,False,False
bisexual,52,42,10,6,4,38,4,0.09523809523809523,0.03766224880557387,0.2206510580857102,0.4,0.1681803297062362,0.6873262302663417,0.6,0.6,0.6,False,False
intellectual_or_learning_disability,24,21,3,2,0,21,1,0.0,0.0,0.15463901892484688,0.3333333333333333,0.06149194472039632,0.7923403991979523,1.0,0.6666666666666666,0.8,False,False
physical_disability,14,14,0,0,0,14,0,0.0,0.0,0.21531080273763575,,,,,,,False,False
other_sexual_orientation,4,2,2,2,0,2,0,0.0,0.0,0.6576197724933468,0.0,0.0,0.6576197724933468,1.0,1.0,1.0,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
