subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8709,7555,1154,498,158,7397,656,0.020913302448709464,0.017921765985836932,0.02439178967783679,0.5684575389948007,0.5397006541918055,0.5967601702123655,0.7591463414634146,0.43154246100519933,0.5502762430939228,True,True
male,7282,6173,1109,480,153,6020,629,0.0247853555807549,0.021192500518646924,0.028969295099116953,0.5671776375112714,0.5378345774334133,0.5960569116183146,0.7582938388625592,0.4328223624887286,0.5510907003444316,True,True
christian,6671,6068,603,220,95,5973,383,0.015655899802241267,0.012824843827671698,0.019099813648207634,0.6351575456053068,0.5959919586311685,0.6726119701721901,0.6984126984126984,0.3648424543946932,0.47930283224400877,True,True
white,4216,3037,1179,528,144,2893,651,0.04741521238063879,0.0404116132409136,0.05556230147079804,0.5521628498727735,0.5236543313813353,0.5803325546740725,0.7857142857142857,0.44783715012722647,0.5705024311183146,True,True
muslim,3556,2724,832,343,121,2603,489,0.044419970631424374,0.037303509529703634,0.05281956489815435,0.5877403846153846,0.5539640788203881,0.6207101951812801,0.7392241379310345,0.41225961538461536,0.5293209876543209,True,True
black,2470,1692,778,366,91,1601,412,0.053782505910165486,0.044009098003884105,0.06557747794286167,0.5295629820051414,0.4944311046479733,0.5644043529515571,0.8008752735229759,0.4704370179948586,0.5927125506072874,True,True
homosexual_gay_or_lesbian,1851,1333,518,195,73,1260,323,0.05476369092273068,0.04377996605278507,0.06830621876143965,0.6235521235521235,0.5810638525910229,0.6642213730966146,0.7276119402985075,0.3764478764478765,0.4961832061068703,True,True
jewish,1214,1029,185,64,35,994,121,0.034013605442176874,0.024557114810419056,0.04693639292019319,0.654054054054054,0.5830040794881064,0.7188364186523033,0.6464646464646465,0.34594594594594597,0.4507042253521127,True,True
psychiatric_or_mental_illness,792,628,164,95,23,605,69,0.03662420382165605,0.024526705523905873,0.054356150491464084,0.42073170731707316,0.34783761820670867,0.4972542906536883,0.8050847457627118,0.5792682926829268,0.6737588652482269,True,True
asian,772,674,98,45,14,660,53,0.020771513353115726,0.012412780994137047,0.034562006998458995,0.5408163265306123,0.44248041592362974,0.6360730542705189,0.7627118644067796,0.45918367346938777,0.5732484076433121,True,False
transgender,390,317,73,25,7,310,48,0.022082018927444796,0.010736818226033517,0.04487151520529223,0.6575342465753424,0.5432662599276813,0.7560513266068144,0.78125,0.3424657534246575,0.47619047619047616,True,False
latino,360,296,64,23,7,289,41,0.02364864864864865,0.011501626098972973,0.048001348876089964,0.640625,0.518208506097791,0.7471159770854825,0.7666666666666667,0.359375,0.4893617021276596,True,False
atheist,255,220,35,14,2,218,21,0.00909090909090909,0.0024966057245408933,0.032534701085228615,0.6,0.435727090128925,0.7444927114061941,0.875,0.4,0.5490196078431373,True,False
heterosexual,207,155,52,13,5,150,39,0.03225806451612903,0.013855877121099633,0.07328421164073208,0.75,0.6179354205740265,0.8476684613640423,0.7222222222222222,0.25,0.37142857142857144,True,False
buddhist,100,91,9,4,2,89,5,0.02197802197802198,0.006048006082981144,0.07663164602484938,0.5555555555555556,0.26665129349549316,0.8112214789023353,0.6666666666666666,0.4444444444444444,0.5333333333333333,False,False
hindu,81,76,5,3,3,73,2,0.039473684210526314,0.013514635094539595,0.10974787746545529,0.4,0.11762077423264794,0.769275718723987,0.5,0.6,0.5454545454545454,False,False
other_race_or_ethnicity,77,59,18,5,0,59,13,0.0,0.0,0.061129370526788365,0.7222222222222222,0.4912734343970254,0.8750024662044599,1.0,0.2777777777777778,0.4347826086956522,False,False
other_religion,65,57,8,3,3,54,5,0.05263157894736842,0.01806029563366167,0.14369550397163527,0.625,0.3057423946026274,0.8631557141764026,0.5,0.375,0.42857142857142855,False,False
bisexual,52,42,10,5,4,38,5,0.09523809523809523,0.03766224880557387,0.2206510580857102,0.5,0.23659309051256405,0.763406909487436,0.5555555555555556,0.5,0.5263157894736842,False,False
intellectual_or_learning_disability,24,21,3,2,0,21,1,0.0,0.0,0.15463901892484688,0.3333333333333333,0.06149194472039632,0.7923403991979523,1.0,0.6666666666666666,0.8,False,False
physical_disability,14,14,0,0,0,14,0,0.0,0.0,0.21531080273763575,,,,,,,False,False
other_sexual_orientation,4,2,2,1,0,2,1,0.0,0.0,0.6576197724933468,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
