model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,male,equalize,4198,0.6189531683921814,0.050023820867079564,0.0393044306812768,True
baseline,female,equalize,5065,0.5954925417900085,0.05074037512339585,0.039289239881539983,True
baseline,transgender,equalize,232,0.7816641926765442,0.09051724137931035,0.03879310344827586,True
baseline,other_gender,equalize,1,,,,False
baseline,heterosexual,equalize,117,0.7478001117706299,0.08547008547008547,0.03418803418803419,True
baseline,homosexual_gay_or_lesbian,equalize,906,0.7970833778381348,0.11810154525386314,0.03863134657836645,True
baseline,bisexual,equalize,18,,,,False
baseline,other_sexual_orientation,equalize,1,,,,False
baseline,christian,equalize,4034,0.4781176149845123,0.036936043629152204,0.039167079821517105,True
baseline,jewish,equalize,701,0.6252092719078064,0.05135520684736091,0.03851640513552068,True
baseline,muslim,equalize,1696,0.7921428084373474,0.10377358490566038,0.03891509433962264,True
baseline,hindu,equalize,52,,,,False
baseline,buddhist,equalize,60,,,,False
baseline,atheist,equalize,141,0.6594051122665405,0.0425531914893617,0.03546099290780142,True
baseline,other_religion,equalize,20,,,,False
baseline,black,equalize,1108,0.815232515335083,0.1299638989169675,0.0388086642599278,True
baseline,white,equalize,2012,0.7975568175315857,0.11630218687872763,0.03926441351888668,True
baseline,asian,equalize,436,0.5345517992973328,0.0389908256880734,0.0389908256880734,True
baseline,latino,equalize,183,0.7384804487228394,0.06557377049180328,0.03825136612021858,True
baseline,other_race_or_ethnicity,equalize,39,,,,False
baseline,physical_disability,equalize,7,,,,False
baseline,intellectual_or_learning_disability,equalize,10,,,,False
baseline,psychiatric_or_mental_illness,equalize,450,0.6263527274131775,0.05333333333333334,0.03777777777777778,True
baseline,other_disability,equalize,0,,,,False
baseline,male,cap,4198,0.6189531683921814,0.050023820867079564,0.0393044306812768,True
baseline,female,cap,5065,0.5954925417900085,0.05074037512339585,0.039289239881539983,True
baseline,transgender,cap,232,0.7816641926765442,0.09051724137931035,0.03879310344827586,True
baseline,other_gender,cap,1,,,,False
baseline,heterosexual,cap,117,0.7478001117706299,0.08547008547008547,0.03418803418803419,True
baseline,homosexual_gay_or_lesbian,cap,906,0.7970833778381348,0.11810154525386314,0.03863134657836645,True
baseline,bisexual,cap,18,,,,False
baseline,other_sexual_orientation,cap,1,,,,False
baseline,christian,cap,4034,0.5,0.036936043629152204,0.036936043629152204,True
baseline,jewish,cap,701,0.6252092719078064,0.05135520684736091,0.03851640513552068,True
baseline,muslim,cap,1696,0.7921428084373474,0.10377358490566038,0.03891509433962264,True
baseline,hindu,cap,52,,,,False
baseline,buddhist,cap,60,,,,False
baseline,atheist,cap,141,0.6594051122665405,0.0425531914893617,0.03546099290780142,True
baseline,other_religion,cap,20,,,,False
baseline,black,cap,1108,0.815232515335083,0.1299638989169675,0.0388086642599278,True
baseline,white,cap,2012,0.7975568175315857,0.11630218687872763,0.03926441351888668,True
baseline,asian,cap,436,0.5345517992973328,0.0389908256880734,0.0389908256880734,True
baseline,latino,cap,183,0.7384804487228394,0.06557377049180328,0.03825136612021858,True
baseline,other_race_or_ethnicity,cap,39,,,,False
baseline,physical_disability,cap,7,,,,False
baseline,intellectual_or_learning_disability,cap,10,,,,False
baseline,psychiatric_or_mental_illness,cap,450,0.6263527274131775,0.05333333333333334,0.03777777777777778,True
baseline,other_disability,cap,0,,,,False
mitigated,male,equalize,4198,0.5156809091567993,0.02739399714149595,0.026917579799904716,True
mitigated,female,equalize,5065,0.4789248406887054,0.02566633761105627,0.026850937808489635,True
mitigated,transgender,equalize,232,0.8297680616378784,0.04310344827586207,0.02586206896551724,True
mitigated,other_gender,equalize,1,,,,False
mitigated,heterosexual,equalize,117,0.3139453530311584,0.017094017094017096,0.02564102564102564,True
mitigated,homosexual_gay_or_lesbian,equalize,906,0.7702920436859131,0.04856512141280353,0.026490066225165563,True
mitigated,bisexual,equalize,18,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4034,0.3407045006752014,0.01908775409023302,0.026772434308378782,True
mitigated,jewish,equalize,701,0.4499363601207733,0.021398002853067047,0.025677603423680456,True
mitigated,muslim,equalize,1696,0.8316905498504639,0.054245283018867926,0.02653301886792453,True
mitigated,hindu,equalize,52,,,,False
mitigated,buddhist,equalize,60,,,,False
mitigated,atheist,equalize,141,0.3674972355365753,0.014184397163120567,0.02127659574468085,True
mitigated,other_religion,equalize,20,,,,False
mitigated,black,equalize,1108,0.8365545868873596,0.06046931407942238,0.026173285198555957,True
mitigated,white,equalize,2012,0.7895584106445312,0.05019880715705766,0.0268389662027833,True
mitigated,asian,equalize,436,0.3644382059574127,0.016055045871559634,0.02522935779816514,True
mitigated,latino,equalize,183,0.5946689248085022,0.02185792349726776,0.02185792349726776,True
mitigated,other_race_or_ethnicity,equalize,39,,,,False
mitigated,physical_disability,equalize,7,,,,False
mitigated,intellectual_or_learning_disability,equalize,10,,,,False
mitigated,psychiatric_or_mental_illness,equalize,450,0.4796255230903625,0.024444444444444446,0.02666666666666667,True
mitigated,other_disability,equalize,0,,,,False
mitigated,male,cap,4198,0.5156809091567993,0.02739399714149595,0.026917579799904716,True
mitigated,female,cap,5065,0.5,0.02566633761105627,0.02566633761105627,True
mitigated,transgender,cap,232,0.8297680616378784,0.04310344827586207,0.02586206896551724,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,117,0.5,0.017094017094017096,0.017094017094017096,True
mitigated,homosexual_gay_or_lesbian,cap,906,0.7702920436859131,0.04856512141280353,0.026490066225165563,True
mitigated,bisexual,cap,18,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4034,0.5,0.01908775409023302,0.01908775409023302,True
mitigated,jewish,cap,701,0.5,0.021398002853067047,0.021398002853067047,True
mitigated,muslim,cap,1696,0.8316905498504639,0.054245283018867926,0.02653301886792453,True
mitigated,hindu,cap,52,,,,False
mitigated,buddhist,cap,60,,,,False
mitigated,atheist,cap,141,0.5,0.014184397163120567,0.014184397163120567,True
mitigated,other_religion,cap,20,,,,False
mitigated,black,cap,1108,0.8365545868873596,0.06046931407942238,0.026173285198555957,True
mitigated,white,cap,2012,0.7895584106445312,0.05019880715705766,0.0268389662027833,True
mitigated,asian,cap,436,0.5,0.016055045871559634,0.016055045871559634,True
mitigated,latino,cap,183,0.5946689248085022,0.02185792349726776,0.02185792349726776,True
mitigated,other_race_or_ethnicity,cap,39,,,,False
mitigated,physical_disability,cap,7,,,,False
mitigated,intellectual_or_learning_disability,cap,10,,,,False
mitigated,psychiatric_or_mental_illness,cap,450,0.5,0.024444444444444446,0.024444444444444446,True
mitigated,other_disability,cap,0,,,,False
