subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8709,7555,1154,577,260,7295,577,0.03441429516876241,0.03053463764119566,0.03876718085499783,0.5,0.47119992974289415,0.5288000702571058,0.6893667861409797,0.5,0.5796082370668006,True,True
male,7282,6173,1109,554,244,5929,555,0.03952697229872024,0.03494583301289187,0.04468086003073992,0.5004508566275925,0.47107271780896326,0.5298258827886996,0.6942355889724311,0.4995491433724076,0.5810173046670163,True,True
christian,6671,6068,603,272,148,5920,331,0.024390243902439025,0.020799476105745954,0.02858281769329717,0.548922056384743,0.509020599805898,0.588204135159735,0.6476190476190476,0.45107794361525705,0.5317693059628543,True,True
white,4216,3037,1179,619,244,2793,560,0.08034244320052683,0.0711967298341632,0.09054845335978115,0.47497879558948264,0.4466015479281943,0.503518563638724,0.7172653534183082,0.5250212044105174,0.6062683643486778,True,True
muslim,3556,2724,832,405,178,2546,427,0.06534508076358296,0.056662926627080154,0.07525143285928877,0.5132211538461539,0.4792755880846414,0.5470451929293086,0.6946826758147513,0.48677884615384615,0.5724381625441696,True,True
black,2470,1692,778,432,152,1540,346,0.08983451536643026,0.07712260665424352,0.10440465653389099,0.44473007712082263,0.41016772417433156,0.47983555074828543,0.7397260273972602,0.5552699228791774,0.6343612334801763,True,True
homosexual_gay_or_lesbian,1851,1333,518,234,111,1222,284,0.08327081770442611,0.0696092890246224,0.09932731698094094,0.5482625482625483,0.5052069463726185,0.590607594911615,0.6782608695652174,0.4517374517374517,0.5422943221320974,True,True
jewish,1214,1029,185,79,48,981,106,0.04664723032069971,0.03536243762524741,0.06130434309702707,0.572972972972973,0.5009233868279171,0.6420536912385929,0.6220472440944882,0.42702702702702705,0.5064102564102564,True,True
psychiatric_or_mental_illness,792,628,164,104,31,597,60,0.04936305732484077,0.03499118819950928,0.06921447589791237,0.36585365853658536,0.2959895820419055,0.4418582637218432,0.7703703703703704,0.6341463414634146,0.6956521739130436,True,True
asian,772,674,98,56,15,659,42,0.02225519287833828,0.013532530937972095,0.03639279950665925,0.42857142857142855,0.3351157901639468,0.527415636996293,0.7887323943661971,0.5714285714285714,0.6627218934911242,True,False
transgender,390,317,73,33,15,302,40,0.0473186119873817,0.028882422091178073,0.0765947782216618,0.547945205479452,0.43424321509808306,0.6568534416732852,0.6875,0.4520547945205479,0.5454545454545454,True,False
latino,360,296,64,32,10,286,32,0.033783783783783786,0.01845232493422552,0.06106122504136799,0.5,0.3810209474394701,0.6189790525605299,0.7619047619047619,0.5,0.6037735849056604,True,False
atheist,255,220,35,16,3,217,19,0.013636363636363636,0.0046482370569133034,0.039317965060173155,0.5428571428571428,0.38189725068483754,0.6953398071159278,0.8421052631578947,0.45714285714285713,0.5925925925925926,True,False
heterosexual,207,155,52,17,9,146,35,0.05806451612903226,0.03084540187040534,0.1066593716493943,0.6730769230769231,0.5375618936197395,0.7847792554143083,0.6538461538461539,0.3269230769230769,0.4358974358974359,True,False
buddhist,100,91,9,4,3,88,5,0.03296703296703297,0.01127440676768262,0.09249306942962307,0.5555555555555556,0.26665129349549316,0.8112214789023353,0.5714285714285714,0.4444444444444444,0.5,False,False
hindu,81,76,5,3,4,72,2,0.05263157894736842,0.020655429299384284,0.12765672575889647,0.4,0.11762077423264794,0.769275718723987,0.42857142857142855,0.6,0.5,False,False
other_race_or_ethnicity,77,59,18,7,0,59,11,0.0,0.0,0.061129370526788365,0.6111111111111112,0.38619041602237913,0.7969475342783637,1.0,0.3888888888888889,0.56,False,False
other_religion,65,57,8,3,3,54,5,0.05263157894736842,0.01806029563366167,0.14369550397163527,0.625,0.3057423946026274,0.8631557141764026,0.5,0.375,0.42857142857142855,False,False
bisexual,52,42,10,4,6,36,6,0.14285714285714285,0.06715967015962647,0.2784108947444477,0.6,0.3126737697336583,0.8318196702937637,0.4,0.4,0.4000000000000001,False,False
intellectual_or_learning_disability,24,21,3,2,0,21,1,0.0,0.0,0.15463901892484688,0.3333333333333333,0.06149194472039632,0.7923403991979523,1.0,0.6666666666666666,0.8,False,False
physical_disability,14,14,0,0,0,14,0,0.0,0.0,0.21531080273763575,,,,,,,False,False
other_sexual_orientation,4,2,2,1,0,2,1,0.0,0.0,0.6576197724933468,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
