model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7988156276891383,0.06116043705208036,0.2922955768473553,0.1750376101439931,0.12124787178730005,0.31547164129883565,False
baseline,0.4,0.8025890833379719,0.04835434114902402,0.3350833442709017,0.13348377390930583,0.09391406986511104,0.3701729563230675,False
baseline,0.5,0.801273774592212,0.0389218039307833,0.3777398608741305,0.10493230174081236,0.0749490798957645,0.42450649881852154,False
baseline,0.6,0.797680201005253,0.031201221866031116,0.4182963643522772,0.08613858009957034,0.055617255774941685,0.473857738260046,False
baseline,0.7,0.7923290557151461,0.02351420754938655,0.4616091350570941,0.06537717601547388,0.039713619427609266,0.5259044671226221,False
mitigated,0.3,0.798819088316,0.03878753293835283,0.3846961543509647,0.07442510208467655,0.051436133348509605,0.47426192925896005,False
mitigated,0.4,0.797133441469868,0.03160403484332253,0.41803386271164195,0.06142672031644274,0.04171877608670016,0.5108181915485999,False
mitigated,0.5,0.7924402355001736,0.026568872627179805,0.4494028087675548,0.050924094660028646,0.03526631581896812,0.542702394726963,False
mitigated,0.6,0.7868849802244235,0.022137929876974202,0.4794592466202914,0.0446915968192564,0.028618562328721103,0.5741867454769534,False
mitigated,0.7,0.780139828934023,0.01795874523757574,0.5101719385746161,0.03464431549537933,0.02336898098505542,0.6041125289049453,False
