subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8794,7620,1174,489,134,7486,685,0.01758530183727034,0.01486796433961557,0.020788792203528014,0.5834752981260647,0.5550479795062226,0.6113581174537566,0.7849117174959872,0.41652470187393525,0.5442404006677796,True,True
male,7346,6224,1122,474,137,6087,648,0.022011568123393315,0.018650549230472498,0.02596225291900712,0.5775401069518716,0.5484211673733768,0.6061299007514931,0.7757774140752864,0.42245989304812837,0.5470282746682055,True,True
christian,6689,6023,666,201,65,5958,465,0.01079196413747302,0.008476671905677288,0.0137308906683818,0.6981981981981982,0.6622803698813293,0.7318427416752347,0.7556390977443609,0.30180180180180183,0.43133047210300435,True,True
white,4218,3024,1194,495,126,2898,699,0.041666666666666664,0.035106835600335756,0.04938948374141111,0.585427135678392,0.5572530426350054,0.613053301746198,0.7971014492753623,0.41457286432160806,0.5454545454545455,True,True
muslim,3471,2651,820,303,74,2577,517,0.02791399471897397,0.022293937112596435,0.03490023480912109,0.6304878048780488,0.5969143649936806,0.6628443515758096,0.8037135278514589,0.3695121951219512,0.5062656641604011,True,True
black,2472,1657,815,335,78,1579,480,0.04707302353651177,0.037880984412363296,0.05836026605244147,0.588957055214724,0.5548368575812518,0.6222425983232293,0.8111380145278451,0.4110429447852761,0.5456026058631922,True,True
homosexual_gay_or_lesbian,1818,1319,499,172,60,1259,327,0.045489006823351025,0.03550265975470423,0.058115103730799235,0.655310621242485,0.6125668384089596,0.6956814121698988,0.7413793103448276,0.34468937875751504,0.4705882352941176,True,True
jewish,1334,1124,210,52,16,1108,158,0.014234875444839857,0.00878084138880009,0.022997968070971906,0.7523809523809524,0.6898184932890271,0.8058758429943823,0.7647058823529411,0.24761904761904763,0.37410071942446044,True,True
psychiatric_or_mental_illness,838,690,148,81,19,671,67,0.02753623188405797,0.01769815837292156,0.04260590430417913,0.4527027027027027,0.37471833551875217,0.5330802320876598,0.81,0.5472972972972973,0.6532258064516129,True,True
asian,780,686,94,40,11,675,54,0.016034985422740525,0.008976850814918069,0.028483145957196674,0.574468085106383,0.4735323762443877,0.6695562506909143,0.7843137254901961,0.425531914893617,0.5517241379310345,True,False
transgender,412,327,85,28,7,320,57,0.021406727828746176,0.010407276741526448,0.043520241545604674,0.6705882352941176,0.5652019122526615,0.7612222638578385,0.8,0.32941176470588235,0.46666666666666673,True,False
latino,355,276,79,32,7,269,47,0.025362318840579712,0.012338688297004508,0.05141690708861661,0.5949367088607594,0.4847315399147578,0.6963372173661428,0.8205128205128205,0.4050632911392405,0.5423728813559322,True,False
atheist,217,195,22,8,0,195,14,0.0,0.0,0.01931920457372107,0.6363636363636364,0.42951708090131013,0.8026679532963387,1.0,0.36363636363636365,0.5333333333333333,True,False
heterosexual,186,151,35,11,6,145,24,0.039735099337748346,0.01833606720540129,0.08397153788529008,0.6857142857142857,0.5202023638793082,0.8144915532573419,0.6470588235294118,0.3142857142857143,0.4230769230769231,True,False
buddhist,94,80,14,4,2,78,10,0.025,0.006882893202970648,0.0866443298557801,0.7142857142857143,0.45350915670106823,0.8827862135542308,0.6666666666666666,0.2857142857142857,0.4,False,False
other_race_or_ethnicity,89,71,18,6,2,69,12,0.028169014084507043,0.007759263582683522,0.09701500116649467,0.6666666666666666,0.437494672959451,0.8372122524916629,0.75,0.3333333333333333,0.46153846153846156,False,False
hindu,81,71,10,3,1,70,7,0.014084507042253521,0.00249060327054422,0.07556050520249004,0.7,0.39677814746114537,0.8922087325936989,0.75,0.3,0.4285714285714285,False,False
other_religion,45,42,3,0,0,42,3,0.0,0.0,0.08379879086570388,1.0,0.4385029682449546,1.0,,0.0,,False,False
bisexual,45,35,10,1,1,34,9,0.02857142857142857,0.005061491855444203,0.14533087233613673,0.9,0.5958499732047616,0.982123786904927,0.5,0.1,0.16666666666666669,False,False
physical_disability,15,14,1,1,0,14,0,0.0,0.0,0.21531080273763575,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
intellectual_or_learning_disability,14,13,1,0,0,13,1,0.0,1.3877787807814457e-17,0.2280953723541983,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
