subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8794,7620,1174,586,239,7381,588,0.03136482939632546,0.02768126793016478,0.03552065742771491,0.5008517887563884,0.4722945443087693,0.5294034770887812,0.7103030303030303,0.4991482112436116,0.5862931465732867,True,True
male,7346,6224,1122,587,245,5979,535,0.03936375321336761,0.03480997803585194,0.04448578793475581,0.4768270944741533,0.4477309414067228,0.506081383061707,0.7055288461538461,0.5231729055258467,0.6008188331627431,True,True
christian,6689,6023,666,265,141,5882,401,0.023410260667441476,0.019884613557778923,0.0275434564808556,0.6021021021021021,0.5644453154794733,0.6385878025951204,0.6527093596059114,0.3978978978978979,0.4944029850746269,True,True
white,4218,3024,1194,616,241,2783,578,0.0796957671957672,0.07056789374244166,0.08989013070442722,0.48408710217755446,0.45583731092937,0.5124389582545236,0.7187864644107351,0.5159128978224455,0.6006825938566552,True,True
muslim,3471,2651,820,385,158,2493,435,0.05960015088645794,0.05120935642754454,0.0692654304031428,0.5304878048780488,0.49626630341146566,0.5644249855066396,0.7090239410681399,0.4695121951219512,0.5649303008070433,True,True
black,2472,1657,815,420,131,1526,395,0.07905853952926976,0.06701868445451083,0.09304563559772279,0.48466257668711654,0.4505039129949064,0.5189651463319073,0.7622504537205081,0.5153374233128835,0.6149341142020498,True,True
homosexual_gay_or_lesbian,1818,1319,499,221,103,1216,278,0.07808946171341925,0.06480396458749171,0.09382536882315495,0.5571142284569138,0.5132596384443069,0.6000961698330798,0.6820987654320988,0.44288577154308617,0.5370595382746052,True,True
jewish,1334,1124,210,78,42,1082,132,0.037366548042704624,0.0277620061943855,0.05012257424349259,0.6285714285714286,0.5614590606483456,0.6910644691564101,0.65,0.37142857142857144,0.4727272727272728,True,True
psychiatric_or_mental_illness,838,690,148,89,34,656,59,0.04927536231884058,0.035473634969512294,0.06806797083594267,0.39864864864864863,0.32329301538847477,0.4791324866252652,0.7235772357723578,0.6013513513513513,0.6568265682656826,True,True
asian,780,686,94,44,17,669,50,0.02478134110787172,0.015528874693796935,0.039326423341472364,0.5319148936170213,0.43178263748156376,0.6295410597764227,0.7213114754098361,0.46808510638297873,0.567741935483871,True,False
transgender,412,327,85,38,20,307,47,0.06116207951070336,0.03993846167434861,0.09257654710650323,0.5529411764705883,0.4472406115719762,0.6540634430830067,0.6551724137931034,0.4470588235294118,0.5314685314685316,True,False
latino,355,276,79,38,12,264,41,0.043478260869565216,0.025043619560495882,0.07444649508521603,0.5189873417721519,0.4105110559940594,0.6257026954621208,0.76,0.4810126582278481,0.5891472868217054,True,False
atheist,217,195,22,8,1,194,14,0.005128205128205128,0.0009058284432263662,0.02847164069896936,0.6363636363636364,0.42951708090131013,0.8026679532963387,0.8888888888888888,0.36363636363636365,0.5161290322580644,True,False
heterosexual,186,151,35,13,10,141,22,0.06622516556291391,0.036366701053927426,0.11760665338406232,0.6285714285714286,0.4633693684359532,0.7683418049663429,0.5652173913043478,0.37142857142857144,0.4482758620689655,True,False
buddhist,94,80,14,6,3,77,8,0.0375,0.012834568919911422,0.10454720090045114,0.5714285714285714,0.3259064457965074,0.7861920109552588,0.6666666666666666,0.42857142857142855,0.5217391304347826,False,False
other_race_or_ethnicity,89,71,18,5,2,69,13,0.028169014084507043,0.007759263582683522,0.09701500116649467,0.7222222222222222,0.4912734343970254,0.8750024662044599,0.7142857142857143,0.2777777777777778,0.4,False,False
hindu,81,71,10,4,2,69,6,0.028169014084507043,0.007759263582683522,0.09701500116649467,0.6,0.3126737697336583,0.8318196702937637,0.6666666666666666,0.4,0.5,False,False
other_religion,45,42,3,0,1,41,3,0.023809523809523808,0.004215404134432499,0.12321201573766641,1.0,0.4385029682449546,1.0,0.0,0.0,,False,False
bisexual,45,35,10,2,1,34,8,0.02857142857142857,0.005061491855444203,0.14533087233613673,0.8,0.49016247153664183,0.9433178485456247,0.6666666666666666,0.2,0.30769230769230765,False,False
physical_disability,15,14,1,1,0,14,0,0.0,0.0,0.21531080273763575,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
intellectual_or_learning_disability,14,13,1,0,0,13,1,0.0,1.3877787807814457e-17,0.2280953723541983,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
