subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8927,7749,1178,554,175,7574,624,0.022583559168925023,0.01950451685214713,0.026135712049749953,0.5297113752122241,0.5011588657823106,0.558070736866635,0.7599451303155007,0.4702886247877759,0.5810173046670163,True,True
male,7404,6293,1111,523,175,6118,588,0.027808676307007785,0.024025353598493303,0.03216813025125944,0.5292529252925292,0.49985199672923575,0.5584522576431828,0.7492836676217765,0.47074707470747074,0.578220011055832,True,True
christian,6594,5976,618,232,104,5872,386,0.01740294511378849,0.014384117875862489,0.02104181444684363,0.6245954692556634,0.5857589873682107,0.6618925608126665,0.6904761904761905,0.37540453074433655,0.4863731656184487,True,True
white,4155,3022,1133,529,196,2826,604,0.06485771012574454,0.056617822730627966,0.07420246782582812,0.5330979699911739,0.5039848099419608,0.5619874497940638,0.7296551724137931,0.46690203000882613,0.5694294940796556,True,True
muslim,3422,2612,810,349,125,2487,461,0.047856049004594184,0.04031296906491848,0.05672710879023338,0.5691358024691358,0.5347861795939651,0.6028327617687602,0.7362869198312236,0.4308641975308642,0.5436137071651089,True,True
black,2477,1700,777,362,109,1591,415,0.06411764705882353,0.05342751532221075,0.07677324817737018,0.5341055341055341,0.49894895364097097,0.5689265406751811,0.7685774946921444,0.46589446589446587,0.5801282051282051,True,True
homosexual_gay_or_lesbian,1838,1336,502,213,90,1246,289,0.06736526946107785,0.05512715946191974,0.08208419312789211,0.5756972111553785,0.5320484149626513,0.6181962885402693,0.7029702970297029,0.4243027888446215,0.529192546583851,True,True
jewish,1271,1066,205,80,31,1035,125,0.029080675422138838,0.020561697163288668,0.040981495314288685,0.6097560975609756,0.541547898645675,0.6739265586489172,0.7207207207207207,0.3902439024390244,0.5063291139240506,True,True
psychiatric_or_mental_illness,813,650,163,93,26,624,70,0.04,0.02744113489952678,0.05796406244206269,0.4294478527607362,0.35594451140758443,0.5062000648711552,0.7815126050420168,0.5705521472392638,0.6595744680851063,True,True
asian,764,673,91,52,17,656,39,0.02526002971768202,0.015829949350740606,0.04007894678370691,0.42857142857142855,0.33182663627211473,0.5311025071462968,0.7536231884057971,0.5714285714285714,0.6499999999999999,True,False
transgender,404,327,77,21,11,316,56,0.03363914373088685,0.018885524229070492,0.05922276036382087,0.7272727272727273,0.6187910782504654,0.8141550920757009,0.65625,0.2727272727272727,0.38532110091743116,True,False
latino,351,280,71,29,12,268,42,0.04285714285714286,0.024683400152458887,0.0734046625864023,0.5915492957746479,0.4753878184942342,0.6983126973007014,0.7073170731707317,0.4084507042253521,0.5178571428571428,True,False
atheist,256,226,30,15,4,222,15,0.017699115044247787,0.0069038236309000335,0.04461629324206144,0.5,0.3315412564053377,0.6684587435946623,0.7894736842105263,0.5,0.6122448979591837,True,False
heterosexual,230,167,63,17,10,157,46,0.059880239520958084,0.032847569670312965,0.10670555159937145,0.7301587301587301,0.6097009078044822,0.82416155587684,0.6296296296296297,0.2698412698412698,0.37777777777777777,True,False
buddhist,99,84,15,3,1,83,12,0.011904761904761904,0.0021045830875492146,0.06439543750771398,0.8,0.5481455128483065,0.9295245065301844,0.75,0.2,0.31578947368421056,False,False
hindu,92,78,14,5,1,77,9,0.01282051282051282,0.0022667317538337256,0.06910857001702223,0.6428571428571429,0.3876442310390741,0.8365526824644588,0.8333333333333334,0.35714285714285715,0.5,False,False
other_race_or_ethnicity,77,61,16,5,5,56,11,0.08196721311475409,0.03551956660687358,0.1779466180292535,0.6875,0.44404355834740666,0.8583535614521796,0.5,0.3125,0.38461538461538464,False,False
other_religion,56,51,5,1,1,50,4,0.0196078431372549,0.0034696926410608467,0.10304568726144972,0.8,0.37553462976252544,0.9637758913675698,0.5,0.2,0.28571428571428575,False,False
bisexual,47,36,11,3,0,36,8,0.0,0.0,0.09641862859446362,0.7272727272727273,0.434354698823871,0.9025394070997511,1.0,0.2727272727272727,0.42857142857142855,False,False
intellectual_or_learning_disability,16,14,2,1,0,14,1,0.0,0.0,0.21531080273763575,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
physical_disability,12,10,2,1,0,10,1,0.0,2.7755575615628914e-17,0.27753279986288915,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
other_sexual_orientation,3,2,1,0,0,2,1,0.0,0.0,0.6576197724933468,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_gender,1,0,1,0,0,0,1,,,,1.0,0.20654931437723745,1.0,,0.0,,False,False
