model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,male,equalize,4194,0.5818971395492554,0.0441106342393896,0.030996661897949453,True
baseline,female,equalize,5038,0.5393168926239014,0.03632393807066296,0.030964668519253672,True
baseline,transgender,equalize,241,0.7192850708961487,0.04979253112033195,0.029045643153526972,True
baseline,other_gender,equalize,1,,,,False
baseline,heterosexual,equalize,128,0.8361535668373108,0.0859375,0.0234375,True
baseline,homosexual_gay_or_lesbian,equalize,878,0.7192850708961487,0.09339407744874716,0.030751708428246014,True
baseline,bisexual,equalize,25,,,,False
baseline,other_sexual_orientation,equalize,1,,,,False
baseline,christian,equalize,4134,0.4685778319835663,0.028059990324141266,0.030962747943880018,True
baseline,jewish,equalize,725,0.6722241044044495,0.05379310344827586,0.030344827586206897,True
baseline,muslim,equalize,1684,0.6703925132751465,0.07185273159144893,0.030878859857482184,True
baseline,hindu,equalize,54,,,,False
baseline,buddhist,equalize,51,,,,False
baseline,atheist,equalize,151,0.5527811646461487,0.039735099337748346,0.026490066225165563,True
baseline,other_religion,equalize,25,,,,False
baseline,black,equalize,1160,0.7377254366874695,0.09655172413793103,0.03017241379310345,True
baseline,white,equalize,2001,0.7252596020698547,0.095952023988006,0.030984507746126936,True
baseline,asian,equalize,441,0.4143655300140381,0.022675736961451247,0.02947845804988662,True
baseline,latino,equalize,161,0.5427724123001099,0.031055900621118012,0.024844720496894408,True
baseline,other_race_or_ethnicity,equalize,40,,,,False
baseline,physical_disability,equalize,9,,,,False
baseline,intellectual_or_learning_disability,equalize,17,,,,False
baseline,psychiatric_or_mental_illness,equalize,448,0.5590493679046631,0.033482142857142856,0.029017857142857144,True
baseline,other_disability,equalize,1,,,,False
baseline,male,cap,4194,0.5818971395492554,0.0441106342393896,0.030996661897949453,True
baseline,female,cap,5038,0.5393168926239014,0.03632393807066296,0.030964668519253672,True
baseline,transgender,cap,241,0.7192850708961487,0.04979253112033195,0.029045643153526972,True
baseline,other_gender,cap,1,,,,False
baseline,heterosexual,cap,128,0.8361535668373108,0.0859375,0.0234375,True
baseline,homosexual_gay_or_lesbian,cap,878,0.7192850708961487,0.09339407744874716,0.030751708428246014,True
baseline,bisexual,cap,25,,,,False
baseline,other_sexual_orientation,cap,1,,,,False
baseline,christian,cap,4134,0.5,0.028059990324141266,0.028059990324141266,True
baseline,jewish,cap,725,0.6722241044044495,0.05379310344827586,0.030344827586206897,True
baseline,muslim,cap,1684,0.6703925132751465,0.07185273159144893,0.030878859857482184,True
baseline,hindu,cap,54,,,,False
baseline,buddhist,cap,51,,,,False
baseline,atheist,cap,151,0.5527811646461487,0.039735099337748346,0.026490066225165563,True
baseline,other_religion,cap,25,,,,False
baseline,black,cap,1160,0.7377254366874695,0.09655172413793103,0.03017241379310345,True
baseline,white,cap,2001,0.7252596020698547,0.095952023988006,0.030984507746126936,True
baseline,asian,cap,441,0.5,0.022675736961451247,0.022675736961451247,True
baseline,latino,cap,161,0.5427724123001099,0.031055900621118012,0.024844720496894408,True
baseline,other_race_or_ethnicity,cap,40,,,,False
baseline,physical_disability,cap,9,,,,False
baseline,intellectual_or_learning_disability,cap,17,,,,False
baseline,psychiatric_or_mental_illness,cap,448,0.5590493679046631,0.033482142857142856,0.029017857142857144,True
baseline,other_disability,cap,1,,,,False
mitigated,male,equalize,4194,0.573738157749176,0.02837386742966142,0.025512637100619934,True
mitigated,female,equalize,5038,0.4711776375770569,0.024017467248908297,0.02540690750297737,True
mitigated,transgender,equalize,241,0.8691603541374207,0.04149377593360996,0.024896265560165973,True
mitigated,other_gender,equalize,1,,,,False
mitigated,heterosexual,equalize,128,0.953621745109558,0.0625,0.0234375,True
mitigated,homosexual_gay_or_lesbian,equalize,878,0.8127187490463257,0.05580865603644647,0.025056947608200455,True
mitigated,bisexual,equalize,25,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4134,0.3357863426208496,0.018626028059990325,0.02539912917271408,True
mitigated,jewish,equalize,725,0.8653379082679749,0.04275862068965517,0.02482758620689655,True
mitigated,muslim,equalize,1684,0.7193835973739624,0.040380047505938245,0.02553444180522565,True
mitigated,hindu,equalize,54,,,,False
mitigated,buddhist,equalize,51,,,,False
mitigated,atheist,equalize,151,0.5789243578910828,0.019867549668874173,0.019867549668874173,True
mitigated,other_religion,equalize,25,,,,False
mitigated,black,equalize,1160,0.8279673457145691,0.06724137931034482,0.025,True
mitigated,white,equalize,2001,0.8450494408607483,0.06496751624187906,0.025987006496751622,True
mitigated,asian,equalize,441,0.1892212629318237,0.013605442176870748,0.024943310657596373,True
mitigated,latino,equalize,161,0.6127732396125793,0.031055900621118012,0.024844720496894408,True
mitigated,other_race_or_ethnicity,equalize,40,,,,False
mitigated,physical_disability,equalize,9,,,,False
mitigated,intellectual_or_learning_disability,equalize,17,,,,False
mitigated,psychiatric_or_mental_illness,equalize,448,0.5378910899162292,0.026785714285714284,0.024553571428571428,True
mitigated,other_disability,equalize,1,,,,False
mitigated,male,cap,4194,0.573738157749176,0.02837386742966142,0.025512637100619934,True
mitigated,female,cap,5038,0.5,0.024017467248908297,0.024017467248908297,True
mitigated,transgender,cap,241,0.8691603541374207,0.04149377593360996,0.024896265560165973,True
mitigated,other_gender,cap,1,,,,False
mitigated,heterosexual,cap,128,0.953621745109558,0.0625,0.0234375,True
mitigated,homosexual_gay_or_lesbian,cap,878,0.8127187490463257,0.05580865603644647,0.025056947608200455,True
mitigated,bisexual,cap,25,,,,False
mitigated,other_sexual_orientation,cap,1,,,,False
mitigated,christian,cap,4134,0.5,0.018626028059990325,0.018626028059990325,True
mitigated,jewish,cap,725,0.8653379082679749,0.04275862068965517,0.02482758620689655,True
mitigated,muslim,cap,1684,0.7193835973739624,0.040380047505938245,0.02553444180522565,True
mitigated,hindu,cap,54,,,,False
mitigated,buddhist,cap,51,,,,False
mitigated,atheist,cap,151,0.5789243578910828,0.019867549668874173,0.019867549668874173,True
mitigated,other_religion,cap,25,,,,False
mitigated,black,cap,1160,0.8279673457145691,0.06724137931034482,0.025,True
mitigated,white,cap,2001,0.8450494408607483,0.06496751624187906,0.025987006496751622,True
mitigated,asian,cap,441,0.5,0.013605442176870748,0.013605442176870748,True
mitigated,latino,cap,161,0.6127732396125793,0.031055900621118012,0.024844720496894408,True
mitigated,other_race_or_ethnicity,cap,40,,,,False
mitigated,physical_disability,cap,9,,,,False
mitigated,intellectual_or_learning_disability,cap,17,,,,False
mitigated,psychiatric_or_mental_illness,cap,448,0.5378910899162292,0.026785714285714284,0.024553571428571428,True
mitigated,other_disability,cap,1,,,,False
