model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.8001027821469195,0.0654906765579631,0.27024543903399395,0.18303152730683211,0.13629375307683048,0.30754024943380004,False
baseline,0.4,0.8054698380331011,0.0455514341820379,0.33888961806011286,0.13116738410728745,0.09138823664042942,0.3890873147406967,False
baseline,0.5,0.8028578413747782,0.031956496198452526,0.4022837642735267,0.08484136145379922,0.06176941920269679,0.4732566736484531,False
baseline,0.6,0.79487823310893,0.021533710411037077,0.4634466465415409,0.04813966444620798,0.03805882449837878,0.5452148209236962,False
baseline,0.7,0.7795440088508321,0.014383780064114398,0.524609528809555,0.03306661014254676,0.024757299791171288,0.609846239047399,False
mitigated,0.3,0.8003830337908543,0.038401503835115224,0.3822023887649298,0.07926716847429638,0.06453477215383803,0.47395533413520863,False
mitigated,0.4,0.7980040764380263,0.031066950873600646,0.41803386271164195,0.059585006693440426,0.049908619931692585,0.5201588815694214,False
mitigated,0.5,0.7936072439577337,0.025696111176381733,0.45005906286914293,0.04996232434728936,0.040029157323786986,0.5483111375337056,False
mitigated,0.6,0.7889113184277275,0.02072808445645424,0.48024675154219715,0.04429415505272641,0.03128746320255752,0.5710102740775098,False
mitigated,0.7,0.7788508683616826,0.01693492892029338,0.5167344795904975,0.039692868297761585,0.02566414128500833,0.604597902342723,False
