subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8927,7749,1178,0.9048680578971688,0.9304995487094918,0.9150864121278857,True
male,7404,6293,1111,0.9073487993960687,0.9230306065870987,0.9231132635107078,True
christian,6594,5976,618,0.910535886805041,0.9456808809298038,0.8955458225682348,True
white,4155,3022,1133,0.8304618732998317,0.8362147622134973,0.9422547640891508,True
muslim,3422,2612,810,0.8461594634450683,0.8689966628260004,0.9290554165369124,True
black,2477,1700,777,0.8170190779014308,0.826258489949619,0.9383022175907579,True
homosexual_gay_or_lesbian,1838,1336,502,0.8170268029677696,0.8373252791873046,0.9322942071528464,True
jewish,1271,1066,205,0.8740813618267516,0.905642992745837,0.9128278969536684,True
psychiatric_or_mental_illness,813,650,163,0.9086267107126004,0.8953463395510067,0.942055870060369,True
asian,764,673,91,0.929502147184168,0.9252759978398624,0.9366530376664823,False
transgender,404,327,77,0.7953453274554192,0.8643352577249361,0.904921647023446,False
latino,351,280,71,0.8516851106639839,0.8922694753577107,0.9092255765584553,False
atheist,256,226,30,0.911504424778761,0.9305486399154809,0.9149133743295987,False
heterosexual,230,167,63,0.7719323258245414,0.848893927338547,0.9006416370253176,False
buddhist,99,84,15,0.8428571428571429,0.9231106435209538,0.8775674964003788,False
hindu,92,78,14,0.8750000000000001,0.9121706367268498,0.9105735365083633,False
other_race_or_ethnicity,77,61,16,0.8780737704918032,0.8703811912036448,0.9414508778561829,False
other_religion,56,51,5,0.823529411764706,0.9273732082798972,0.8585234335629095,False
bisexual,47,36,11,0.7929292929292929,0.8986958172683726,0.8756959976793716,False
intellectual_or_learning_disability,16,14,2,0.7142857142857143,0.9722941165438211,0.7253806637903537,False
physical_disability,12,10,2,0.65,0.8505054483392412,0.8468801933826863,False
other_sexual_orientation,3,2,1,1.0,0.8594119191388816,0.9516440356501452,False
other_gender,1,0,1,,,0.9675064198318255,False
