model,subgroup,policy,n_nontoxic_val,threshold,val_fpr_before,val_fpr_after,fitted
baseline,male,equalize,4082,0.5897753834724426,0.06638902498775111,0.047280744732974035,True
baseline,female,equalize,5037,0.5620863437652588,0.05876513797895573,0.04744887830057574,True
baseline,transgender,equalize,214,0.5740366578102112,0.056074766355140186,0.04672897196261682,True
baseline,other_gender,equalize,0,,,,False
baseline,heterosexual,equalize,120,0.6874201893806458,0.10833333333333334,0.041666666666666664,True
baseline,homosexual_gay_or_lesbian,equalize,874,0.7624240517616272,0.14187643020594964,0.04691075514874142,True
baseline,bisexual,equalize,30,,,,False
baseline,other_sexual_orientation,equalize,1,,,,False
baseline,christian,equalize,4082,0.4588639736175537,0.040666340029397355,0.047280744732974035,True
baseline,jewish,equalize,708,0.6268097162246704,0.0748587570621469,0.046610169491525424,True
baseline,muslim,equalize,1819,0.7452130317687988,0.1302913688840022,0.04727872457394173,True
baseline,hindu,equalize,48,,,,False
baseline,buddhist,equalize,54,,,,False
baseline,atheist,equalize,147,0.6474639773368835,0.061224489795918366,0.04081632653061224,True
baseline,other_religion,equalize,37,,,,False
baseline,black,equalize,1111,0.8030194044113159,0.18001800180018002,0.046804680468046804,True
baseline,white,equalize,1921,0.7903685569763184,0.1842790213430505,0.04737116085372202,True
baseline,asian,equalize,430,0.6081287264823914,0.06279069767441861,0.046511627906976744,True
baseline,latino,equalize,159,0.8177200555801392,0.12578616352201258,0.0440251572327044,True
baseline,other_race_or_ethnicity,equalize,48,,,,False
baseline,physical_disability,equalize,7,,,,False
baseline,intellectual_or_learning_disability,equalize,11,,,,False
baseline,psychiatric_or_mental_illness,equalize,463,0.621540904045105,0.06911447084233262,0.04535637149028078,True
baseline,other_disability,equalize,0,,,,False
baseline,male,cap,4082,0.5897753834724426,0.06638902498775111,0.047280744732974035,True
baseline,female,cap,5037,0.5620863437652588,0.05876513797895573,0.04744887830057574,True
baseline,transgender,cap,214,0.5740366578102112,0.056074766355140186,0.04672897196261682,True
baseline,other_gender,cap,0,,,,False
baseline,heterosexual,cap,120,0.6874201893806458,0.10833333333333334,0.041666666666666664,True
baseline,homosexual_gay_or_lesbian,cap,874,0.7624240517616272,0.14187643020594964,0.04691075514874142,True
baseline,bisexual,cap,30,,,,False
baseline,other_sexual_orientation,cap,1,,,,False
baseline,christian,cap,4082,0.5,0.040666340029397355,0.040666340029397355,True
baseline,jewish,cap,708,0.6268097162246704,0.0748587570621469,0.046610169491525424,True
baseline,muslim,cap,1819,0.7452130317687988,0.1302913688840022,0.04727872457394173,True
baseline,hindu,cap,48,,,,False
baseline,buddhist,cap,54,,,,False
baseline,atheist,cap,147,0.6474639773368835,0.061224489795918366,0.04081632653061224,True
baseline,other_religion,cap,37,,,,False
baseline,black,cap,1111,0.8030194044113159,0.18001800180018002,0.046804680468046804,True
baseline,white,cap,1921,0.7903685569763184,0.1842790213430505,0.04737116085372202,True
baseline,asian,cap,430,0.6081287264823914,0.06279069767441861,0.046511627906976744,True
baseline,latino,cap,159,0.8177200555801392,0.12578616352201258,0.0440251572327044,True
baseline,other_race_or_ethnicity,cap,48,,,,False
baseline,physical_disability,cap,7,,,,False
baseline,intellectual_or_learning_disability,cap,11,,,,False
baseline,psychiatric_or_mental_illness,cap,463,0.621540904045105,0.06911447084233262,0.04535637149028078,True
baseline,other_disability,cap,0,,,,False
mitigated,male,equalize,4082,0.5456489324569702,0.03576678098971093,0.03135717785399314,True
mitigated,female,equalize,5037,0.4990568161010742,0.031169346833432598,0.03136787770498312,True
mitigated,transgender,equalize,214,0.6472409963607788,0.028037383177570093,0.028037383177570093,True
mitigated,other_gender,equalize,0,,,,False
mitigated,heterosexual,equalize,120,0.7377254366874695,0.041666666666666664,0.025,True
mitigated,homosexual_gay_or_lesbian,equalize,874,0.7583317160606384,0.07665903890160183,0.030892448512585814,True
mitigated,bisexual,equalize,30,,,,False
mitigated,other_sexual_orientation,equalize,1,,,,False
mitigated,christian,equalize,4082,0.3905920386314392,0.02278294953454189,0.03135717785399314,True
mitigated,jewish,equalize,708,0.5449224710464478,0.038135593220338986,0.031073446327683617,True
