subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8794,7620,1174,520,174,7446,654,0.02283464566929134,0.019713400315427523,0.02643675387142505,0.5570698466780238,0.5285152104919763,0.585252223143928,0.7492795389048992,0.44293015332197616,0.556745182012848,True,True
male,7346,6224,1122,533,168,6056,589,0.02699228791773779,0.023248567351741595,0.03131952996861739,0.5249554367201426,0.49570006594734245,0.5540405077020407,0.760342368045649,0.4750445632798574,0.5847504114097641,True,True
christian,6689,6023,666,222,88,5935,444,0.014610659139963473,0.011874986266165458,0.017965098303751984,0.6666666666666666,0.6299990792347007,0.7014226282105916,0.7161290322580646,0.3333333333333333,0.4549180327868852,True,True
white,4218,3024,1194,553,140,2884,641,0.046296296296296294,0.039365337547197767,0.054378493720390046,0.5368509212730318,0.5084943804774533,0.5649711014124774,0.797979797979798,0.4631490787269682,0.586115527291998,True,True
muslim,3471,2651,820,349,108,2543,471,0.04073934364390796,0.03385480871579508,0.048952945430981644,0.574390243902439,0.540279013966399,0.6078077309937776,0.7636761487964989,0.42560975609756097,0.5465935787000783,True,True
black,2472,1657,815,375,81,1576,440,0.04888352444176222,0.039504497651541334,0.06034937939368393,0.5398773006134969,0.5055521450674986,0.5738283006827859,0.8223684210526315,0.4601226993865031,0.5900865460267506,True,True
homosexual_gay_or_lesbian,1818,1319,499,201,77,1242,298,0.058377558756633814,0.04696065874067305,0.07235935331988702,0.5971943887775552,0.553576953805813,0.6393267901048275,0.7230215827338129,0.4028056112224449,0.5173745173745173,True,True
jewish,1334,1124,210,67,23,1101,143,0.020462633451957295,0.013673490102304653,0.030518411543880526,0.680952380952381,0.6151448195663155,0.740258666825563,0.7444444444444445,0.319047619047619,0.44666666666666666,True,True
psychiatric_or_mental_illness,838,690,148,81,22,668,67,0.03188405797101449,0.021148557141579472,0.04780301416119208,0.4527027027027027,0.37471833551875217,0.5330802320876598,0.7864077669902912,0.5472972972972973,0.6454183266932271,True,True
asian,780,686,94,41,16,670,53,0.023323615160349854,0.014406660253167706,0.03754942090490916,0.5638297872340425,0.4630290566620046,0.6596183378539683,0.7192982456140351,0.43617021276595747,0.543046357615894,True,False
transgender,412,327,85,33,14,313,52,0.04281345565749235,0.02567173314045874,0.07057212618175279,0.611764705882353,0.5054771123296355,0.7083870030531059,0.7021276595744681,0.38823529411764707,0.5,True,False
latino,355,276,79,31,12,264,48,0.043478260869565216,0.025043619560495882,0.07444649508521603,0.6075949367088608,0.4973399088270549,0.7078713494246327,0.7209302325581395,0.3924050632911392,0.5081967213114754,True,False
atheist,217,195,22,7,2,193,15,0.010256410256410256,0.00281719866017395,0.03661853505049643,0.6818181818181818,0.4731859774104276,0.8363940681864375,0.7777777777777778,0.3181818181818182,0.45161290322580644,True,False
heterosexual,186,151,35,10,7,144,25,0.046357615894039736,0.0226344334523831,0.09258960897513287,0.7142857142857143,0.5494506513681738,0.836734637635653,0.5882352941176471,0.2857142857142857,0.3846153846153846,True,False
buddhist,94,80,14,4,3,77,10,0.0375,0.012834568919911422,0.10454720090045114,0.7142857142857143,0.45350915670106823,0.8827862135542308,0.5714285714285714,0.2857142857142857,0.38095238095238093,False,False
other_race_or_ethnicity,89,71,18,7,1,70,11,0.014084507042253521,0.00249060327054422,0.07556050520249004,0.6111111111111112,0.38619041602237913,0.7969475342783637,0.875,0.3888888888888889,0.5384615384615385,False,False
hindu,81,71,10,3,1,70,7,0.014084507042253521,0.00249060327054422,0.07556050520249004,0.7,0.39677814746114537,0.8922087325936989,0.75,0.3,0.4285714285714285,False,False
other_religion,45,42,3,0,0,42,3,0.0,0.0,0.08379879086570388,1.0,0.4385029682449546,1.0,,0.0,,False,False
bisexual,45,35,10,2,3,32,8,0.08571428571428572,0.029582368266969833,0.22379273965896493,0.8,0.49016247153664183,0.9433178485456247,0.4,0.2,0.26666666666666666,False,False
physical_disability,15,14,1,1,0,14,0,0.0,0.0,0.21531080273763575,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
intellectual_or_learning_disability,14,13,1,1,0,13,0,0.0,1.3877787807814457e-17,0.2280953723541983,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
