model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7974851853297672,0.06911599335358587,0.26289539309620685,0.25486846846846845,0.14558434877776602,0.2854360601178592,False
baseline,0.4,0.8033244337343914,0.04570248904852218,0.34413965087281795,0.17128648648648648,0.09245454419836688,0.3873054034439507,False
baseline,0.5,0.8009804980743345,0.03073127339252446,0.4119963249770311,0.11019099099099099,0.06088699867090928,0.46640290936918366,False
baseline,0.6,0.7869970725317903,0.02072808445645424,0.48457802861267885,0.06939099099099098,0.041240173054388866,0.5565356856859004,False
baseline,0.7,0.7652519786531948,0.01305785401386348,0.5589972437327734,0.035495495495495494,0.0221752535933166,0.6415754971925148,False
mitigated,0.3,0.7982768376180348,0.037713364998909045,0.3904711904449403,0.09234783564051857,0.05817294528841326,0.4777063925124152,False
mitigated,0.4,0.7938730314256566,0.03131870898440778,0.4272214201338758,0.07246209624258404,0.0478344887856077,0.5165612048238208,False
mitigated,0.5,0.7904147953701968,0.02611570802772696,0.45596534978343617,0.05599868160843771,0.03945953923065377,0.5491141106993319,False
mitigated,0.6,0.7855396688678342,0.022356120239673722,0.481690510565691,0.0552515930564711,0.031975603209612145,0.5763639354950609,False
mitigated,0.7,0.7776033785512719,0.01849582920729763,0.513715710723192,0.04793451988573939,0.026813475591876523,0.6073596340707406,False
