model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7859785230741285,0.09117000386029103,0.207245045281533,0.3024932142309087,0.18700979209752647,0.2025750547001001,False
baseline,0.4,0.7989470071596638,0.06721941558550544,0.2664391652447828,0.22434940186512128,0.14165679688598865,0.28036779520178146,False
baseline,0.5,0.8065340496814921,0.047867608801463554,0.32615828848930306,0.16434658688276868,0.09711698591429022,0.35609916145651416,False
baseline,0.6,0.8061461122997053,0.03304744801195012,0.38942118388239927,0.10860035754185575,0.062491501157472686,0.43143801219099476,False
baseline,0.7,0.7955506301237514,0.022070794380758967,0.45977162357264734,0.0782182721967024,0.03817023388359026,0.5163527256958141,False
mitigated,0.3,0.6835813704396834,0.22485356069888052,0.08295051844074025,0.49078855670576693,0.4076777822822643,0.08988014140753697,False
mitigated,0.4,0.7184688484030589,0.1776237391114617,0.11300695629347683,0.4549232379725481,0.3347496993725262,0.12031573686386546,False
mitigated,0.5,0.7449789556853583,0.14096775817794263,0.15106969418558866,0.397835591346666,0.2683004049228212,0.15749599111478113,False
mitigated,0.6,0.7655792420127034,0.11134422047296957,0.19385746160913506,0.3407540047522376,0.21259291558136914,0.2000023507201511,False
mitigated,0.7,0.7824636723299363,0.08454037360903643,0.24583278645491535,0.2583032693869692,0.15446496281358799,0.2581731362550318,False
