subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8765,7565,1200,966,1304,6261,234,0.17237276933245207,0.16402829846194183,0.18104980537082715,0.195,0.17357114489781034,0.21837536546985797,0.42555066079295156,0.805,0.5567723342939481,True,True
male,7296,6187,1109,926,1164,5023,183,0.18813641506384354,0.17859266342796223,0.19806719360945116,0.16501352569882777,0.14433048514712846,0.18800927078955668,0.4430622009569378,0.8349864743011722,0.5789309159112224,True,True
christian,6738,6130,608,479,764,5366,129,0.12463295269168026,0.11659873164975006,0.1331373381695715,0.21217105263157895,0.18153210479057663,0.24642428006341094,0.38535800482703136,0.787828947368421,0.517558076715289,True,True
white,4146,2986,1160,1057,1423,1563,103,0.47655726724715336,0.45868476041119777,0.49449001426223205,0.08879310344827586,0.07375231849068173,0.10654840651813849,0.42620967741935484,0.9112068965517242,0.5807692307692308,True,True
muslim,3480,2676,804,687,860,1816,117,0.3213751868460389,0.3039480696277318,0.33931440888444764,0.1455223880597015,0.12283319575482579,0.17158281400023265,0.4440853264382676,0.8544776119402985,0.5844321565291366,True,True
black,2427,1669,758,685,872,797,73,0.5224685440383463,0.49848088193901174,0.5463530140674112,0.09630606860158311,0.07729444539398914,0.11938881079509231,0.4399486191393706,0.9036939313984169,0.591792656587473,True,True
homosexual_gay_or_lesbian,1759,1274,485,418,536,738,67,0.4207221350078493,0.3938917492455455,0.4480291724731599,0.13814432989690723,0.11026823228661513,0.17170756238765372,0.4381551362683438,0.8618556701030928,0.580958999305073,True,True
jewish,1290,1091,199,168,236,855,31,0.21631530705774518,0.19290177039080497,0.24171956677818163,0.15577889447236182,0.11196793961138735,0.21262772837232619,0.4158415841584158,0.8442211055276382,0.5572139303482586,True,True
psychiatric_or_mental_illness,785,643,142,120,147,496,22,0.2286158631415241,0.1978252752637093,0.2626298405288244,0.15492957746478872,0.10459474083686213,0.2234426993228195,0.449438202247191,0.8450704225352113,0.5867970660146699,True,True
asian,750,647,103,80,91,556,23,0.14064914992272023,0.11597665298837426,0.16956363689640577,0.22330097087378642,0.15365763149685507,0.3128416036393872,0.4678362573099415,0.7766990291262136,0.5839416058394159,True,True
transgender,413,330,83,68,114,216,15,0.34545454545454546,0.2961932949189917,0.398272454301257,0.18072289156626506,0.11269365829519956,0.2769987683436512,0.37362637362637363,0.8192771084337349,0.5132075471698113,True,False
latino,325,257,68,61,49,208,7,0.19066147859922178,0.1473287451460475,0.24310557952433126,0.10294117647058823,0.050765771789929096,0.19757911309365633,0.5545454545454546,0.8970588235294118,0.6853932584269663,True,False
atheist,258,216,42,35,41,175,7,0.18981481481481483,0.14311406236291413,0.2473557756793619,0.16666666666666666,0.08315916646398075,0.30604002744648845,0.4605263157894737,0.8333333333333334,0.5932203389830509,True,False
heterosexual,219,171,48,37,54,117,11,0.3157894736842105,0.25081795376058963,0.3888556086488349,0.22916666666666666,0.1330782626691124,0.36539264090003454,0.4065934065934066,0.7708333333333334,0.5323741007194245,True,False
buddhist,131,117,14,13,20,97,1,0.17094017094017094,0.11347000899851464,0.24933146036926715,0.07142857142857142,0.012722215247890911,0.31468704424151117,0.3939393939393939,0.9285714285714286,0.5531914893617021,True,False
hindu,111,99,12,12,23,76,0,0.23232323232323232,0.16009113599176228,0.3245525027920242,0.0,0.0,0.2424940066552408,0.34285714285714286,1.0,0.5106382978723404,False,False
other_race_or_ethnicity,74,60,14,14,19,41,0,0.31666666666666665,0.2130586755236652,0.4423376702617676,0.0,0.0,0.21531080273763575,0.42424242424242425,1.0,0.5957446808510638,False,False
other_religion,45,40,5,5,6,34,0,0.15,0.07061187717320358,0.290723243664897,0.0,0.0,0.43448246478317465,0.45454545454545453,1.0,0.625,False,False
bisexual,40,35,5,4,12,23,1,0.34285714285714286,0.20831694987048963,0.5084805048600374,0.2,0.036224108632430085,0.6244653702374746,0.25,0.8,0.38095238095238093,False,False
physical_disability,18,18,0,0,4,14,0,0.2222222222222222,0.09000928108601694,0.45214584316212614,,,,0.0,,,False,False
intellectual_or_learning_disability,10,10,0,0,1,9,0,0.1,0.017876213095072924,0.40415002679523837,,,,0.0,,,False,False
other_gender,2,1,1,1,0,1,0,0.0,0.0,0.7934506856227626,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
other_sexual_orientation,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
other_disability,1,1,0,0,0,1,0,0.0,0.0,0.7934506856227626,,,,,,,False,False
