model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7998210849264988,0.06773971568117353,0.26158288489303055,0.23115549537350488,0.15601695155595088,0.26924462706760005,False
baseline,0.4,0.8074266628410312,0.04900891223712257,0.31880824255151596,0.15601383373895222,0.10963812617487366,0.34179673015578904,False
baseline,0.5,0.8056804200002454,0.03623638408217385,0.37734610841317756,0.12511284134506884,0.08152520957493319,0.41396959983700277,False
baseline,0.6,0.7994362879859647,0.025662543428274114,0.4362777267357921,0.08575942225231324,0.05349644129105841,0.48210270302583935,False
baseline,0.7,0.7867907400670135,0.01774055487487622,0.49639060244126526,0.06547619047619048,0.0342330984707563,0.5502240096446885,False
mitigated,0.3,0.8004331001460847,0.06606132827579261,0.26683291770573564,0.30191837528476967,0.15748414393120116,0.28156206392662314,False
mitigated,0.4,0.8089995238205943,0.047112334469042144,0.3224832655204095,0.1964216258265266,0.10835172934592052,0.35079059023887227,False
mitigated,0.5,0.8044822890116962,0.034423725684362465,0.38797742485890535,0.1657567927987998,0.07855156582737484,0.42757164728019015,False
mitigated,0.6,0.796511098284095,0.02438696900018462,0.4483528022050138,0.10604265402843602,0.051817679234816505,0.5026259018594987,False
mitigated,0.7,0.783960896034298,0.016532115943001965,0.5071531697073107,0.0726416158880614,0.031373608799765244,0.5708649322163943,False
