subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8709,7555,1154,639,375,7180,515,0.04963600264725347,0.04496328122863498,0.05476648065716412,0.4462738301559792,0.41781820206652537,0.47508596105931505,0.6301775147928994,0.5537261698440208,0.5894833948339483,True,True
male,7282,6173,1109,661,363,5810,448,0.05880447108375182,0.05320552633777933,0.06495218641660278,0.40396753832281335,0.37546746307422285,0.43313060962364247,0.6455078125,0.5960324616771867,0.6197843413033286,True,True
christian,6671,6068,603,303,223,5845,300,0.03675016479894529,0.03230172088453811,0.04178477525860474,0.4975124378109453,0.45774723631087905,0.5373091330976483,0.5760456273764258,0.5024875621890548,0.5367581930912312,True,True
white,4216,3037,1179,714,354,2683,465,0.1165623971024037,0.10563090158432464,0.12846267694007568,0.3944020356234097,0.3668914975238401,0.42259846485179764,0.6685393258426966,0.6055979643765903,0.6355140186915887,True,True
muslim,3556,2724,832,450,225,2499,382,0.08259911894273128,0.07284007957466448,0.09353376057398544,0.45913461538461536,0.4255387100538241,0.4931061486303305,0.6666666666666666,0.5408653846153846,0.59721300597213,True,True
black,2470,1692,778,456,182,1510,322,0.10756501182033097,0.09368102283621985,0.12322690620833535,0.4138817480719794,0.3797784116823549,0.4488313422668389,0.7147335423197492,0.5861182519280206,0.6440677966101696,True,True
homosexual_gay_or_lesbian,1851,1333,518,280,165,1168,238,0.12378094523630907,0.10717502390223402,0.14254902274365258,0.4594594594594595,0.4169989346176506,0.5025168507035933,0.6292134831460674,0.5405405405405406,0.5815160955347871,True,True
jewish,1214,1029,185,90,66,963,95,0.0641399416909621,0.05073162396601588,0.08079045782163707,0.5135135135135135,0.441951021331933,0.5845262153470502,0.5769230769230769,0.4864864864864865,0.5278592375366569,True,True
psychiatric_or_mental_illness,792,628,164,114,40,588,50,0.06369426751592357,0.04712144937427474,0.08557237381545507,0.3048780487804878,0.2395555165229369,0.37913225913342496,0.7402597402597403,0.6951219512195121,0.7169811320754716,True,True
asian,772,674,98,59,29,645,39,0.04302670623145401,0.030122726468104603,0.06111019830502104,0.3979591836734694,0.3066658517438515,0.4969504727707771,0.6704545454545454,0.6020408163265306,0.6344086021505377,True,False
transgender,390,317,73,29,21,296,44,0.06624605678233439,0.04373390669612899,0.09914494377784654,0.6027397260273972,0.4880741402294003,0.7071329814235315,0.58,0.3972602739726027,0.4715447154471545,True,False
latino,360,296,64,32,22,274,32,0.07432432432432433,0.0495920849432816,0.10996376503443422,0.5,0.3810209474394701,0.6189790525605299,0.5925925925925926,0.5,0.5423728813559322,True,False
atheist,255,220,35,22,7,213,13,0.031818181818181815,0.015496567181111726,0.06420921616524253,0.37142857142857144,0.23165819503365723,0.5366306315640468,0.7586206896551724,0.6285714285714286,0.6875,True,False
heterosexual,207,155,52,27,21,134,25,0.13548387096774195,0.09035162045827663,0.19824720733542675,0.4807692307692308,0.3510411444545552,0.6131431723194394,0.5625,0.5192307692307693,0.54,True,False
buddhist,100,91,9,4,3,88,5,0.03296703296703297,0.01127440676768262,0.09249306942962307,0.5555555555555556,0.26665129349549316,0.8112214789023353,0.5714285714285714,0.4444444444444444,0.5,False,False
hindu,81,76,5,3,3,73,2,0.039473684210526314,0.013514635094539595,0.10974787746545529,0.4,0.11762077423264794,0.769275718723987,0.5,0.6,0.5454545454545454,False,False
other_race_or_ethnicity,77,59,18,6,0,59,12,0.0,0.0,0.061129370526788365,0.6666666666666666,0.437494672959451,0.8372122524916629,1.0,0.3333333333333333,0.5,False,False
other_religion,65,57,8,3,6,51,5,0.10526315789473684,0.049144658523744666,0.2112281058338703,0.625,0.3057423946026274,0.8631557141764026,0.3333333333333333,0.375,0.35294117647058826,False,False
bisexual,52,42,10,6,8,34,4,0.19047619047619047,0.09982008281647739,0.3330077401003868,0.4,0.1681803297062362,0.6873262302663417,0.42857142857142855,0.6,0.5,False,False
intellectual_or_learning_disability,24,21,3,2,0,21,1,0.0,0.0,0.15463901892484688,0.3333333333333333,0.06149194472039632,0.7923403991979523,1.0,0.6666666666666666,0.8,False,False
physical_disability,14,14,0,0,0,14,0,0.0,0.0,0.21531080273763575,,,,,,,False,False
other_sexual_orientation,4,2,2,2,0,2,0,0.0,0.0,0.6576197724933468,0.0,0.0,0.6576197724933468,1.0,1.0,1.0,False,False
other_gender,2,2,0,0,0,2,0,0.0,0.0,0.6576197724933468,,,,,,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
