subgroup,n,n_nontoxic,n_toxic,subgroup_auc,bpsn_auc,bnsp_auc,reportable
female,8709,7555,1154,0.8986309524492258,0.9121246563612139,0.9285795127366325,True
male,7282,6173,1109,0.902177185413017,0.9008383717507216,0.9386956209908472,True
christian,6671,6068,603,0.9094955895101509,0.9306377540666065,0.9155405395982731,True
white,4216,3037,1179,0.8378562892546912,0.8121662283186455,0.9532115891763663,True
muslim,3556,2724,832,0.8478318613746754,0.8570025521711953,0.935747786535316,True
black,2470,1692,778,0.836520872455894,0.8131078848398077,0.9496086407010385,True
homosexual_gay_or_lesbian,1851,1333,518,0.8316567558878136,0.8152687200105898,0.9488977101770675,True
jewish,1214,1029,185,0.8395976151078193,0.8839397975262976,0.9113454245337016,True
psychiatric_or_mental_illness,792,628,164,0.9110804722696908,0.8891808387479868,0.9474141864974702,True
asian,772,674,98,0.900109005026343,0.9091249743053773,0.9269095215114243,False
transgender,390,317,73,0.8325915042565144,0.8811641908596779,0.9087876351741176,False
latino,360,296,64,0.8662637246621623,0.8792780868227592,0.9302285833263052,False
atheist,255,220,35,0.9203896103896103,0.9116773949942463,0.9381125654891258,False
heterosexual,207,155,52,0.8022332506203473,0.8096531202973863,0.9417287563847991,False
buddhist,100,91,9,0.8681318681318682,0.9108864853937129,0.9038988812312061,False
hindu,81,76,5,0.918421052631579,0.8988575408181606,0.9465658348037979,False
other_race_or_ethnicity,77,59,18,0.8926553672316384,0.9122885258184136,0.9180970434834553,False
other_religion,65,57,8,0.8399122807017544,0.8803486182280034,0.9145617734023251,False
bisexual,52,42,10,0.85,0.8220590904254986,0.9606006147231227,False
intellectual_or_learning_disability,24,21,3,0.9841269841269841,0.9630977390956382,0.9682281173046788,False
physical_disability,14,14,0,,0.9217979487371797,,False
other_sexual_orientation,4,2,2,1.0,0.8880464749901535,0.9875123785226336,False
other_gender,2,2,0,,0.8483396771229821,,False
other_disability,1,0,1,,,0.9968026719927493,False
