model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7985923758153057,0.06116043705208036,0.29295183094894345,0.17285622179239202,0.12182224652702874,0.31776379437133023,False
baseline,0.4,0.801922350847285,0.0481361507863245,0.33783961149757186,0.1323017408123791,0.09288680078469366,0.3722649894235564,False
baseline,0.5,0.8025682122040186,0.038703613568083786,0.37524609528809555,0.10480461024346996,0.07336901852470049,0.4234362493297318,False
baseline,0.6,0.7978329197375886,0.03133549285846159,0.4173776086100538,0.0883891427402305,0.0576244860553204,0.4736952840738926,False
baseline,0.7,0.7920484279099421,0.023749181786139877,0.4613466334164589,0.0665592091124006,0.03985142097393714,0.5255129036004036,False
mitigated,0.3,0.7962130361282902,0.0612275725482956,0.2996456227851424,0.1758064516129032,0.1259667916887754,0.3271019371301138,False
mitigated,0.4,0.8004982073931157,0.04810258303821688,0.3419083869274183,0.13137829912023463,0.09577667453863328,0.37434096130028155,False
mitigated,0.5,0.7998066861012547,0.03835115221295379,0.38390864942905895,0.10366568914956013,0.07531653292590341,0.43255813634702256,False
mitigated,0.6,0.796755319247581,0.030429163659555898,0.4236776479852999,0.07404692082111436,0.05724058114539291,0.480716010230555,False
mitigated,0.7,0.7904204790267393,0.02252395898021181,0.4698779367371046,0.0442671021367103,0.03892792372298983,0.5359683098596161,False
