model,threshold,macro_f1,global_fpr,global_fnr,fpr_gap,macro_fpr,macro_fnr,degenerate
baseline,0.3,0.7974851853297672,0.06911599335358587,0.26289539309620685,0.25486846846846845,0.14558434877776602,0.2854360601178592,False
baseline,0.4,0.8033244337343914,0.04570248904852218,0.34413965087281795,0.17128648648648648,0.09245454419836688,0.3873054034439507,False
baseline,0.5,0.8009804980743345,0.03073127339252446,0.4119963249770311,0.11019099099099099,0.06088699867090928,0.46640290936918366,False
baseline,0.6,0.7869970725317903,0.02072808445645424,0.48457802861267885,0.06939099099099098,0.041240173054388866,0.5565356856859004,False
baseline,0.7,0.7652519786531948,0.01305785401386348,0.5589972437327734,0.035495495495495494,0.0221752535933166,0.6415754971925148,False
mitigated,0.3,0.7975651766240649,0.04513183733069267,0.36212101325633284,0.17832344539661613,0.08055028971656364,0.4368918957650747,False
mitigated,0.4,0.7969868137611618,0.0365217099410886,0.39860874130463314,0.13709624258404746,0.06306671805062206,0.4741119744347202,False
mitigated,0.5,0.7930970140951975,0.029606753830919253,0.4358839742748392,0.10379586903977148,0.0484138651802375,0.5175049895143802,False
mitigated,0.6,0.788530425750301,0.024336617378023194,0.46725292033075205,0.08512964183695891,0.03926197642976638,0.555670370398802,False
mitigated,0.7,0.7816296258036227,0.019519645524579982,0.5011156319726998,0.05647110525159305,0.03057033513582417,0.593249563131207,False
