subgroup,n,n_nontoxic,n_toxic,tp,fp,tn,fn,fpr,fpr_ci_low,fpr_ci_high,fnr,fnr_ci_low,fnr_ci_high,precision,recall,f1,reportable_fpr,reportable_fnr
female,8953,7736,1217,556,217,7519,661,0.028050672182006204,0.024598920829221986,0.031970901840945115,0.543138866064092,0.5150602491805899,0.570946004327075,0.7192755498059509,0.456861133935908,0.5587939698492462,True,True
male,7242,6148,1094,504,174,5974,590,0.02830188679245283,0.024441987526483043,0.032750880848922394,0.5393053016453382,0.5096823731469087,0.5686531636549002,0.7433628318584071,0.4606946983546618,0.5688487584650114,True,True
christian,6740,6091,649,232,99,5992,417,0.016253488753899197,0.013369229417202208,0.01974753993347241,0.6425269645608629,0.6049156893211044,0.6784609214936986,0.7009063444108762,0.3574730354391371,0.4734693877551021,True,True
white,4096,2939,1157,633,283,2656,524,0.09629125552909153,0.08614730230003467,0.10748917686287976,0.452895419187554,0.42441596658813624,0.4816866289284523,0.6910480349344978,0.547104580812446,0.6107091172214182,True,True
muslim,3488,2680,808,353,131,2549,455,0.04888059701492537,0.04134331293110109,0.05770928123275365,0.5631188118811881,0.5287000070754693,0.5969402874571212,0.7293388429752066,0.4368811881188119,0.5464396284829721,True,True
black,2448,1640,808,449,185,1455,359,0.11280487804878049,0.09838999891928576,0.1290294135883481,0.4443069306930693,0.4103894854065742,0.4787514311823165,0.7082018927444795,0.5556930693069307,0.622746185852982,True,True
homosexual_gay_or_lesbian,1743,1250,493,259,107,1143,234,0.0856,0.07133192707210256,0.10240731028377958,0.4746450304259635,0.43093198298465873,0.5187501549364799,0.7076502732240437,0.5253549695740365,0.6030267753201396,True,True
jewish,1277,1072,205,71,37,1035,134,0.03451492537313433,0.02514298389976088,0.04721104018295261,0.6536585365853659,0.5862393932867656,0.7154248469256637,0.6574074074074074,0.3463414634146341,0.4536741214057508,True,True
psychiatric_or_mental_illness,834,677,157,103,32,645,54,0.047267355982274745,0.03367828911399082,0.06596525923602352,0.34394904458598724,0.2741699003546046,0.42118227837298855,0.762962962962963,0.6560509554140127,0.7054794520547945,True,True
asian,747,654,93,45,28,626,48,0.04281345565749235,0.02978502296313704,0.06118136113793696,0.5161290322580645,0.4159554924872243,0.6150229751704616,0.6164383561643836,0.4838709677419355,0.5421686746987951,True,False
transgender,401,318,83,31,15,303,52,0.04716981132075472,0.02879094068704034,0.07635852931815264,0.6265060240963856,0.5190168552955077,0.7228031266023063,0.6739130434782609,0.37349397590361444,0.4806201550387596,True,False
latino,305,242,63,27,12,230,36,0.049586776859504134,0.02859013766164547,0.08465951092997165,0.5714285714285714,0.4486161514309503,0.6860308200563566,0.6923076923076923,0.42857142857142855,0.5294117647058824,True,False
atheist,261,222,39,18,2,220,21,0.009009009009009009,0.002474081989044391,0.03224699562726615,0.5384615384615384,0.3856944827051576,0.6843311439327215,0.9,0.46153846153846156,0.6101694915254238,True,False
heterosexual,207,160,47,16,5,155,31,0.03125,0.01342051668764441,0.0710602912856417,0.6595744680851063,0.5167092456194194,0.7783255615622838,0.7619047619047619,0.3404255319148936,0.4705882352941176,True,False
hindu,91,77,14,5,1,76,9,0.012987012987012988,0.0022962172971240508,0.06996198914680522,0.6428571428571429,0.3876442310390741,0.8365526824644588,0.8333333333333334,0.35714285714285715,0.5,False,False
buddhist,85,74,11,4,2,72,7,0.02702702702702703,0.007443352638267217,0.093292925169125,0.6363636363636364,0.353801174507849,0.8483352890463244,0.6666666666666666,0.36363636363636365,0.4705882352941177,False,False
other_race_or_ethnicity,70,50,20,9,0,50,11,0.0,0.0,0.0713475991333587,0.55,0.3420853424503424,0.7418021417443758,1.0,0.45,0.6206896551724138,False,False
bisexual,56,50,6,4,4,46,2,0.08,0.03154951408859297,0.18838246918342832,0.3333333333333333,0.09677141110578047,0.700006684861608,0.5,0.6666666666666666,0.5714285714285715,False,False
other_religion,54,48,6,2,0,48,4,0.0,0.0,0.07410012966611745,0.6666666666666666,0.2999933151383921,0.9032285888942196,1.0,0.3333333333333333,0.5,False,False
intellectual_or_learning_disability,19,17,2,1,0,17,1,0.0,0.0,0.18431813500885175,0.5,0.09453120573423074,0.9054687942657693,1.0,0.5,0.6666666666666666,False,False
physical_disability,8,8,0,0,0,8,0,0.0,0.0,0.3244075648838801,,,,,,,False,False
other_gender,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_sexual_orientation,2,1,1,0,0,1,1,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,,0.0,,False,False
other_disability,1,0,1,1,0,0,0,,,,0.0,0.0,0.7934506856227626,1.0,1.0,1.0,False,False
